id,pali_1,sutta_2
60312,tīṇi duccaritāni,avijjāsuttaṃ
60124,tīhamata,devadūtasuttaṃ
60705,tumhaṃ 2,brahmajālasuttaṃ
60702,tumhākaṃ 3,natumhākaṃsuttaṃ
60707,tumhe 2,tajjanīya kammaṃ
60670,tuleti,kīṭāgirisuttaṃ
60764,tusita 1,buddha-vassa-sajjhāyanā
60794,tuvaṭaṃ,indriyabhāvanāsuttaṃ
59459,tecīvarika 1,duṭṭhaṭṭhakasuttaṃniddeso
59469,teja 2,āsīvisopamasuttaṃ
59502,tejodhātu,mahāsatipaṭṭhānasuttaṃ
59620,tesañca,dhammayuttika-pubbakicca
59621,tesaññeva,dhammayuttika-pubbakicca
59636,tevijjaka,ambaṭṭhasuttaṃ
60826,tyassa,mānatthaddhasuttaṃ
60824,tyāhaṃ 3,vassakārasuttaṃ
59678,thalaṭṭha,āpattibhayasuttaṃ
59916,thina 1,gaṇakamoggallānasuttaṃ
60025,thulla,pheṇapiṇḍūpamasuttaṃ
17820,dakkhuṃ,vipallāsasuttaṃ
18360,daṭṭhu,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
18154,dasadhā,vīṇopamasuttaṃ
18191,dasama 1,buddha-vassa-sajjhāyanā
18272,dassana 2,maṅgalasuttaṃ<br/>cūḷavaggo 4
18287,dassanāya 2,uposathasuttaṃ
18388,davāya,mahāassapurasuttaṃ
17656,da 2.1,bhojanasuttaṃ
18084,dāra,maṅgalasuttaṃ<br/>cūḷavaggo 4
18123,dārukkhandha,paṭhamadārukkhandhopamasuttaṃ
18109,dārucīriya,bāhiyasuttaṃ
18152,dāsabya,mahāassapurasuttaṃ
18252,dāsidāsa,kandarakasuttaṃ
19709,diṭṭhasuta,guhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 2
19773,diṭṭhisampanna,kosambiyasuttaṃ
19497,dīghaṃ,mahāsatipaṭṭhānasuttaṃ
19602,dīpaṅkara,buddha-vassa-sajjhāyanā
19585,dīpa 2.1,cakkavattisuttaṃ
20176,dukkhadomanassa,vibhaṅgasuttaṃ
20206,dukkhanirodhagāminīpaṭipadā,verañjakaṇḍaṃ
20205,dukkhanirodhagāminī paṭipadā ariyasaccaṃ,dhammacakkappavattanasuttaṃ
20197,dukkhamidaṃ,taṇhāvaggo
20248,dukkhasaññā,rāgapeyyālaṃ
20244,dukkhasamudayaṃ ariyasaccaṃ,dhammacakkappavattanasuttaṃ
20159,dukkha 1,anattalakkhaṇasuttaṃ
20160,dukkha 2,dīghanakhasuttaṃ
20162,dukkha 4,mahāsatipaṭṭhānasuttaṃ
20079,duggahita 1,"tatiyapārājikaṃ, vinītavatthu"
21009,duttara,paṭhama samuddasuttaṃ
19984,dubbalī,āvaraṇasuttaṃ
20010,dubbharatā,saṃkhittasuttaṃ
20424,durāgata,sabbāsavasuttaṃ
20463,durutta 1,sabbāsavasuttaṃ
20553,dūteyya,kandarakasuttaṃ
20433,dūraṃ,cittavaggo
18640,deyya 1,sāmaññaphalasuttaṃ
18435,desanā 1,araṇavibhaṅgasuttaṃ
18474,desita 2,saṅghuposatha pubbakaraṇādi vidhi
18482,dessa,vessantara jātakavaṇṇanā
18563,devānubhāva,sakkapañhasuttaṃ
21148,dvayaṃdvayasamāpatti,methunasuttaṃ
21066,dvādasama,buddha-vassa-sajjhāyanā
21219,dvīhamata,devadūtasuttaṃ
18708,dhammacārī 1,dhammikattheragāthā
18910,dhammasākacchā,maṅgalasuttaṃ<br/>cūḷavaggo 4
18694,dhamma 1.14,kandarakasuttaṃ
18690,dhamma 2.1,dhanuggahasuttaṃ
19203,dhāta 2,siṅgālasuttaṃ
19212,dhātu 2,dutiyahāliddikānisuttaṃ
19214,dhātu 4,nīvaraṇappahāna vaggo
19099,dhānī,mahāsudassanasuttaṃ
19161,dhāraṇa 2,gaṇakamoggallānasuttaṃ
19173,dhārayati 1,kodhavaggo
19152,dhārā 1.1,pārāpariyattheragāthā
70991,dhāressati,majjhesuttaṃ
18645,dhā 1,vīṇopamasuttaṃ
19404,dhuta 1,duṭṭhaṭṭhakasuttaṃniddeso
70994,dhūta 1,saṅghabhedasikkhāpadaṃ
34782,naccagīta,kandarakasuttaṃ
35636,nappakāsati,ajita māṇava pucchā<br/>pārāyanavaggo 1
35640,nappamajjati 2,dhammaṭṭhavaggo
36127,nayidaṃ,brahmacariyasuttaṃ
36020,navama,suddhapācittiyā
36077,navuti,visākhāsuttaṃ
35154,naḷavana,cakkavattisuttaṃ
35908,nātivattati 1,saḷāyatanavibhaṅgasuttaṃ
34818,nāda,nālandasuttaṃ
35391,nānatta 1,potaliyasuttaṃ
35292,nānābāhā,puttamaṃsūpamasuttaṃ
35289,nānā 2,maccharisuttaṃ
34741,nābhi 2,ahirājasuttaṃ
35728,nāsā 1,mahārāhulovādasuttaṃ
37197,nikkhanta 1,tiracchānagata vatthu
37198,nikkhanta 2,dutiya maraṇassatisuttaṃ
37185,nikkhāmetvā,āpattibhayasuttaṃ
36913,niggayha 2,mahāsuññatasuttaṃ
37061,nijjhāyati 1,mahācundasuttaṃ
38050,nittharati,puttamaṃsūpamasuttaṃ
36707,nidāna 4,natthiputtasamasuttaṃ
36415,nibbānasacchikiriyā,mahāsatipaṭṭhānasuttaṃ
36561,nibbindituṃ,assutavāsuttaṃ
36582,nibbuti 2,ratanasuttaṃ<br/>cūḷavaggo 1
37361,nimitta 1,gaṇakamoggallānasuttaṃ
38345,niyyāti 2,kosambiyasuttaṃ
37688,nirāsa,samādhibhāvanāsuttaṃ
37793,nirutti 3,taṇhāvaggo
37740,nirodhagāmī,nibbedhikasuttaṃ
37750,nirodhasaññā,saññāsuttaṃ
37763,nirodhika,dvedhāvitakkasuttaṃ
37812,nisajjā 2,paṭhamāniyata sikkhāpada
37854,nisevati 1,pārāpariyattheragāthā
37899,nissaggiyapācittiya,nissaggiyapācittiyā
37967,nissāya 5,puttamaṃsūpamasuttaṃ
38116,nivāretar,nagaropamasuttaṃ
38213,niveseti,samacittavaggo
36353,ni 1,karaṇīya mettasuttaṃ
36352,nī,"ratanasuttaṃ,<br/>cūḷavaggo 1"
37268,nīla 1,dubbaṇṇakaraṇa sikkhāpada
37267,nīḷa,ajātasuttaṃ
36194,nepakka,nagaropamasuttaṃ
36176,nema,nagaropamasuttaṃ
36217,neso,anattalakkhaṇasuttaṃ
36276,nevasaññānāsaññāyatanasamāpatti,jhānasuttaṃ
36324,nhāpana,methunasuttaṃ
40625,pakatatta 1,dhammayuttika-pubbakicca
40606,pakāsesi 2,cūḷahatthipadopamasuttaṃ
40756,pakkhipati 2,bhuñjamāna sikkhāpada
40315,paggaṇhāti 3,mahāsatipaṭṭhānasuttaṃ
39704,paccatthika 1,āsīvisopamasuttaṃ
39727,paccayā,avijjāsuttaṃ
39617,paccaladdhā,vipallāsasuttaṃ
39893,paccupaṭṭhāna 1,kāmasuttaniddeso
39911,paccupaṭṭhita 6,kosambiyasuttaṃ
39768,paccekaṃ,nidānuddeso
39781,pacchā 2,gaṇakamoggallānasuttaṃ
40510,pajāpatī 2,saṃkhittasuttaṃ
40481,pajā 3,malavaggo
41365,pañcanīvaraṇa,mahāassapurasuttaṃ
41447,pañcindriyāni 2,samanupassanāsuttaṃ
41825,paññāvimutta,kīṭāgirisuttaṃ
41523,pañha 2,mahāvedallasuttaṃ
44885,paṭikaroti 1,dhātuvibhaṅgasuttaṃ
44886,paṭikaroti 2,āpattibhayasuttaṃ
44909,paṭikkamati 2,ahirājasuttaṃ
44658,paṭicchādanattha,sabbāsavasuttaṃ
45097,paṭiñña 1,paṭhamadārukkhandhopamasuttaṃ
44570,paṭibaddha 2,piyavaggo
44571,paṭibaddha 3,pabbajitābhiṇhasuttaṃ
44995,paṭiladdha,saḷāyatanavibhaṅgasuttaṃ
45345,paṭisaṅkhā 1,gaṇakamoggallānasuttaṃ
45280,paṭisambhidā 1,cakkhupālatthera vatthu
45421,paṭissata,mālukyaputtasuttaṃ
45430,paṭissuṇāti,iṇasuttaṃ
45581,paṭivinaya,sukkavissaṭṭhi sikkhāpada
45548,paṭivedha,jhānasuttaṃ
44258,paṭhamaṃ 2,saṅghuposatha pubbakaraṇādi vidhi
44490,paṭhavī,pathavīkhaṇana sikkhāpada
41563,paṇidhāya 2,methunasuttaṃ
41572,paṇihita 1,mahāsatipaṭṭhānasuttaṃ
41490,paṇḍu 1,malavaggo
41758,paṇṇarasī,dhammayuttika-pubbakicca
44980,patikuṭati,dutiyasaññāsuttaṃ
45473,patiṭṭhāpeti 4,samacittavaggo
44558,pati 2.1,cūḷahatthipadopamasuttaṃ
44562,pati 3.3,sabbāsavasuttaṃ
45770,patthayāna,visākhāsuttaṃ
45781,patthita 1,sāmāvatīvatthu
44528,pathavīsama,arahantavaggo
44115,patha 2,pārāpariyattheragāthā
40105,padasandhi,kasibhāradvājasuttaṃ vaṇṇanā
40029,padahitvā 1,buddha-vassa-sajjhāyanā
39997,pada 12,gadrabhasuttaṃ
40207,padīpujjalana,dhammayuttika-pubbakicca
41566,panidhekacca,saṃkhittasuttaṃ
41748,pannarasa 2,ānāpānassatisuttaṃ
41902,papā 1,vanaropasuttaṃ
39378,pabbajitomhi,raṭṭhapālattheragāthā
39397,pabbatakandarā,upanisasuttaṃ
39348,pabbājana,kūṭadantasuttaṃ
39438,pabhaṅgura 1,ajātasuttaṃ
39433,pabhā,vipallāsasuttaṃ
41011,pamādi,paṭhamajhānapañhāsuttaṃ
46150,payāta 1,pārāpariyattheragāthā
42174,parakkama,dutiyadasabalasuttaṃ
42179,parakkamati 2,tāyanasuttaṃ
42294,parañca,rohitassasuttaṃ
42303,paranimmitavasavattī 1,dhammacakkappavattanasuttaṃ
42254,paramattha 1,buddha-vassa-sajjhāyanā
42070,parā,pārāpariyattheragāthā
42085,parābhava,parābhavasuttaṃ<br/>uragavaggo 6
42239,parāmāsī,sallekhasuttaṃ
42403,parāyaṇa 3,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
42831,parikappa 1,pārāpariya-thera-gāthā
42705,pariggahita 1,guhaṭṭhakasuttaṃ vaṇṇanā
42587,paricca,upakkilesasuttaṃ
42588,pariccāga 1,buddha-vassa-sajjhāyanā
43092,pariññeyya 2,mūlapariyāyasuttaṃ
43025,pariṇāyaka 2,paṭhamasattakasuttaṃ
43371,paritāpeti 1,devadahasuttaṃ
42655,paridevita 1,visākhāsuttaṃ
43049,parinibbāpeti 1,pattakammasuttaṃ
43180,paripuṇṇa 2,paṭhama samuddasuttaṃ vaṇṇanā
42537,paribhuñjitabba,sīhasenāpativatthu
42521,paribhojanīya,dhammayuttika-pubbakicca
43544,pariy,paṭhamasāraṇīyasuttaṃ
43606,pariyāya 2,nibbedhikasuttaṃ
43608,pariyāya 4,pārāpariyattheragāthā
43628,pariyesanā,pheṇapiṇḍūpamasuttaṃ
43666,pariyogāḷha,bhadrakasuttaṃ
43348,parisuddhi,dhammayuttika-pubbakicca
43319,parissaya 2,sabbāsavasuttaṃ
43455,parivāsa 1,saṅghādisesuddeso
42728,parihānadhamma,parihānadhammasuttaṃ
42783,parihāyi 1,bhaddālisuttaṃ
42420,paresaṃ 2,ujjhānasaññī sikkhāpada
42417,pare 3,yamakavaggo
40814,palāpa 1,mahāsatipaṭṭhānasuttaṃ
40830,palāsa 2.1,duṭṭhaṭṭhakasuttaniddeso
43853,pasanna 4,cundīsuttaṃ
43766,pasādanīya,bhikkhunupassayasuttaṃ
43883,pasārita 1,indriyabhāvanāsuttaṃ
43921,pasibbaka,paṭhamapārājikaṃ
43977,passati 3,ahirājasuttaṃ
43934,passa 1.1,pacalāyamānasuttaṃ
43965,passāsa,ānāpānassatisuttaṃ
43988,passeyya 1,alagaddūpamasuttaṃ
46002,pavayha,mahāsuññatasuttaṃ
46037,pavesetar,nagaropamasuttaṃ
40402,pahata,cundasuttaṃ
40359,pahānasaññā,saññāsuttaṃ
40439,pahita 1,saṃkhittasuttaṃ
41108,paṃsukūlikaṅga,duṭṭhaṭṭhakasuttaṃniddeso
39323,pa 2.1,ānāpānassatisuttaṃ
40617,pākata 1,piṇḍolyasuttaṃ
40644,pākatindriya,piṇḍolyasuttaṃ
44870,pāṭikaṅkhī,bhayabheravasuttaṃ
45115,pāṭipada 1,indriyabhāvanāsuttaṃ
41180,pāṇaka 1,chappāṇakopamasuttaṃ
41582,pāṇinā,pāpavaggo
44017,pāta 2,sabbāsavasuttaṃ
44107,pāteti 1,āsīvisopamasuttaṃ
44109,pāteti 3,bhaddālisuttaṃ
40001,pāda 4,mahāparinibbānasuttaṃ
41945,pāpamittatā,tayodhammasuttaṃ
42057,pāpuṇāti 1,mahāmālukyasuttaṃ
42130,pāragavesī 1,raṭṭhapālattheragāthā
43217,pāripūrī,ariy'aṭṭhaṅgika-magga
40863,pāleti,cariyasuttaṃ
45912,pāvārika 1,bhikkhunīvibhaṅgo
46805,piṇḍapātikaṅga,duṭṭhaṭṭhakasuttaṃniddeso
46803,piṇḍapātika 1,kosiyavaggo
46954,pithīyati,lokavaggo
47057,piya 5,piyavaggo
47087,piyāppiya 1,piyavaggo
46764,pilotikā,dutiyadasabalasuttaṃ
46910,pīta 2.1,saññālakkhaṇa pañho
47487,pukkusāti,dhātuvibhaṅgasuttaṃ
47569,puñchati,sīhanādasuttaṃ
47918,puṭa 2,āpattibhayasuttaṃ
48018,puttaka 1,puttamaṃsūpamasuttaṃ
48022,puttamaṃsa,puttamaṃsūpamasuttaṃ
71824,pubbaratta,soppasuttaṃ
47345,pubbarattāpararattaṃ,soppasuttaṃ
47269,pubba 1.2,yamakavaggo
47723,purakkhata 5,potaliyasuttaṃ
47913,puro,attantapasuttaṃ
47445,pūjā 1,maṅgalasuttaṃ<br/>mahāvaggo 5
46239,pekkhati 2,methunasuttaṃ
46312,peta 2,tirokuṭṭasuttaṃ
46332,pettika 1,paṭhamapārājika
46249,pemamatta,kīṭāgirisuttaṃ
46343,peyyāla 1,vīṇopamasuttaṃ
47259,poṭṭhapāda 1,"poṭṭhapādasuttaṃ, tayo attapaṭilābhā"
71155,poṭṭhapāda 2,buddha-vassa-sajjhāyanā
47225,potaliya,potaliyasuttaṃ
47246,pothujjanika,dhammacakkappavattanasuttaṃ
47172,ponobhavika,paṭhamasattakasuttaṃ
47181,porisa 1,sappurisasuttaṃ
46349,phagguṇa,rūpasattakasammasanakathāvaṇṇanā
46639,phusitaka,pheṇapiṇḍūpamasuttaṃ
46646,phussa 2.1,rūpasattakasammasanakathāvaṇṇanā
46570,pheṇapiṇḍa,pheṇapiṇḍūpamasuttaṃ
13130,badhira,indriyabhāvanāsuttaṃ
13532,bandha 2,bhadrakasuttaṃ
13584,bandhitvā 2,alagaddūpamasuttaṃ
13428,balakāya,nagaropamasuttaṃ
13398,bala 2,mahāparinibbānasuttaṃ
13315,bahulīkātabba,mahāparinibbānasuttaṃ
13512,baḷisa 1,baḷisasuttaṃ
13233,bāhiya,bāhiyasuttaṃ
13493,bāḷhaṃ,pārāpariyattheragāthā
14946,bījagāmabhūtagāma,kandarakasuttaṃ
15327,buddhāna,buddhavaggo
15331,buddhānasāsana,buddhavaggo
15293,bubbuḷa,pheṇapiṇḍūpamasuttaṃ
15032,bodhi 1,ānāpānassatisuttaṃ
15456,byākaraṇīya,pañhabyākaraṇasuttaṃ
15542,byāpanna,asibandhakaputtasuttaṃ
15122,brahmacariyavant,dhammaṭṭhavaggo
15098,brahmacārī 2,paṭhamadārukkhandhopamasuttaṃ
15089,brahma 4,karaṇīya mettasuttaṃ
15286,brūsi,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
13753,bhaggava,dhātuvibhaṅgasuttaṃ
13819,bhajitabba,mahādhammasamādānasuttaṃ
13808,bhajetha,sukhavaggo
13944,bhaññamāna 1,anattalakkhaṇasuttaṃ
13876,bhaṇanta 2,methunasuttaṃ
14089,bhatta 1.1,gaṇakamoggallānasuttaṃ
14361,bhayasaññā,āpattibhayasuttaṃ
14047,bhassa 1.1,parihānasuttaṃ
14057,bhassārāmatā,parihānasuttaṃ
14223,bhavantaṃ,bhayabheravasuttaṃ
14236,bhavarāgānusaya,madhupiṇḍikasuttaṃ
14369,bhāyati 2,mahāsaccakasuttaṃ
13975,bhārahāra,bhārasuttaṃ
13966,bhārādāna,bhārasuttaṃ
14189,bhāvanānuyoga,soppasuttaṃ
14190,bhāvanānuyogamanuyutta,soppasuttaṃ
14324,bhāvitindriya,indriyabhāvanāsuttaṃ
14285,bhāventa,guhaṭṭhakasuttaniddeso
14586,bhinnaka 1,khujjuttarā-sāmāvatīvatthu
14612,bhīruttāṇa,abhayasuttaṃ
14606,bhīru 2,abhayasuttaṃ
14748,bhujissa 2,mahāassapurasuttaṃ
14925,bhutvā 1,pārāpariyattheragāthā
14900,bhūtapubbaṃ 1,rohitassasuttaṃ
14872,bhūta 1,karaṇīya mettasuttaṃ
14652,bhogabyasana,dukkhasaccaṃ
14647,bhoga 2.1,tiracchānagata vatthu
14678,bhogī 1.1,kosambiyasuttaṃ
31752,macchagumba,mahāassapurasuttaṃ
31761,macchara 1,kāladānasuttaṃ
32594,majjhe 2,jatukaṇṇimāṇavapucchā<br/>pārāyanavaggo 11
33144,mañjiṭṭha,saññālakkhaṇa pañho
33179,maññati 1,cūḷarāhulovādasuttaṃ
33187,maññita 1,yavakalāpisuttaṃ
33109,maṇikuṇḍala 1,maṇikuṇḍala jātaka
32987,maṇḍa 1,dutiyadasabalasuttaṃ
33639,mattaka 1,loṇakapallasuttaṃ
33646,mattaññutā,parihānasuttaṃ
33628,matta 1,tikamātikā
33630,matta 3,kīṭāgirisuttaṃ
33601,matheti,raṭṭhapālattheragāthā
31812,mada 2,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
32930,manasikaraṇīya,sabbāsavasuttaṃ
32892,manāpika,guhaṭṭhakasuttaniddeso
33339,manussadhamma,pabbajitābhiṇhasuttaṃ
33247,manosañcetanā,suttantabhājanīyaṃ
32983,manda 3,nāgavaggo
33431,maraṇabhayatajjita,guttilavimānavaṇṇanā
32173,mahallaka 2,raṭṭhapālasuttaṃ
32427,mahāudakaṇṇava,paṭhama samuddasuttaṃ
32065,mahācora,mahācorasuttaṃ
32284,mahāpariḷāha,kāmasuttaniddeso
32309,mahāpurisalakkhaṇa,brahmāyusuttaṃ
31912,māgaṇḍiya,<b>māgaṇḍiya</b>suttaṃ<br/>aṭṭhakavaggo 9
31917,māgasira,rūpasattakasammasanakathāvaṇṇanā
31996,māgha 2,rūpasattakasammasanakathāvaṇṇanā
33594,mātaraṃ,pakiṇṇakavaggo
33595,mātari,mānatthaddhasuttaṃ
33695,mātu 2,buddha-vassa-sajjhāyanā
32862,mānakūṭa,kandarakasuttaṃ
33768,māyāvī 1,sallekhasuttaṃ
33474,mārapāsa,dutiyamārapāsasuttaṃ
33404,māra pāpimant,nagaropamasuttaṃ
31734,mā avacuttha,dubbaca sikkhāpada
71787,migāra,gaṇakamoggallānasuttaṃ
34021,migāramātā,gaṇakamoggallānasuttaṃ
33920,micchāājīva 2,mahāsatipaṭṭhānasuttaṃ
33925,micchācārī,asibandhakaputtasuttaṃ
34073,miñjā,mahāsatipaṭṭhānasuttaṃ
34094,mita 1,kodhavaggo
34113,mittakula,channasuttaṃ
34129,mittatā,kisāgotamītherīgāthā
34135,mittavatā,mahāsuññatasuttaṃ
34140,mīyamāna,dhātuvibhaṅgasuttaṃ
34055,mīḷha,araṇavibhaṅgasuttaṃ
34412,mukha 1,gaṇakamoggallānasuttaṃ
34414,mukha 3,cūḷāssapurasuttaṃ
34295,mucchā 1,mahāsaccakasuttaṃ
34656,muṭṭha,tayodhammasuttaṃ
34545,muṇḍaka 1,dhammaṭṭha vaggo
34674,mutti 2,mohana sikkhāpada
34380,mudutaluna,brahmāyusuttaṃ
34372,mudumūsi,biḷārasuttaṃ
34681,muyhati,bāhiyasuttaṃ vaṇṇanā
34581,musala 1,āpattibhayasuttaṃ
34579,musā 3,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
34405,muhuttampi,nakulapitusuttaṃ
34601,mūsi,biḷārasuttaṃ
33835,meso,anattalakkhaṇasuttaṃ
34170,moggallāna 1,pacalāyamānasuttaṃ
34171,moggallāna 2,gaṇakamoggallānasuttaṃ
34154,moceti,sukkavissaṭṭhi sikkhāpada
34276,mosa 2.1,sundarikasuttaṃ
69871,yatthakāmaṃ,cittavaggo
69867,yattha yattha,bhojanasuttaṃ
69740,yathākammaṃ 1,raṭṭhapālasuttaṃ
69799,yathāsanthatika,duṭṭhaṭṭhakasuttaṃniddeso
69490,yamaka 1,mahāparinibbānasuttaṃ
69515,yametamatthaṃ,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
69535,yampicchaṃ,dhammacakkappavattanasuttaṃ
69524,yaṃkiñci,tāyanasuttaṃ
69352,yāca,pattakammasuttaṃ
69353,yācaka,kuṭikārasikkhāpada
69371,yācitaka 2,kāmasuttaniddeso
69480,yāma 1,gaṇakamoggallānasuttaṃ
69915,yāvant,tiṇakaṭṭhasuttaṃ
70190,yuñjati 2,tālapuṭattheragāthā
70202,yutta 1,vipallāsasuttaṃ
69984,yenaññataro,kiṃsukopamasuttaṃ
69950,ye 2,sunakkhattasuttaṃ
70053,yoggā,saḷāyatanavibhaṅgasuttaṃ
70118,yonisomanasikāra,avijjāsuttaṃ
70106,yoni 1,abhiṇhapaccavekkhitabbaṭhānasuttaṃ
70107,yoni 2,nibbedhikasuttaṃ
70011,yobbanamada,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
48077,ragā,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
48649,rattaññū,paṭhamasattakasuttaṃ
48699,ratto,ratanasuttaṃ<br/>cūḷavaggo 1
48621,rathikā,āpattibhayasuttaṃ
48558,rassaṃ,mahāsatipaṭṭhānasuttaṃ
48139,rahas 2,ādhipateyyasuttaṃ
48127,rāgavirāga,sukkavissaṭṭhi sikkhāpada
48266,rājañña,pāyāsisuttaṃ
48170,rājā,raṭṭhapāla-thera-gāthā
48421,rāmaṇeyyaka 1,rāmaṇeyyakasuttaṃ
48543,rāsi,paṭhama samuddasuttaṃ
48162,rāhula,rāhulovādasuttaṃ
48917,rukkhaphala,kāmasuttaniddeso
48851,rucci,bhedānuvattaka sikkhāpada
48939,ruṇṇa 1,tirokuṭṭasuttaṃ
49097,rūpāyatana,bāhiyasuttaṃ vaṇṇanā
49129,rūpūpādānakkhandha,āsīvisopamasuttaṃ
48778,rogato,sammasasuttaṃ
48768,rogabyasana,dukkhasaccaṃ
48777,rogātaṅka,abhayasuttaṃ
48754,rodanta,methunasuttaṃ
31130,lakkhaṇa 1,brahmāyusuttaṃ
31107,lajjati 1,pārāpariyattheragāthā
31274,laṭṭhikā,madhupiṇḍikasuttaṃ
31055,laddhuṃ,rukkhadhamma jātakavaṇṇanā
31240,lapanā,brahmacariyasuttaṃ
31250,lapita,methunasuttaṃ
30966,labbhati 1,anattalakkhaṇasuttaṃ
30968,labbhati 3,anatta-lakkhaṇa sutta
30991,labhanta,pubbaṇhasuttaṃ
31025,labhissati,āpaṇasuttaṃ
31680,lujjati,pārāpariyattheragāthā
31672,ludda 3,abhayasuttaṃ
31676,luddha 2,kesamuttisuttaṃ
31325,lesa 1,pārāpariyattheragāthā
31528,lokanātha,pārāpariyattheragāthā
31530,lokanirodha,rohitassasuttaṃ
31648,loṇakapalla,loṇakapallasuttaṃ
31644,loṇa 1,uposathasuttaṃ
31660,loṇika,sūdasuttaṃ
31484,lohitamakkhita,mahāsatipaṭṭhānasuttaṃ
31465,lohita 2,saññālakkhaṇa pañho
55265,saudraya,dutiyadasabalasuttaṃ
50154,sakad,ānāpānassatisuttaṃ
50342,sakkāyanirodha,majjhesuttaṃ
50351,sakkāyasamudaya,majjhesuttaṃ
50359,sakkharā 2,paṭhama mahānāmasuttaṃ
50370,sakkhi 1.3,pārāpariyattheragāthā
49893,sagga 1.1,asibandhakaputtasuttaṃ
53808,saṅku,ādittapariyāyasuttaṃ
53302,saṅgaṇikā,anuruddha mahāvitakkasuttaṃ
53262,saṅgahita 1,dhammayuttika-pubbakicca
53369,saṅghapariṇāyaka,paṭhamasattakasuttaṃ
53372,saṅghapitar,paṭhamasattakasuttaṃ
53411,saṅghāṭika,cūḷāssapurasuttaṃ
53409,saṅghāṭidhāraṇa,cūḷāssapurasuttaṃ
53410,saṅghāṭidhāraṇamatta,cūḷāssapurasuttaṃ
53417,saṅghāṭipattacīvara,gaṇakamoggallānasuttaṃ
49551,sacchi,dhammacakkappavattanasuttaṃ
49560,sacchikaronta,guhaṭṭhakasuttaniddeso
49563,sacchikātabba,dhammacakkappavattanasuttaṃ
50135,sajotibhūta,ādittapariyāyasuttaṃ
53495,sañjānana,saññālakkhaṇa pañho
53516,sañjāyati 1,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
53897,saññatacārī,sahassavaggo
53851,saññama,maṅgalasuttaṃ<br/>cūḷavaggo 4
53833,saññācikā,kuṭikāra sikkhāpada
53464,sañhita,dhammacakkappavattanasuttaṃ
54173,saṇṭhāna 2,vitakkasaṇṭhānasuttaṃ
54847,satadhā,vīṇopamasuttaṃ
55061,sattanikāya,vibhaṅgasuttaṃ
54989,sattabojjhaṅgā,mahāparinibbānasuttaṃ
55124,sattavassika,gorūpaṅga pañha
54830,sat 1,ratanasuttaṃ<br/>cūḷavaggo 1
49594,sad,saṅgītisuttaṃ
49612,sadattha 2.1,dutiyadasabalasuttaṃ
49645,saddamanussāvesi,dhammacakkappavattanasuttaṃ
49690,saddhādeyya,sukkavissaṭṭhi sikkhāpada
49699,saddhāmatta,kīṭāgirisuttaṃ
49686,saddhā 2,dutiyadasabalasuttaṃ
54073,santāpa 1,duṭṭhaṭṭhakasuttaniddeso
54225,santi 3,omasavādasikkhāpadaṃ
54253,santo 1,maccharisuttaṃ
53171,sandhi 1,kasibhāradvājasuttaṃ vaṇṇanā
53173,sandhi 3,arahantavaggo
53943,sannicita 1,nagaropamasuttaṃ
53963,sannipāta 1,paṭhamasattakasuttaṃ
54292,sapadāna,duṭṭhaṭṭhakasuttaṃniddeso
54349,sappabhāsa,pacalāyamānasuttaṃ
54368,sappasira,kāmasuttaniddeso
49232,sabbakilesa,duṭṭhaṭṭhakasuttaniddeso
49292,sabbapāṇabhūtā,gaṇakamoggallānasuttaṃ
49249,sabbamaññita,samugghātasāruppasuttaṃ
49241,sabbaloke anabhiratasaññā,girimānandasuttaṃ
49423,sabbupādānapariññā,sabbupādānapariññāsuttaṃ
49400,sabbe,dhamma-gārava
49435,sabhāga,dhammayuttika-pubbakicca
49437,sabhāgāpatti,saṅghuposatha pubbakaraṇādi vidhi
49431,sabhā 1,paṇḍitavaggo
50995,samaṅgī,methunasuttaṃ
51317,samatta 1.1,kesamuttisuttaṃ
51318,samatta 1.2,duṭṭhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 3
51319,samatta 1.3,cūḷabyūhasuttaṃ<br/>aṭṭhakavaggo 12
51280,samatha 1.2,adhikaraṇasamathā
51119,samanupassanā,samanupassanāsuttaṃ
50858,samaṃ 1,sabbāsavasuttaṃ
50859,samaṃ 2,lakkhaṇasuttaṃ
50646,samādahanta,guhaṭṭhakasuttaniddeso
51216,samāraddha 1.1,vīṇopamasuttaṃ
51671,samīpe,dhammayuttika-pubbakicca
52497,samucchindati 1,paṭhamasattakasuttaṃ
52725,samuṭṭhāna 1,girimānandasuttaṃ
52644,samūhanati 1,kūṭadantasuttaṃ
51551,sameta 1,kalahavivādasuttaṃ<br/>aṭṭhakavaggo 11
52105,sampajjati 1,poṭṭhapādasuttaṃ
52102,sampajjalita,ādittapariyāyasuttaṃ
