id,pali_1,source_2
40402,pahata,AN 10.176
40359,pahānasaññā,AN 7.27
40439,pahita 1,AN 8.53
41108,paṃsukūlikaṅga,NIDD1.3
39323,pa 2.1,MN 118
40617,pākata 1,SN 22.80
40644,pākatindriya,SN 22.80
44870,pāṭikaṅkhī,MN 4
45115,pāṭipada 1,MN 152
41180,pāṇaka 1,SN 35.247
41582,pāṇinā,DHP 124
44017,pāta 2,MN 2.4
44107,pāteti 1,SN 35.238
44109,pāteti 3,MN 65
40001,pāda 4,DN 16.21
41945,pāpamittatā,AN 10.76
42057,pāpuṇāti 1,MN 64
42130,pāragavesī 1,TH 251
43217,pāripūrī,DN 22.18
40796,pāla,Trad
40863,pāleti,AN 2.9
45912,pāvārika 1,VIN 3.3.6
46914,piṭaka 2,MJG
46805,piṇḍapātikaṅga,NIDD1.3
46803,piṇḍapātika 1,VIN 6.1.1.4.2
46954,pithīyati,DHP 173
47057,piya 5,DHP 212
47087,piyāppiya 1,DHP 211
46764,pilotikā,SN 12.22
46910,pīta 2.1,MIL 2.3.10
47487,pukkusāti,MN 140
47569,puñchati,AN 9.11
47614,puññakamma,Sri Lanka
47918,puṭa 2,AN 4.244
48018,puttaka 1,SN 12.63
48022,puttamaṃsa,SN 12.63
47932,puthu 4,MJG
71824,pubbaratta,AN 6.17
47345,pubbarattāpararattaṃ,AN 6.17
47269,pubba 1.2,DHP 002
47723,purakkhata 5,MN 54.2
47913,puro,AN 4.198
47445,pūjā 1,SNP 16
46239,pekkhati 2,AN 7.50
46312,peta 2,KHP 7
46332,pettika 1,VIN 1.1.1
46249,pemamatta,MN 70
46343,peyyāla 1,SN 35.246
47259,poṭṭhapāda 1,DN 9.7
71155,poṭṭhapāda 2,Sri Lanka
47225,potaliya,AN 4.100
47246,pothujjanika,SN 56.11
47172,ponobhavika,AN 7.23
47181,porisa 1,AN 4.73
46349,phagguṇa,VISM 2.20
46639,phusitaka,SN 22.95
46646,phussa 2.1,VISM 2.20
46570,pheṇapiṇḍa,SN 22.95
13130,badhira,MN 152
13570,bandhati 1,MJG
13532,bandha 2,SN 42.11
13584,bandhitvā 2,MN 22
13428,balakāya,AN 7.67
13398,bala 2,DN 16.21
13315,bahulīkātabba,DN 16.21
13512,baḷisa 1,SN 17.2
13233,bāhiya,UD 10
13493,bāḷhaṃ,TH 257
14946,bījagāmabhūtagāma,MN 51
15327,buddhāna,DHP 185
15331,buddhānasāsana,DHP 183
15293,bubbuḷa,SN 22.95
15045,bodhipakkhiya,Thai
15032,bodhi 1,MN 118
15033,bodhi 2,MJG
15456,byākaraṇīya,AN 4.42
15542,byāpanna,SN 42.6
15122,brahmacariyavant,DHP 267
15098,brahmacārī 2,SN 35.241
15246,brahmavihāra,Trad
15089,brahma 4,KHP 9
15286,brūsi,SNP 47
13753,bhaggava,MN 140
13819,bhajitabba,MN 46
13808,bhajetha,DHP 208
13944,bhaññamāna 1,SN 22.59
13876,bhaṇanta 2,AN 7.50
14089,bhatta 1.1,MN 107
13699,bhaddekaratta 1,Thai
14361,bhayasaññā,AN 4.244
14047,bhassa 1.1,AN 8.79
14057,bhassārāmatā,AN 8.79
14223,bhavantaṃ,MN 4
14236,bhavarāgānusaya,MN 18
14369,bhāyati 2,MN 36
13975,bhārahāra,SN 22.22
13966,bhārādāna,SN 22.22
14189,bhāvanānuyoga,AN 6.17
14190,bhāvanānuyogamanuyutta,AN 6.17
14324,bhāvitindriya,MN 152
14285,bhāventa,NIDD1 2
14586,bhinnaka 1,ANa 1.14.7
14612,bhīruttāṇa,AN 4.184
14606,bhīru 2,AN 4.184
14748,bhujissa 2,MN 39
14925,bhutvā 1,TH 257
14900,bhūtapubbaṃ 1,AN 4.45
14872,bhūta 1,KHP 9
14652,bhogabyasana,VIBH 4.1.1
14647,bhoga 2.1,VIN 4.1.49
14678,bhogī 1.1,MN 48
31752,macchagumba,MN 39
31761,macchara 1,AN 5.36
32594,majjhe 2,SNP 66
33144,mañjiṭṭha,MIL 2.3.10
33179,maññati 1,MN 147
33187,maññita 1,SN 35.248
33109,maṇikuṇḍala 1,JA 351
32987,maṇḍa 1,SN 12.22
33639,mattaka 1,AN 3.101
33646,mattaññutā,AN 8.79
33628,matta 1,DS 1
33630,matta 3,MN 70
33601,matheti,TH 251
31812,mada 2,AN 5.57
32930,manasikaraṇīya,MN 2.2
32892,manāpika,NIDD1 2
33339,manussadhamma,AN 10.48
33247,manosañcetanā,VIBH 6.1
32983,manda 3,DHP 325
33431,maraṇabhayatajjita,VVa 1.3.5
32173,mahallaka 2,MN 82
32427,mahāudakaṇṇava,SN 35.228
32148,mahākāruṇika,MJG
32065,mahācora,AN 3.51
32284,mahāpariḷāha,NIDD1 1
32309,mahāpurisalakkhaṇa,MN 91
31912,māgaṇḍiya,SNP 47
31917,māgasira,VISM 2.20
31996,māgha 2,VISM 2.20
33594,mātaraṃ,DHP 295
33595,mātari,SN 7.15
33695,mātu 2,Sri Lanka
32862,mānakūṭa,MN 51
33768,māyāvī 1,MN 8
33474,mārapāsa,SN 35.115
33404,māra pāpimant,AN 7.67
31734,mā avacuttha,VIN PAT SA 12
71787,migāra,MN 107
34021,migāramātā,MN 107
33920,micchāājīva 2,DN 22.18
33925,micchācārī,SN 42.6
34073,miñjā,DN 22.5
34094,mita 1,DHP 227
34113,mittakula,SN 35.87
34129,mittatā,THI 63
34135,mittavatā,MN 122
34140,mīyamāna,MN 140
34055,mīḷha,MN 139
34412,mukha 1,MN 107
34414,mukha 3,MN 40
34295,mucchā 1,MN 36
34656,muṭṭha,AN 10.76
34545,muṇḍaka 1,DHP 264
34674,mutti 2,VIN PAT PC 73
34380,mudutaluna,MN 91
34372,mudumūsi,SN 20.10
34681,muyhati,UDa 1.10
34581,musala 1,AN 4.244
34579,musā 3,SNP 47
34405,muhuttampi,SN 22.1
34601,mūsi,SN 20.10
33835,meso,SN 22.59
34170,moggallāna 1,AN 7.61
34171,moggallāna 2,MN 108
34154,moceti,VIN 1.2.1
34276,mosa 2.1,SN 7.9
69871,yatthakāmaṃ,DHP 035
69867,yattha yattha,AN 5.37
69740,yathākammaṃ 1,MN 82
69775,yathārahaṃ 1,Thai
69799,yathāsanthatika,NIDD 1.3
69686,yathā 2,Trad
69490,yamaka 1,DN 16.27
69515,yametamatthaṃ,SNP 47
69535,yampicchaṃ,SN 56.11
69524,yaṃkiñci,SN 2.8
69352,yāca,AN 4.61
69353,yācaka,VIN 1.2.6
69371,yācitaka 2,NIDD1 1
69480,yāma 1,MN 107
69915,yāvant,SN 15.1
70190,yuñjati 2,TH 262
70202,yutta 1,AN 4.49
69984,yenaññataro,SN 35.245
69999,yeva,Trad
69950,ye 2,MN 105
70053,yoggā,MN 137
70118,yonisomanasikāra,AN 10.61
70106,yoni 1,AN 5.57
70107,yoni 2,AN 6.63
70011,yobbanamada,AN 5.57
48077,ragā,SNP 47
48665,raṭṭhapāla,Thai
48576,ratanattaya,Thai
48649,rattaññū,AN 7.23
48699,ratto,SNP 13
48621,rathikā,AN 4.244
48558,rassaṃ,DN 22.2
48139,rahas 2,AN 3.40
48127,rāgavirāga,VIN 1.2.1
48266,rājañña,DN 23.10
48170,rājā,TH 251
48421,rāmaṇeyyaka 1,SN 11.15
48543,rāsi,SN 35.228
48162,rāhula,SN 35.121
48917,rukkhaphala,NIDD1 1
48851,rucci,VIN PAT SA 11
48939,ruṇṇa 1,KHP 7
49097,rūpāyatana,UDa 1.10
49129,rūpūpādānakkhandha,SN 35.238
48778,rogato,SN 12.66
48768,rogabyasana,VIBH 4.1.1
48777,rogātaṅka,AN 4.184
48754,rodanta,AN 7.50
31130,lakkhaṇa 1,MN 91
31107,lajjati 1,TH 257
31274,laṭṭhikā,MN 18
31055,laddhuṃ,JAa 74
31240,lapanā,AN 4.25
31250,lapita,AN 7.50
30966,labbhati 1,SN 22.59
30968,labbhati 3,SN 22.59
30991,labhanta,AN 3.156
31025,labhissati,SN 48.50
31680,lujjati,TH 257
31672,ludda 3,AN 4.184
31676,luddha 2,AN 3.66
31325,lesa 1,TH 257
31528,lokanātha,TH 257
31530,lokanirodha,AN 4.45
31432,locana 1.1,Thai
31648,loṇakapalla,AN 3.101
31644,loṇa 1,UD 45
31660,loṇika,SN 47.8
31484,lohitamakkhita,MN 10.8
31465,lohita 2,MIL 2.3.10
55265,saudraya,SN 12.22
50154,sakad,MN 118
50342,sakkāyanirodha,AN 6.61
50351,sakkāyasamudaya,AN 6.61
50359,sakkharā 2,SN 55.21
50370,sakkhi 1.3,TH 257
49893,sagga 1.1,SN 42.6
53808,saṅku,SN 35.235
53302,saṅgaṇikā,AN 8.30
53262,saṅgahita 1,PAT PK
53369,saṅghapariṇāyaka,AN 7.23
53372,saṅghapitar,AN 7.23
53411,saṅghāṭika,MN 40
53409,saṅghāṭidhāraṇa,MN 40
53410,saṅghāṭidhāraṇamatta,MN 40
53417,saṅghāṭipattacīvara,MN 107
49508,saccakiriyā,Thai
49547,saccavajja,Trad
49551,sacchi,SN 56.11
49560,sacchikaronta,NIDD1 2
49563,sacchikātabba,SN 56.11
50135,sajotibhūta,SN 35.235
53495,sañjānana,MIL 2.3.10
53516,sañjāyati 1,AN 5.57
53897,saññatacārī,DHP 104
53851,saññama,SNP 16
53833,saññācikā,VIN PAT SA 6
53464,sañhita,SN 56.11
54173,saṇṭhāna 2,MN 20
54847,satadhā,SN 35.246
55061,sattanikāya,SN 12.2
54989,sattabojjhaṅgā,DN 16.21
55124,sattavassika,MIL 6.4.8
55245,sattu 2.1,Thai
54830,sat 1,SNP 13
49594,sad,DN 33.8
49612,sadattha 2.1,SN 12.22
49645,saddamanussāvesi,SN 56.11
49690,saddhādeyya,VIN 1.2.1
49699,saddhāmatta,MN 70
49686,saddhā 2,SN 12.22
54067,santāna 1,Trad
54073,santāpa 1,NIDD1 2
54225,santi 3,VIN 2.5.1.2
54253,santo 1,SN 1.32
53171,sandhi 1,SNPa 1.4
53173,sandhi 3,DHP 097
53943,sannicita 1,AN 7.67
53963,sannipāta 1,AN 7.23
54292,sapadāna,NIDD 1.3
54349,sappabhāsa,AN 7.61
54368,sappasira,NIDD1 1
49232,sabbakilesa,NIDD1 2
49292,sabbapāṇabhūtā,MN 107
49249,sabbamaññita,SN 35.30
49241,sabbaloke anabhiratasaññā,AN 10.60
49423,sabbupādānapariññā,SN 35.60
49400,sabbe,SN 6.2
49435,sabhāga,PAT PK
49437,sabhāgāpatti,VIN PAT PK
49431,sabhā 1,DHP 077
50995,samaṅgī,AN 7.50
51317,samatta 1.1,AN 3.66
51318,samatta 1.2,SNP 41
51319,samatta 1.3,SNP 50
51280,samatha 1.2,VIN PAT AS
51119,samanupassanā,SN 22.47
50858,samaṃ 1,MN 2.2
50859,samaṃ 2,DN 30.2
50646,samādahanta,NIDD1 2
51216,samāraddha 1.1,SN 35.246
51671,samīpe,PAT PK
52497,samucchindati 1,AN 7.23
52725,samuṭṭhāna 1,AN 10.60
52644,samūhanati 1,DN 5.4
51551,sameta 1,SNP 49
52105,sampajjati 1,DN 9.6
52102,sampajjalita,SN 35.235
52242,sampatti 2,Thai
52283,sampha,DN 22.18
52295,samphassaja,VIBH 4.1.1
51411,sambandha 1,MN 10.8
51500,sambodhagāmī,Thai
51461,sambhavesī,KHP 9
51455,sambhāvanā,TH 257
51799,sammajjana,PAT PK
51759,sammada 1,AN 1.11-20
51959,sammudita,MN 75
55443,sayanta,TH 257
55419,sayāna,KHP 9
54624,saravana,DN 26.9
54460,sara 1.1,SN 35.247
50567,sallāpa,MN 75
50583,sallekha 2,Trad
54752,sasaṅgha,Thai
54783,sasena,Trad
55369,savicāra,MN 107
55382,savitakka,MN 107
49977,sahasā 2,SNP 37
50010,sahassī,AN 10.29
51701,saṃkhitta 1,MN 18
52911,saṃyama 1,DHP 261
52433,saṃsaṭṭha 1,SN 46.55
52428,saṃsarita 1,DN 16.22
52809,saṃvaṭṭa,MN 4
52810,saṃvaṭṭakappa,MN 4
52820,saṃvaṭṭavivaṭṭakappa,MN 4
52815,saṃvattanika 1,MN 48
52789,saṃvarati,VIN 4.4.125
52778,saṃvara 1,MN 107
52890,saṃvijjati 1,SN 35.232
51601,saṃharitvā 1,VIN 3.3.6
50604,saṃ 1.1,AN 8.53
49150,sa kho so,AN 5.57
50242,sākhā 2,SN 12.23
54886,sātarūpa,SN 12.66
54840,sāta 2,Thai
49843,sādiyati 2,AN 7.50
49775,sādhāraṇa,MN 48
53466,sāni,MN 54.2
50808,sāmaggī 2,PAT PK
51019,sāmaññagata,MN 48
51048,sāmaññattha,SN 22.80
51010,sāmañña 2,MN 48
55449,sāyatatiyakaṃ,AN 10.176
55444,sāyanta,DN 27.3
55429,sāyanha,SN 12.63
54505,sāragavesī,SN 22.95
50598,sālohita,DN 23.5
54742,sāsana 1,SNP 13
55939,sikkhassu,MN 107
55887,sikhara 1,Thai
56326,sita 1.1,SN 1.35
56257,siriṃsapa 1,AN 4.67
56271,siro 1,DHP 260
55969,sīla 2,DHP 208
57186,sukata 2,MN 41
57355,sukka 1,DHP 087
57295,sukhavihāra,AN 4.41
57312,sukhetta,Thai
57089,sugatacīvara,VIN PAT PC 92
57560,suñña 2,AN 10.48
57490,suṇātu,SNP 13
58007,sutta 1.3,VIN PAT PC 73
57480,sunakkhatta 2,MN 105
57633,supaṭipanna,SN 11.3
57708,suppaṭippassaddha,MN 36
57692,suppahīna,MN 36
56837,subharatā,AN 8.53
57460,sumedhasa,Thai
57783,surāpāna 1,VIN PAT PC
57807,suriya 1,Trad
57412,suladdha,SN 8.1
57406,sulabha,SN 15.14-19
58164,suvisuddha,SN 56.11
57122,suhajjakula,SN 35.87
57124,suhata 1,SN 35.248
56789,su 2,KHP 9
56953,sūda,SN 47.8
57766,sūrakathā,DN 2.14
55749,seyyathīdaṃ,DN 22.15
55595,sesaka,TH 257
55688,sevanā 1,AN 10.76
55680,sevālamālika,AN 10.176
55716,sevitabba 2,SN 56.11
56532,sokī,SN 35.241
56682,sotabba 2,AN 7.23
56723,sotasamphassapaccayā,SN 35.28
56707,sotāpatti,SN 25.1
56743,sotthi,Trad
56417,so 2.1,DHP 265
56409,sneha 2,MN 36
64476,vagga 2,VIN PAT PC
64194,vacana 2,VIN PAT SA 12
64288,vacī 1,MN 48 (simpl)
64582,vajjanīya,VIN PAT PK
64932,vañjha,SN 35.235
64954,vaṇṇa 05,APA 3
65373,vata 1.1,SNP 54
65445,vatta 2,PAT PK
65495,vattāro,AN 10.44
65585,vattī 1.1,MN 49
65586,vattī 2.1,DN 16.32
65576,vatthuttaya,Thai
65550,vatthu 2,VIN PAT SA 6
65554,vatthu 6,AN 11.15
65556,vatthu 8,Thai
64437,vadeyya,AN 4.180
64448,vadhati,VISM 1.9.2
65020,vanta 1,MN 105
65638,vayadhamma,MN 10
65112,varatta,SN 35.87
64730,valita,AN 3.36
65176,vasala,SNP 7
65183,vasaṃ gata,SN 35.235
65208,vasānuga 1,TH 257
65230,vase,AN 4.31
65231,vasena 1,UDa 1.10
64504,vaha 2,Sri Lanka
65424,vātavuṭṭhi,VIN PAT PC 57
64365,vādappamokkha,AN 4.25
65145,vārita 1,SN 1.38
65174,vāsaka 1.1,VIN 1.4.1.5
64654,vāḷa 1.1,SNPa
66486,vigacchati,Thai
66274,vicaya,Thai
66239,vicāra 1,DN 22.18
66314,vicikicchānusaya,MN 18
66731,vijānana,MIL 2.3.12
68608,vitakkūpasama,ITI 87
68763,vittiṃ āpajjati,AN 7.50
66473,vidugga 1,SN 16.3
67404,vinassa,VIN PAT NP 10
67427,vināyaka,Thai
67685,vinodayanta,MN 19
67754,vipariṇāma,SN 22.59
67793,vipassaka,AN 6.17
67865,vippalapanta,VV 52
66159,vibhajjabyākaraṇīya,AN 4.42
66157,vibhajja 1,AN 4.42
66220,vibhūsā,TH 257
66219,vibhoti,SNP 49
67304,vimuccituṃ,SN 12.61
68013,virajjati 2,TH 179
68020,virajjituṃ,SN 12.61
67976,virāgasaññā,AN 7.27
67983,virāgī 1.1,AN 6.63
68066,viriya,Sri Lanka
68216,visamalobha,AN 4.61
68512,vissuta,MN 86
68874,vivaṭṭakappa,MN 4
68866,vivaṭṭa 1,MN 91
68867,vivaṭṭa 2,MN 4
68927,vivicca,MN 107
68929,vivicceva,MN 107
66651,vihassati,SN 6.14
66593,vihaṃsu,TH 257
66656,vihātabba,AN 8.74
66659,vihāya,Trad
66710,vihita 1,AN 5.23
66695,vihiṃsaka,MN 8
66117,vi 1,KHP 9
68706,vītivatta 1,SN 1.25
69205,vuṭṭhahati 1,AN 7.23
69206,vuṭṭhahati 2,AN 6.103
69237,vuṭṭhāsi,Thai
65846,vega 1,SN 35.228
66083,veti,MN 148
65730,veda 3,SNP 47
65811,vedehiputta,SN 20.8
66112,veyyāvaccakara,VIN PAT NP 10
66025,vesākha,VISM 2.20
65854,veha,MN 1
69021,vokāra 1,VIBH 6.1
69025,vokiṇṇa 1,SN 12.22
69054,vosāna 1,TH 251
69055,vosāna 2,AN 7.24
68964,vo 1.1,MN 39
23857,haññamāna 1,SN 12.63
24023,hata 1,AN 4.49
24025,hata 3,AN 10.176
24107,hatthāroha 1,MN 51
24143,hatthigavassavaḷava,MN 51
23901,haraṇa 1,AN 9.11
23945,harita 1.2,VIN PAT PC 19
23946,harita 1.3,VIN 2.5.2.9
23804,haliddā,SN 22.100
23980,hasa,VIN PAT PC 60
23993,hasanta,AN 7.50
24008,hasita 1,AN 7.50
23889,hāra 1,SN 22.22
24433,hiti,DHP 350
24383,hiraññasuvaṇṇa,VIN 1.1.1
24398,hirimant,AN 7.25
24409,hirīyati 1,AN 7.67
24415,hisi,DHP 379
24324,hiṃsā,DHP 270
24265,heṭṭhima,VIN 1.1.3
