timestamp,file,line,control,handler,event,ms
2026-09-17T18:29:16.511,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,1.2
2026-09-17T18:29:16.691,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.7
2026-09-17T18:29:16.869,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.5
2026-09-17T18:29:17.075,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,1.1
2026-09-17T18:29:17.180,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,1.0
2026-09-17T18:29:17.999,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.6
2026-09-17T18:29:18.034,gui2/dpd_fields.py,876,DpdTextField,DpdFields.grammar_blur,blur,33.8
2026-09-17T18:29:19.487,gui2/pass2_add_view.py,751,Button,Pass2AddView._click_run_tests,click,152.2
2026-09-17T18:29:23.985,gui2/test_manager.py,191,TextButton,GuiTestManager._handle_edit,click,73.3
2026-09-17T18:29:24.183,.venv/lib/python3.13/site-packages/flet/controls/base_page.py,463,AlertDialog,BasePage._wrap_dialog_on_dismiss.<locals>.wrapped_on_dismiss,dismiss,0.3
2026-09-17T18:29:25.058,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.8
2026-09-17T18:29:25.590,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.6
2026-09-17T18:29:25.905,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.5
2026-09-17T18:29:27.463,gui2/pass2_add_view.py,751,Button,Pass2AddView._click_run_tests,click,151.2
2026-09-17T18:29:30.450,gui2/test_manager.py,191,TextButton,GuiTestManager._handle_edit,click,67.4
2026-09-17T18:29:30.652,.venv/lib/python3.13/site-packages/flet/controls/base_page.py,463,AlertDialog,BasePage._wrap_dialog_on_dismiss.<locals>.wrapped_on_dismiss,dismiss,0.5
2026-09-17T18:29:32.233,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.7
2026-09-17T18:29:32.294,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,1.0
