bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_mahāvagga	bjt_book	bjt_vagga	bjt_sutta
sn-1-1-1-1	sn-1-1-1-1	sn-1	16	2	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	oghataraṇasuttaṃ
sn-1-1-1-2	sn-1-1-1-2	sn-1	16	4	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	nimokkhasuttaṃ
sn-1-1-1-3	sn-1-1-1-3	sn-1	16	4	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	upanīyatisuttaṃ
sn-1-1-1-4	sn-1-1-1-4	sn-1	16	6	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	accentisuttaṃ
sn-1-1-1-5	sn-1-1-1-5	sn-1	16	6	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	katichindasuttaṃ
sn-1-1-1-6	sn-1-1-1-6	sn-1	16	6	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	jāgarasuttaṃ
sn-1-1-1-7	sn-1-1-1-7	sn-1	16	8	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	appaṭividitasuttaṃ
sn-1-1-1-8	sn-1-1-1-8	sn-1	16	8	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	susammuṭṭhasuttaṃ
sn-1-1-1-9	sn-1-1-1-9	sn-1	16	8	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	namānakāmasuttaṃ
sn-1-1-1-10	sn-1-1-1-10	sn-1	16	10	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	naḷavaggo	araññasuttaṃ
sn-1-1-2-1	sn-1-1-2-1	sn-1	16	10	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	nandanasuttaṃ
sn-1-1-2-2	sn-1-1-2-2	sn-1	16	12	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	nandatisuttaṃ
sn-1-1-2-3	sn-1-1-2-3	sn-1	16	12	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	natthiputtasuttaṃ
sn-1-1-2-4	sn-1-1-2-4	sn-1	16	12	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	khattiyasuttaṃ
sn-1-1-2-5	sn-1-1-2-5	sn-1	16	14	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	sanamānasuttaṃ
sn-1-1-2-6	sn-1-1-2-6	sn-1	16	14	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	niddātandīsuttaṃ
sn-1-1-2-7	sn-1-1-2-7	sn-1	16	14	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	dukkarasuttaṃ
sn-1-1-2-8	sn-1-1-2-8	sn-1	16	16	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	hirisuttaṃ
sn-1-1-2-9	sn-1-1-2-9	sn-1	16	16	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	kuṭikāsuttaṃ
sn-1-1-2-10	sn-1-1-2-10	sn-1	16	18	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	samiddhisuttaṃ
sn-1-1-3-1	sn-1-1-3-1	sn-1	16	24	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	sattisuttaṃ
sn-1-1-3-2	sn-1-1-3-2	sn-1	16	24	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	phusatisuttaṃ
sn-1-1-3-3	sn-1-1-3-3	sn-1	16	26	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	jaṭāsuttaṃ
sn-1-1-3-4	sn-1-1-3-4	sn-1	16	26	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	manonivāraṇasuttaṃ
sn-1-1-3-5	sn-1-1-3-5	sn-1	16	26	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	arahantasuttaṃ
sn-1-1-3-6	sn-1-1-3-6	sn-1	16	28	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	pajjotasuttaṃ
sn-1-1-3-7	sn-1-1-3-7	sn-1	16	30	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	sarasuttaṃ
sn-1-1-3-8	sn-1-1-3-8	sn-1	16	30	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	mahaddhanasuttaṃ
sn-1-1-3-9	sn-1-1-3-9	sn-1	16	30	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	catucakkasuttaṃ
sn-1-1-3-10	sn-1-1-3-10	sn-1	16	32	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	nandanavaggo	eṇijaṅgasuttaṃ
sn-1-1-4-1	sn-1-1-4-1	sn-1	16	32	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	sab_hisuttaṃ
sn-1-1-4-2	sn-1-1-4-2	sn-1	16	36	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	maccharisuttaṃ
sn-1-1-4-3	sn-1-1-4-3	sn-1	16	38	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	sādhusuttaṃ
sn-1-1-4-4	sn-1-1-4-4	sn-1	16	40	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	nasantisuttaṃ
sn-1-1-4-5	sn-1-1-4-5	sn-1	16	42	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	ujjhānasaññisuttaṃ
sn-1-1-4-6	sn-1-1-4-6	sn-1	16	46	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	saddhāsuttaṃ
sn-1-1-4-7	sn-1-1-4-7	sn-1	16	46	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	samayasuttaṃ
sn-1-1-4-8	sn-1-1-4-8	sn-1	16	48	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	sakalikasuttaṃ
sn-1-1-4-9	sn-1-1-4-9	sn-1	16	52	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	pajjunnadhītusuttaṃ
sn-1-1-4-10	sn-1-1-4-10	sn-1	16	54	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	satullapakāyikavaggo	cullapajjunnadhītusuttaṃ
sn-1-1-5-1	sn-1-1-5-1	sn-1	16	56	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	ādittasuttaṃ
sn-1-1-5-2	sn-1-1-5-2	sn-1	16	56	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	kiṃdadasuttaṃ
sn-1-1-5-3	sn-1-1-5-3	sn-1	16	58	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	annasuttaṃ
sn-1-1-5-4	sn-1-1-5-4	sn-1	16	58	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	ekamūlasuttaṃ
sn-1-1-5-5	sn-1-1-5-5	sn-1	16	58	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	anomasuttaṃ
sn-1-1-5-6	sn-1-1-5-6	sn-1	16	58	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	accharāsuttaṃ
sn-1-1-5-7	sn-1-1-5-7	sn-1	16	60	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	vanaropasuttaṃ
sn-1-1-5-8	sn-1-1-5-8	sn-1	16	60	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	jetavanasuttaṃ
sn-1-1-5-9	sn-1-1-5-9	sn-1	16	60	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	maccharisuttaṃ
sn-1-1-5-10	sn-1-1-5-10	sn-1	16	62	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	ādittavaggo	ghaṭīkārasuttaṃ
sn-1-1-6-1	sn-1-1-6-1	sn-1	16	66	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	jarāsuttaṃ
sn-1-1-6-2	sn-1-1-6-2	sn-1	16	66	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	ajarasāsuttaṃ
sn-1-1-6-3	sn-1-1-6-3	sn-1	16	66	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	mittasuttaṃ
sn-1-1-6-4	sn-1-1-6-4	sn-1	16	66	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	vatthusuttaṃ
sn-1-1-6-5	sn-1-1-6-5	sn-1	16	68	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	paṭhamajanetisuttaṃ
sn-1-1-6-6	sn-1-1-6-6	sn-1	16	68	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	dutiyajanetisuttaṃ
sn-1-1-6-7	sn-1-1-6-7	sn-1	16	68	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	tatiyajanetisuttaṃ
sn-1-1-6-8	sn-1-1-6-8	sn-1	16	70	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	uppathasuttaṃ
sn-1-1-6-9	sn-1-1-6-9	sn-1	16	70	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	dutiyāsuttaṃ
sn-1-1-6-10	sn-1-1-6-10	sn-1	16	70	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jarāvaggo	kavisuttaṃ
sn-1-1-7-1	sn-1-1-7-1	sn-1	16	72	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	nāma[anvabhavi]suttaṃ
sn-1-1-7-2	sn-1-1-7-2	sn-1	16	72	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	cittasuttaṃ
sn-1-1-7-3	sn-1-1-7-3	sn-1	16	72	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	taṇhāsuttaṃ
sn-1-1-7-4	sn-1-1-7-4	sn-1	16	72	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	saṃyojanasuttaṃ
sn-1-1-7-5	sn-1-1-7-5	sn-1	16	74	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	bandhanasuttaṃ
sn-1-1-7-6	sn-1-1-7-6	sn-1	16	74	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	abbhāhatasuttaṃ
sn-1-1-7-7	sn-1-1-7-7	sn-1	16	74	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	uḍḍitasuttaṃ
sn-1-1-7-8	sn-1-1-7-8	sn-1	16	74	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	pihitasuttaṃ
sn-1-1-7-9	sn-1-1-7-9	sn-1	16	76	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	icchāsuttaṃ
sn-1-1-7-10	sn-1-1-7-10	sn-1	16	76	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	anvavaggo	lokasuttaṃ
sn-1-1-8-1	sn-1-1-8-1	sn-1	16	76	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	jhatvāsuttaṃ
sn-1-1-8-2	sn-1-1-8-2	sn-1	16	78	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	rathasuttaṃ
sn-1-1-8-3	sn-1-1-8-3	sn-1	16	78	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	vittasuttaṃ
sn-1-1-8-4	sn-1-1-8-4	sn-1	16	78	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	vuṭṭhisuttaṃ
sn-1-1-8-5	sn-1-1-8-5	sn-1	16	80	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	bhītasuttaṃ
sn-1-1-8-6	sn-1-1-8-6	sn-1	16	80	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	najīratisuttaṃ
sn-1-1-8-7	sn-1-1-8-7	sn-1	16	80	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	issarasuttaṃ
sn-1-1-8-8	sn-1-1-8-8	sn-1	16	82	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	kāmasuttaṃ
sn-1-1-8-9	sn-1-1-8-9	sn-1	16	82	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	pātheyyasuttaṃ
sn-1-1-8-10	sn-1-1-8-10	sn-1	16	82	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	pajjotasuttaṃ
sn-1-1-8-11	sn-1-1-8-11	sn-1	16	84	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devatāsaṃyuttaṃ	jhatvāvaggo	araṇasuttaṃ
sn-1-2-1-1	sn-1-2-1-1	sn-1	16	86	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	paṭhamakassapasuttaṃ
sn-1-2-1-2	sn-1-2-1-2	sn-1	16	86	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	dutiyakassapasuttaṃ
sn-1-2-1-3	sn-1-2-1-3	sn-1	16	88	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	māghasuttaṃ
sn-1-2-1-4	sn-1-2-1-4	sn-1	16	88	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	māgadhasuttaṃ
sn-1-2-1-5	sn-1-2-1-5	sn-1	16	88	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	dāmalisuttaṃ
sn-1-2-1-6	sn-1-2-1-6	sn-1	16	90	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	kāmadasuttaṃ
sn-1-2-1-7	sn-1-2-1-7	sn-1	16	92	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	pañcālacaṇḍasuttaṃ
sn-1-2-1-8	sn-1-2-1-8	sn-1	16	92	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	tāyanasuttaṃ
sn-1-2-1-9	sn-1-2-1-9	sn-1	16	94	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	candimasuttaṃ
sn-1-2-1-10	sn-1-2-1-10	sn-1	16	96	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	suriyavaggo	sūriyasuttaṃ
sn-1-2-2-1	sn-1-2-2-1	sn-1	16	98	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	candimasasuttaṃ
sn-1-2-2-2	sn-1-2-2-2	sn-1	16	98	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	veṇhusuttaṃ
sn-1-2-2-3	sn-1-2-2-3	sn-1	16	98	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	dīghalaṭṭhisuttaṃ
sn-1-2-2-4	sn-1-2-2-4	sn-1	16	100	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	nandanasuttaṃ
sn-1-2-2-5	sn-1-2-2-5	sn-1	16	100	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	candanasuttaṃ
sn-1-2-2-7	sn-1-2-2-7	sn-1	16	102	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	subrahmasuttaṃ
sn-1-2-2-8	sn-1-2-2-8	sn-1	16	102	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	kakudhasuttaṃ
sn-1-2-2-9	sn-1-2-2-9	sn-1	16	104	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	uttarasuttaṃ
sn-1-2-2-10	sn-1-2-2-10	sn-1	16	104	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	anāthapiṇḍikavaggo	anāthapiṇḍikasuttaṃ
sn-1-2-3-1	sn-1-2-3-1	sn-1	16	108	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	sivasuttaṃ
sn-1-2-3-2	sn-1-2-3-2	sn-1	16	110	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	khemasuttaṃ
sn-1-2-3-3	sn-1-2-3-3	sn-1	16	110	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	serīsuttaṃ
sn-1-2-3-4	sn-1-2-3-4	sn-1	16	114	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	ghaṭīkārasuttaṃ
sn-1-2-3-5	sn-1-2-3-5	sn-1	16	116	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	jantusuttaṃ
sn-1-2-3-6	sn-1-2-3-6	sn-1	16	118	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	rohitassasuttaṃ
sn-1-2-3-7	sn-1-2-3-7	sn-1	16	120	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	nandasuttaṃ
sn-1-2-3-8	sn-1-2-3-8	sn-1	16	120	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	nandivisālasuttaṃ
sn-1-2-3-9	sn-1-2-3-9	sn-1	16	122	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	susīmasuttaṃ
sn-1-2-3-10	sn-1-2-3-10	sn-1	16	126	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	devaputtasaṃyuttaṃ	nānātitthiyavaggo	nānātitthiyasāvakasuttaṃ
sn-1-3-1-1	sn-1-3-1-1	sn-1-3	16	130	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	daharasuttaṃ
sn-1-3-1-2	sn-1-3-1-2	sn-1-3	16	132	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	purisasuttaṃ
sn-1-3-1-3	sn-1-3-1-3	sn-1-3	16	134	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	rājasuttaṃ
sn-1-3-1-4	sn-1-3-1-4	sn-1-3	16	134	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	piyasuttaṃ
sn-1-3-1-5	sn-1-3-1-5	sn-1-3	16	136	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	attarakkhitasuttaṃ
sn-1-3-1-6	sn-1-3-1-6	sn-1-3	16	138	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	appakāsuttaṃ
sn-1-3-1-8	sn-1-3-1-8	sn-1-3	16	140	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	mallikāsuttaṃ
sn-1-3-1-9	sn-1-3-1-9	sn-1-3	16	142	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	yaññasuttaṃ
sn-1-3-1-10	sn-1-3-1-10	sn-1-3	16	144	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	bandhanavaggo	bandhanasuttaṃ
sn-1-3-2-1	sn-1-3-2-1	sn-1-3	16	146	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	sattajaṭilasuttaṃ
sn-1-3-2-2	sn-1-3-2-2	sn-1-3	16	148	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	pañcarājasuttaṃ
sn-1-3-2-3	sn-1-3-2-3	sn-1-3	16	152	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	doṇapākasuttaṃ
sn-1-3-2-4	sn-1-3-2-4	sn-1-3	16	154	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	paṭhamasaṅgāmasuttaṃ
sn-1-3-2-5	sn-1-3-2-5	sn-1-3	16	156	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	dutiyasaṅgāmasuttaṃ
sn-1-3-2-6	sn-1-3-2-6	sn-1-3	16	158	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	dhītusuttaṃ
sn-1-3-2-7	sn-1-3-2-7	sn-1-3	16	160	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	appamādasuttaṃ
sn-1-3-2-9	sn-1-3-2-9	sn-1-3	16	164	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	paṭhamaṃ aputtakasuttaṃ
sn-1-3-2-10	sn-1-3-2-10	sn-1-3	16	168	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	aputtakavaggo	dutiyaṃ aputtakasuttaṃ
sn-1-3-3-1	sn-1-3-3-1	sn-1-3	16	170	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	kosalavaggo	puggalasuttaṃ
sn-1-3-3-2	sn-1-3-3-2	sn-1-3	16	176	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	kosalavaggo	ayyakāsuttaṃ
sn-1-3-3-3	sn-1-3-3-3	sn-1-3	16	178	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	kosalavaggo	lokasuttaṃ
sn-1-3-3-4	sn-1-3-3-4	sn-1-3	16	180	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	kosalavaggo	issatthasuttaṃ
sn-1-3-3-5	sn-1-3-3-5	sn-1-3	16	184	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	kosalasaṃyuttaṃ	kosalavaggo	pabbatūpamasuttaṃ
sn-1-4-1-1	sn-1-4-1-1	sn-1-3	16	188	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	mārasaṃyuttaṃ	āyuvaggo	tapokammasuttaṃ
sn-1-4-1-2	sn-1-4-1-2	sn-1-3	16	190	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	mārasaṃyuttaṃ	āyuvaggo	nāgasuttaṃ
sn-1-4-1-3	sn-1-4-1-3	sn-1-3	16	190	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	mārasaṃyuttaṃ	āyuvaggo	subhasuttaṃ
sn-1-4-1-4	sn-1-4-1-4	sn-1-3	16	192	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	mārasaṃyuttaṃ	āyuvaggo	paṭhamapāsasuttaṃ
sn-1-4-1-5	sn-1-4-1-5	sn-1-3	16	192	0	suttantapiṭake	saṃyuttanikāyo	sagāthavaggo	mārasaṃyuttaṃ	āyuvaggo	dutiyapāsasuttaṃ
