bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_mahāvagga	bjt_book	bjt_vagga	bjt_sutta
sn-3-12-1-7	sn-3-12-1-7	sn-3-7	18	524	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	vedanā adassana suttaṃ
sn-3-12-1-8	sn-3-12-1-8	sn-3-7	18	526	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saññā adassana suttaṃ
sn-3-12-1-9	sn-3-12-1-9	sn-3-7	18	526	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saṅkhāra adassana suttaṃ
sn-3-12-1-10	sn-3-12-1-10	sn-3-7	18	526	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	viññāṇa adassana suttaṃ
sn-3-12-1-11	sn-3-12-1-11	sn-3-7	18	526	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	rūpa anabhisamaya suttaṃ
sn-3-12-1-12	sn-3-12-1-12	sn-3-7	18	526	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	vedanā anabhisamaya suttaṃ
sn-3-12-1-13	sn-3-12-1-13	sn-3-7	18	528	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saññā anabhisamaya suttaṃ
sn-3-12-1-14	sn-3-12-1-14	sn-3-7	18	528	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saṃkhāra anabhisamaya suttaṃ
sn-3-12-1-15	sn-3-12-1-15	sn-3-7	18	528	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	viññāṇa anabhisamaya suttaṃ
sn-3-12-1-16	sn-3-12-1-16	sn-3-7	18	528	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	rūpa ananubodha suttaṃ
sn-3-12-1-17	sn-3-12-1-17	sn-3-7	18	528	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	vedanā ananubodha suttaṃ
sn-3-12-1-18	sn-3-12-1-18	sn-3-7	18	528	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saññā ananubodha suttaṃ
sn-3-12-1-19	sn-3-12-1-19	sn-3-7	18	530	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saṅkhāra ananubodha suttaṃ
sn-3-12-1-20	sn-3-12-1-20	sn-3-7	18	530	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	viññāṇa ananubodha suttaṃ
sn-3-12-1-21	sn-3-12-1-21	sn-3-7	18	530	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	rūpa appaṭivedha suttaṃ
sn-3-12-1-22	sn-3-12-1-22	sn-3-7	18	530	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	vedanā appaṭivedha suttaṃ
sn-3-12-1-23	sn-3-12-1-23	sn-3-7	18	530	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saññā appaṭivedha suttaṃ
sn-3-12-1-24	sn-3-12-1-24	sn-3-7	18	530	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saṅkhāra appaṭivedha suttaṃ
sn-3-12-1-25	sn-3-12-1-25	sn-3-7	18	530	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	viññāṇa appaṭivedha suttaṃ
sn-3-12-1-30	sn-3-12-1-30	sn-3-7	18	532	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	viññāṇa asallakkhaṇa suttaṃ
sn-3-12-1-35	sn-3-12-1-35	sn-3-7	18	532	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	viññāṇa anupalakkhaṇa suttaṃ
sn-3-12-1-51	sn-3-12-1-51	sn-3-7	18	534	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	rūpa apaccakkhakamma suttaṃ
sn-3-12-1-52	sn-3-12-1-52	sn-3-7	18	534	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	vedanā apaccakkhakamma suttaṃ
sn-3-12-1-53	sn-3-12-1-53	sn-3-7	18	534	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saññā apaccakkhakamma suttaṃ
sn-3-12-1-54	sn-3-12-1-54	sn-3-7	18	534	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	saṃkhāra apaccakkhakamma suttaṃ
sn-3-12-1-55	sn-3-12-1-55	sn-3-7	18	534	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	vacchagottasaṃyuttaṃ	vacchagottavaggo	viññāṇa apaccakkhakamma suttaṃ
sn-3-13-1-1	sn-3-13-1-1	sn-3-7	18	538	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpattikusala suttaṃ
sn-3-13-1-1	sn-3-13-1-1	sn-3-7	18	538	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti kusala suttaṃ
sn-3-13-1-3	sn-3-13-1-3	sn-3-7	18	540	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna kusala suttaṃ
sn-3-13-1-4	sn-3-13-1-4	sn-3-7	18	540	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	kallita kusala suttaṃ
sn-3-13-1-5	sn-3-13-1-5	sn-3-7	18	542	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ārammaṇa kusala suttaṃ
sn-3-13-1-6	sn-3-13-1-6	sn-3-7	18	542	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	gocara kusala suttaṃ
sn-3-13-1-7	sn-3-13-1-7	sn-3-7	18	544	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	abhinīhāra kusala suttaṃ
sn-3-13-1-8	sn-3-13-1-8	sn-3-7	18	544	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	sakkaccakārī suttaṃ
sn-3-13-1-9	sn-3-13-1-9	sn-3-7	18	546	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	sātaccakārī suttaṃ
sn-3-13-1-10	sn-3-13-1-10	sn-3-7	18	546	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	sappāyakārī suttaṃ
sn-3-13-1-11	sn-3-13-1-11	sn-3-7	18	548	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpattiṭhitikusala suttaṃ
sn-3-13-1-12	sn-3-13-1-12	sn-3-7	18	548	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpattivuṭṭhānakusala suttaṃ
sn-3-13-1-13	sn-3-13-1-13	sn-3-7	18	550	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpattikallitakusala suttaṃ
sn-3-13-1-14	sn-3-13-1-14	sn-3-7	18	550	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpatti ārammaṇa kusala suttaṃ
sn-3-13-1-15	sn-3-13-1-15	sn-3-7	18	552	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpatti gocara kusala suttaṃ
sn-3-13-1-16	sn-3-13-1-16	sn-3-7	18	552	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpatti abhinīhāra kusala suttaṃ
sn-3-13-1-17	sn-3-13-1-17	sn-3-7	18	552	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpatti sakkaccakārī suttaṃ
sn-3-13-1-18	sn-3-13-1-18	sn-3-7	18	552	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpatti sātaccakārī suttaṃ
sn-3-13-1-19	sn-3-13-1-19	sn-3-7	18	554	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	samāpatti sappāyakārī suttaṃ
sn-3-13-1-20	sn-3-13-1-20	sn-3-7	18	554	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti vuṭṭhāna suttaṃ
sn-3-13-1-21	sn-3-13-1-21	sn-3-7	18	554	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti kallita suttaṃ
sn-3-13-1-22	sn-3-13-1-22	sn-3-7	18	556	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti ārammaṇa suttaṃ
sn-3-13-1-23	sn-3-13-1-23	sn-3-7	18	556	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti gocara suttaṃ
sn-3-13-1-24	sn-3-13-1-24	sn-3-7	18	556	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti abhinīhāra suttaṃ
sn-3-13-1-25	sn-3-13-1-25	sn-3-7	18	556	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti sakkaccakārī suttaṃ
sn-3-13-1-26	sn-3-13-1-26	sn-3-7	18	556	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti sātaccakārī suttaṃ
sn-3-13-1-27	sn-3-13-1-27	sn-3-7	18	556	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ṭhiti sappāyakārī suttaṃ
sn-3-13-1-28	sn-3-13-1-28	sn-3-7	18	558	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna kallita suttaṃ
sn-3-13-1-29	sn-3-13-1-29	sn-3-7	18	558	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna ārammaṇa suttaṃ
sn-3-13-1-30	sn-3-13-1-30	sn-3-7	18	560	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna gocara suttaṃ
sn-3-13-1-31	sn-3-13-1-31	sn-3-7	18	560	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna abhinīhāra suttaṃ
sn-3-13-1-32	sn-3-13-1-32	sn-3-7	18	560	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna sakkaccakārī suttaṃ
sn-3-13-1-33	sn-3-13-1-33	sn-3-7	18	560	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna sātaccakārī suttaṃ
sn-3-13-1-34	sn-3-13-1-34	sn-3-7	18	560	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	vuṭṭhāna sappāyakārī suttaṃ
sn-3-13-1-35	sn-3-13-1-35	sn-3-7	18	562	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	kallita ārammaṇa suttaṃ
sn-3-13-1-36	sn-3-13-1-36	sn-3-7	18	562	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	kallita gocara suttaṃ
sn-3-13-1-37	sn-3-13-1-37	sn-3-7	18	562	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	kallita abhinīhāra suttaṃ
sn-3-13-1-38	sn-3-13-1-38	sn-3-7	18	562	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	kallita sakkaccakārī suttaṃ
sn-3-13-1-39	sn-3-13-1-39	sn-3-7	18	564	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	kallita sātaccakārī suttaṃ
sn-3-13-1-40	sn-3-13-1-40	sn-3-7	18	564	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	kallita sappāyakārī suttaṃ
sn-3-13-1-41	sn-3-13-1-41	sn-3-7	18	564	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ārammaṇa gocara suttaṃ
sn-3-13-1-42	sn-3-13-1-42	sn-3-7	18	564	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ārammaṇa abhinīhāra suttaṃ
sn-3-13-1-43	sn-3-13-1-43	sn-3-7	18	566	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ārammaṇa sakkaccakārī suttaṃ
sn-3-13-1-44	sn-3-13-1-44	sn-3-7	18	566	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ārammaṇa sātaccakārī suttaṃ
sn-3-13-1-45	sn-3-13-1-45	sn-3-7	18	566	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	ārammaṇa sappāyakārī suttaṃ
sn-3-13-1-46	sn-3-13-1-46	sn-3-7	18	566	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	gocara abhinīhāra suttaṃ
sn-3-13-1-47	sn-3-13-1-47	sn-3-7	18	566	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	gocara sakkaccakārī suttaṃ
sn-3-13-1-48	sn-3-13-1-48	sn-3-7	18	568	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	gocara sātaccakārī suttaṃ
sn-3-13-1-49	sn-3-13-1-49	sn-3-7	18	568	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	gocara sappāyakārī suttaṃ
sn-3-13-1-50	sn-3-13-1-50	sn-3-7	18	568	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	abhinīhāra sakkaccakārī suttaṃ
sn-3-13-1-51	sn-3-13-1-51	sn-3-7	18	568	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	abhinīhāra sātaccakārī suttaṃ
sn-3-13-1-52	sn-3-13-1-52	sn-3-7	18	568	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	abhinīhārasappāyakārī suttaṃ
sn-3-13-1-53	sn-3-13-1-53	sn-3-7	18	570	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	sakkaccasātaccakārī suttaṃ
sn-3-13-1-54	sn-3-13-1-54	sn-3-7	18	570	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	sakkaccasappāyakārī suttaṃ
sn-3-13-1-55	sn-3-13-1-55	sn-3-7	18	570	0	suttantapiṭake	saṃyuttanikāyo	khandhakavaggo	jhānasaṃyuttaṃ	jhānavaggo	sātaccasappāyakārī suttaṃ
sn-4-1-1-1	sn-4-1-1-1	sn-4	19	2	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	ajjhattāniccasuttaṃ
sn-4-1-1-2	sn-4-1-1-2	sn-4	19	4	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	ajjhattadukkhasuttaṃ
sn-4-1-1-3	sn-4-1-1-3	sn-4	19	6	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	ajjhattānattasuttaṃ
sn-4-1-1-4	sn-4-1-1-4	sn-4	19	6	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	bāhirāniccasuttaṃ
sn-4-1-1-5	sn-4-1-1-5	sn-4	19	8	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	bāhiradukkhasuttaṃ
sn-4-1-1-6	sn-4-1-1-6	sn-4	19	8	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	bāhirānattasuttaṃ
sn-4-1-1-7	sn-4-1-1-7	sn-4	19	8	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	dutiya ajjhattāniccasuttaṃ
sn-4-1-1-8	sn-4-1-1-8	sn-4	19	10	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	dutiya ajjhattadukkhasuttaṃ
sn-4-1-1-9	sn-4-1-1-9	sn-4	19	10	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	dutiya ajjhattānatata suttaṃ
sn-4-1-1-10	sn-4-1-1-10	sn-4	19	12	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	dutiya bāhirāniccasuttaṃ
sn-4-1-1-11	sn-4-1-1-11	sn-4	19	12	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	dutiya bāhiradukkhasuttaṃ
sn-4-1-1-12	sn-4-1-1-12	sn-4	19	12	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	aniccavaggo	dutiya bāhirānattasuttaṃ
sn-4-1-2-1	sn-4-1-2-1	sn-4	19	14	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	sambodhasuttaṃ
sn-4-1-2-2	sn-4-1-2-2	sn-4	19	16	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	dutiya sambodhasuttaṃ
sn-4-1-2-3	sn-4-1-2-3	sn-4	19	18	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	assādapariyesanasuttaṃ
sn-4-1-2-4	sn-4-1-2-4	sn-4	19	20	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	dutiya assādapariyesanasuttaṃ
sn-4-1-2-5	sn-4-1-2-5	sn-4	19	20	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	no ce assādasuttaṃ
sn-4-1-2-6	sn-4-1-2-6	sn-4	19	24	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	dutiya no ce assādasuttaṃ
sn-4-1-2-7	sn-4-1-2-7	sn-4	19	26	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	abhinandasuttaṃ
sn-4-1-2-8	sn-4-1-2-8	sn-4	19	26	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	dutiya abhinandasuttaṃ
sn-4-1-2-9	sn-4-1-2-9	sn-4	19	28	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	uppādasuttaṃ
sn-4-1-2-10	sn-4-1-2-10	sn-4	19	28	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	yamakavaggo	dutiya uppādasuttaṃ
sn-4-1-3-1	sn-4-1-3-1	sn-4	19	30	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	sabbasuttaṃ
sn-4-1-3-2	sn-4-1-3-2	sn-4	19	30	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	pahānasuttaṃ
sn-4-1-3-3	sn-4-1-3-3	sn-4	19	32	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	dutiya pahānasuttaṃ
sn-4-1-3-4	sn-4-1-3-4	sn-4	19	32	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	aparijānasuttaṃ
sn-4-1-3-5	sn-4-1-3-5	sn-4	19	36	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	dutiyaaparijānasuttaṃ
sn-4-1-3-6	sn-4-1-3-6	sn-4	19	38	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	ādittapariyāyasuttaṃ
sn-4-1-3-7	sn-4-1-3-7	sn-4	19	42	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	andhabhūtasuttaṃ
sn-4-1-3-8	sn-4-1-3-8	sn-4	19	44	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	sāruppapaṭipadāsuttaṃ
sn-4-1-3-9	sn-4-1-3-9	sn-4	19	46	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	sappāyapaṭipadāsuttaṃ
sn-4-1-3-10	sn-4-1-3-10	sn-4	19	50	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbavaggo	dutiya sappāyapaṭipadāsuttaṃ
sn-4-1-4-1	sn-4-1-4-1	sn-4	19	56	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	jātidhamma suttaṃ
sn-4-1-4-2	sn-4-1-4-2	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	jarādhammasuttaṃ
sn-4-1-4-3	sn-4-1-4-3	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	vyādhidhammasuttaṃ
sn-4-1-4-4	sn-4-1-4-4	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	maraṇadhammasuttaṃ
sn-4-1-4-5	sn-4-1-4-5	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	sokadhammasuttaṃ
sn-4-1-4-6	sn-4-1-4-6	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	saṃkilesadhammasuttaṃ
sn-4-1-4-7	sn-4-1-4-7	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	khayadhammasuttaṃ
sn-4-1-4-8	sn-4-1-4-8	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	vayadhammasuttaṃ
sn-4-1-4-9	sn-4-1-4-9	sn-4	19	58	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	samudayadhammasuttaṃ
sn-4-1-4-10	sn-4-1-4-10	sn-4	19	60	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	jātidhammavaggo	nirodhadhammasuttaṃ
sn-4-1-5-1	sn-4-1-5-1	sn-4	19	62	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbāniccavaggo	aniccasuttaṃ
sn-4-1-5-2	sn-4-1-5-2	sn-4	19	62	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbāniccavaggo	dukkhasuttaṃ
sn-4-1-5-3	sn-4-1-5-3	sn-4	19	62	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbāniccavaggo	anattasuttaṃ
sn-4-1-5-4	sn-4-1-5-4	sn-4	19	62	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbāniccavaggo	abhiññeyyasuttaṃ
sn-4-1-5-5	sn-4-1-5-5	sn-4	19	64	0	suttantapiṭake	saṃyuttanikāyo	saḷāyatanavaggo	saḷāyatanasaṃyuttaṃ	sabbāniccavaggo	pariññeyyasuttaṃ
