bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_book	bjt_paṇṇāsa	bjt_vagga	bjt_sutta
an-5-3-1-6	an-5-3-1-6	an-5-3	24	212	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	phāsuvihāra vaggo	ānandasuttaṃ
an-5-3-1-7	an-5-3-1-7	an-5-3	24	214	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	phāsuvihāra vaggo	sīlasampannasuttaṃ
an-5-3-1-8	an-5-3-1-8	an-5-3	24	214	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	phāsuvihāra vaggo	asekhasuttaṃ
an-5-3-1-9	an-5-3-1-9	an-5-3	24	216	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	phāsuvihāra vaggo	cātuddisasuttaṃ
an-5-3-1-10	an-5-3-1-10	an-5-3	24	216	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	phāsuvihāra vaggo	araññasuttaṃ
an-5-3-2-1	an-5-3-2-1	an-5-3	24	220	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	kulūpagasuttaṃ
an-5-3-2-2	an-5-3-2-2	an-5-3	24	220	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	pacchāsamaṇasuttaṃ
an-5-3-2-3	an-5-3-2-3	an-5-3	24	222	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	sammāsamādhisuttaṃ
an-5-3-2-4	an-5-3-2-4	an-5-3	24	222	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	andhakavindasuttaṃ
an-5-3-2-5	an-5-3-2-5	an-5-3	24	224	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	maccharīsuttaṃ
an-5-3-2-6	an-5-3-2-6	an-5-3	24	224	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	vaṇṇasuttaṃ
an-5-3-2-7	an-5-3-2-7	an-5-3	24	226	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	issukīsuttaṃ
an-5-3-2-8	an-5-3-2-8	an-5-3	24	226	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	micchādiṭṭhikasuttaṃ
an-5-3-2-9	an-5-3-2-9	an-5-3	24	228	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	micchāvācā suttaṃ
an-5-3-2-10	an-5-3-2-10	an-5-3	24	228	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	andhakavindavaggo	micchāvāyāma suttaṃ
an-5-3-3-1	an-5-3-3-1	an-5-3	24	232	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	gilānasuttaṃ
an-5-3-3-2	an-5-3-3-2	an-5-3	24	232	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	satisūpaṭṭhitasuttaṃ
an-5-3-3-3	an-5-3-3-3	an-5-3	24	234	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	dūpaṭṭhākagilānasuttaṃ
an-5-3-3-4	an-5-3-3-4	an-5-3	24	234	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	gilānūpaṭṭhākasuttaṃ
an-5-3-3-5	an-5-3-3-5	an-5-3	24	236	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	paṭhama āyussasuttaṃ
an-5-3-3-6	an-5-3-3-6	an-5-3	24	236	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	dutiya āyussasuttaṃ
an-5-3-3-7	an-5-3-3-7	an-5-3	24	238	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	vapakāsasuttaṃ
an-5-3-3-8	an-5-3-3-8	an-5-3	24	238	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	samaṇadukkha - sukha suttaṃ
an-5-3-3-9	an-5-3-3-9	an-5-3	24	240	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	parikuppasuttaṃ
an-5-3-3-10	an-5-3-3-10	an-5-3	24	240	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	gilānavaggo	sampadāsuttaṃ
an-5-3-4-1	an-5-3-4-1	an-5-3	24	242	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	paṭhamacakkānuvattanasuttaṃ
an-5-3-4-2	an-5-3-4-2	an-5-3	24	242	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	dutiyacakkānuvattanasuttaṃ
an-5-3-4-3	an-5-3-4-3	an-5-3	24	244	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	dhammarājasuttaṃ
an-5-3-4-4	an-5-3-4-4	an-5-3	24	246	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	khattiyarājasuttaṃ
an-5-3-4-5	an-5-3-4-5	an-5-3	24	248	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	paṭhama patthanāsuttaṃ
an-5-3-4-6	an-5-3-4-6	an-5-3	24	252	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	dutiya patthanāsuttaṃ
an-5-3-4-7	an-5-3-4-7	an-5-3	24	254	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	appaṃsupatisuttaṃ
an-5-3-4-8	an-5-3-4-8	an-5-3	24	254	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	bhattādakasuttaṃ
an-5-3-4-9	an-5-3-4-9	an-5-3	24	256	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	akkhamasuttaṃ
an-5-3-4-10	an-5-3-4-10	an-5-3	24	262	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	rājavaggo	sotārasuttaṃ
an-5-3-5-1	an-5-3-5-1	an-5-3	24	268	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	avajānāti suttaṃ
an-5-3-5-2	an-5-3-5-2	an-5-3	24	268	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	ārambhatisuttaṃ
an-5-3-5-3	an-5-3-5-3	an-5-3	24	272	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	sārandada suttaṃ
an-5-3-5-4	an-5-3-5-4	an-5-3	24	274	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	tikaṇḍakīsuttaṃ
an-5-3-5-5	an-5-3-5-5	an-5-3	24	276	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	nirayasuttaṃ
an-5-3-5-6	an-5-3-5-6	an-5-3	24	278	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	bhikkhumitta suttaṃ
an-5-3-5-7	an-5-3-5-7	an-5-3	24	278	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	asappurisadānasuttaṃ
an-5-3-5-8	an-5-3-5-8	an-5-3	24	280	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	sappurisadāna suttaṃ
an-5-3-5-9	an-5-3-5-9	an-5-3	24	280	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	paṭhama samayavimutta suttaṃ
an-5-3-5-10	an-5-3-5-10	an-5-3	24	282	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	paṭhamo paṇṇāsako	tikaṇḍakīvaggo	dutiyasamayavimutta suttaṃ
an-5-4-1-1	an-5-4-1-1	an-5-4	24	284	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	paṭhama sammattaniyāmasuttaṃ
an-5-4-1-2	an-5-4-1-2	an-5-4	24	284	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	dutiya sammattaniyāmasuttaṃ
an-5-4-1-3	an-5-4-1-3	an-5-4	24	286	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	tatiya sammattaniyāmasuttaṃ
an-5-4-1-4	an-5-4-1-4	an-5-4	24	286	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	paṭhama saddhammasammosasuttaṃ
an-5-4-1-5	an-5-4-1-5	an-5-4	24	288	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	dutiya saddhammasammosasuttaṃ
an-5-4-1-6	an-5-4-1-6	an-5-4	24	290	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	tatiyasaddhammasammosasuttaṃ
an-5-4-1-7	an-5-4-1-7	an-5-4	24	294	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	dukkathāsuttaṃ
an-5-4-1-8	an-5-4-1-8	an-5-4	24	298	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	sārajja suttaṃ
an-5-4-1-9	an-5-4-1-9	an-5-4	24	300	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	udāyīsuttaṃ
an-5-4-1-10	an-5-4-1-10	an-5-4	24	300	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	saddhammavaggo	duppaṭivinodayasuttaṃ
an-5-4-2-1	an-5-4-2-1	an-5-4	24	302	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	paṭhama āghātapaṭivinayasuttaṃ
an-5-4-2-2	an-5-4-2-2	an-5-4	24	302	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	dutiya āghātapaṭivinayasuttaṃ
an-5-4-2-3	an-5-4-2-3	an-5-4	24	308	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	sākacchāsuttaṃ
an-5-4-2-4	an-5-4-2-4	an-5-4	24	310	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	sājīvasuttaṃ
an-5-4-2-5	an-5-4-2-5	an-5-4	24	310	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	pañhapucchāsuttaṃ
an-5-4-2-6	an-5-4-2-6	an-5-4	24	312	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	nirodhasuttaṃ
an-5-4-2-7	an-5-4-2-7	an-5-4	24	318	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	codanāsuttaṃ
an-5-4-2-8	an-5-4-2-8	an-5-4	24	324	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	sīlasuttaṃ
an-5-4-2-9	an-5-4-2-9	an-5-4	24	324	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	khippanisantisuttaṃ
an-5-4-2-10	an-5-4-2-10	an-5-4	24	326	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āghātavaggo	bhaddajisuttaṃ
an-5-4-3-1	an-5-4-3-1	an-5-4	24	330	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	sārajjasuttaṃ
an-5-4-3-2	an-5-4-3-2	an-5-4	24	330	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	visāradasuttaṃ
an-5-4-3-3	an-5-4-3-3	an-5-4	24	332	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	nirayasuttaṃ
an-5-4-3-4	an-5-4-3-4	an-5-4	24	332	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	verasuttaṃ
an-5-4-3-5	an-5-4-3-5	an-5-4	24	334	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	upāsakacaṇḍālasuttaṃ
an-5-4-3-6	an-5-4-3-6	an-5-4	24	336	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	pītisuttaṃ
an-5-4-3-7	an-5-4-3-7	an-5-4	24	338	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	vaṇijjāsuttaṃ
an-5-4-3-8	an-5-4-3-8	an-5-4	24	338	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	rājasuttaṃ
an-5-4-3-9	an-5-4-3-9	an-5-4	24	342	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	gihīsuttaṃ
an-5-4-3-10	an-5-4-3-10	an-5-4	24	348	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	upāsakavaggo	gavesīsuttaṃ
an-5-4-4-1	an-5-4-4-1	an-5-4	24	356	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	āraññaka suttaṃ
an-5-4-4-2	an-5-4-4-2	an-5-4	24	356	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	paṃsukūlika suttaṃ
an-5-4-4-3	an-5-4-4-3	an-5-4	24	356	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	piṇḍapātika suttaṃ
an-5-4-4-4	an-5-4-4-4	an-5-4	24	356	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	rukkhamūlika suttaṃ
an-5-4-4-5	an-5-4-4-5	an-5-4	24	358	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	sosānika suttaṃ
an-5-4-4-6	an-5-4-4-6	an-5-4	24	358	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	abbhokāsika suttaṃ
an-5-4-4-7	an-5-4-4-7	an-5-4	24	358	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	nesajjikā suttaṃ
an-5-4-4-8	an-5-4-4-8	an-5-4	24	358	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	yathāsanthatika suttaṃ
an-5-4-4-9	an-5-4-4-9	an-5-4	24	358	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	ekāsanika suttaṃ
an-5-4-4-10	an-5-4-4-10	an-5-4	24	358	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	khalupacchābhattika suttaṃ
an-5-4-4-11	an-5-4-4-11	an-5-4	24	360	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āraññakavaggo	pattapiṇḍika suttaṃ
an-5-4-5-1	an-5-4-5-1	an-5-4	24	362	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	soṇa suttaṃ
an-5-4-5-2	an-5-4-5-2	an-5-4	24	364	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	doṇa suttaṃ
an-5-4-5-3	an-5-4-5-3	an-5-4	24	374	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	saṅgāravasuttaṃ
an-5-4-5-4	an-5-4-5-4	an-5-4	24	382	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	kāraṇapālī suttaṃ
an-5-4-5-5	an-5-4-5-5	an-5-4	24	384	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	piṅgiyānī suttaṃ
an-5-4-5-6	an-5-4-5-6	an-5-4	24	386	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	mahāsupina suttaṃ
an-5-4-5-7	an-5-4-5-7	an-5-4	24	390	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	vassantarāyasuttaṃ
an-5-4-5-8	an-5-4-5-8	an-5-4	24	392	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	subhāsitavācāsuttaṃ
an-5-4-5-9	an-5-4-5-9	an-5-4	24	392	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	kulasuttaṃ
an-5-4-5-10	an-5-4-5-10	an-5-4	24	394	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	soṇavaggo	nissāraṇīya suttaṃ
an-5-5-1-1	an-5-5-1-1	an-5-5	24	398	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	kimbilasuttaṃ
an-5-5-1-2	an-5-5-1-2	an-5-5	24	398	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	dhammasavaṇa suttaṃ
an-5-5-1-3	an-5-5-1-3	an-5-5	24	400	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	ājānīyasuttaṃ
an-5-5-1-4	an-5-5-1-4	an-5-5	24	400	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	balasuttaṃ
an-5-5-1-5	an-5-5-1-5	an-5-5	24	400	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	cetokhilasuttaṃ
an-5-5-1-6	an-5-5-1-6	an-5-5	24	402	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	vinibandhasuttaṃ
an-5-5-1-7	an-5-5-1-7	an-5-5	24	402	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	yāgusuttaṃ
an-5-5-1-8	an-5-5-1-8	an-5-5	24	402	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	dantakaṭṭhasuttaṃ
an-5-5-1-9	an-5-5-1-9	an-5-5	24	404	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	gītassarasuttaṃ
an-5-5-1-10	an-5-5-1-10	an-5-5	24	404	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	kimbilavaggo	muṭṭhassati suttaṃ
an-5-5-2-1	an-5-5-2-1	an-5-5	24	406	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	akkosakasuttaṃ
an-5-5-2-2	an-5-5-2-2	an-5-5	24	406	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	bhaṇḍanakāraka suttaṃ
an-5-5-2-3	an-5-5-2-3	an-5-5	24	406	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	sīla suttaṃ
an-5-5-2-4	an-5-5-2-4	an-5-5	24	408	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	bahubhāṇī suttaṃ
an-5-5-2-5	an-5-5-2-5	an-5-5	24	410	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	paṭhama akkhantisuttaṃ
an-5-5-2-6	an-5-5-2-6	an-5-5	24	410	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	dutiya akkhantisuttaṃ
an-5-5-2-7	an-5-5-2-7	an-5-5	24	412	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	paṭhamaapāsādika suttaṃ
an-5-5-2-8	an-5-5-2-8	an-5-5	24	412	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	dutiyaapāsādikasuttaṃ
an-5-5-2-9	an-5-5-2-9	an-5-5	24	414	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	aggisuttaṃ
an-5-5-2-10	an-5-5-2-10	an-5-5	24	414	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	akkosakavaggo	madhurāsuttaṃ
an-5-5-3-1	an-5-5-3-1	an-5-5	24	416	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	paṭhamadīghacārika suttaṃ
an-5-5-3-2	an-5-5-3-2	an-5-5	24	416	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	dutiyadīghacārika suttaṃ
an-5-5-3-3	an-5-5-3-3	an-5-5	24	418	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	paṭhamaatinivāsa suttaṃ
an-5-5-3-4	an-5-5-3-4	an-5-5	24	418	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	dutiya atinivāsa suttaṃ
an-5-5-3-5	an-5-5-3-5	an-5-5	24	420	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	paṭhamakulūpaga suttaṃ
an-5-5-3-6	an-5-5-3-6	an-5-5	24	420	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	dutiyakulūpaga suttaṃ
an-5-5-3-7	an-5-5-3-7	an-5-5	24	420	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	bhogasuttaṃ
an-5-5-3-8	an-5-5-3-8	an-5-5	24	422	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	ussūrabhattasuttaṃ
an-5-5-3-9	an-5-5-3-9	an-5-5	24	422	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	paṭhamakaṇhasappasuttaṃ
an-5-5-3-10	an-5-5-3-10	an-5-5	24	424	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	dīghacārika vaggo	dutiyakaṇhasappasuttaṃ
an-5-5-4-1	an-5-5-4-1	an-5-5	24	426	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	abhāvanīya suttaṃ
an-5-5-4-2	an-5-5-4-2	an-5-5	24	426	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	piyasuttaṃ
an-5-5-4-3	an-5-5-4-3	an-5-5	24	428	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	sobhanasuttaṃ
an-5-5-4-4	an-5-5-4-4	an-5-5	24	428	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	bahūpakārasuttaṃ
an-5-5-4-5	an-5-5-4-5	an-5-5	24	428	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	anukampakasuttaṃ
an-5-5-4-6	an-5-5-4-6	an-5-5	24	430	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	paṭhamaavaṇṇārahasuttaṃ
an-5-5-4-7	an-5-5-4-7	an-5-5	24	430	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	dutiyaavaṇṇārahasuttaṃ
an-5-5-4-8	an-5-5-4-8	an-5-5	24	432	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	tatiyaavaṇṇārahasuttaṃ
an-5-5-4-9	an-5-5-4-9	an-5-5	24	432	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	paṭhamacchariyasuttaṃ
an-5-5-4-10	an-5-5-4-10	an-5-5	24	434	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	āvāsikavaggo	dutiya macchariyasuttaṃ
an-5-5-5-1	an-5-5-5-1	an-5-5	24	436	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	duccarita vaggo	duccaritasuttaṃ
an-5-5-5-2	an-5-5-5-2	an-5-5	24	436	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	duccarita vaggo	kāyaduccaritasuttaṃ
an-5-5-5-3	an-5-5-5-3	an-5-5	24	436	0	suttantapiṭake	aṅguttaranikāyo	pañcakanipāto	catuttho paṇṇāsako	duccarita vaggo	vacīduccaritasuttaṃ
