bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_book	bjt_paṇṇāsa	bjt_vagga	bjt_sutta
an-3-3-4-6	an-3-3-4-6	an-3-3	22	516	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 6.
an-3-3-4-7	an-3-3-4-7	an-3-3	22	518	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 7.
an-3-3-4-8	an-3-3-4-8	an-3-3	22	518	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 8.
an-3-3-4-9	an-3-3-4-9	an-3-3	22	520	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 9.
an-3-3-4-10	an-3-3-4-10	an-3-3	22	524	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 10.
an-3-3-4-11	an-3-3-4-11	an-3-3	22	524	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 11.
an-3-3-4-12	an-3-3-4-12	an-3-3	22	526	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 12.
an-3-3-4-13	an-3-3-4-13	an-3-3	22	526	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 4. 13.
an-3-3-5-1	an-3-3-5-1	an-3-3	22	526	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 1.
an-3-3-5-2	an-3-3-5-2	an-3-3	22	528	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 2.
an-3-3-5-3	an-3-3-5-3	an-3-3	22	528	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 3.
an-3-3-5-4	an-3-3-5-4	an-3-3	22	528	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 4.
an-3-3-5-5	an-3-3-5-5	an-3-3	22	528	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 5.
an-3-3-5-6	an-3-3-5-6	an-3-3	22	530	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 6.
an-3-3-5-7	an-3-3-5-7	an-3-3	22	530	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 7.
an-3-3-5-8	an-3-3-5-8	an-3-3	22	530	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 8.
an-3-3-5-9	an-3-3-5-9	an-3-3	22	530	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 9.
an-3-3-5-10	an-3-3-5-10	an-3-3	22	532	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 3. 5. 10.
an-3-3-6-1	an-3-3-6-1	an-3-3	22	532	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 6. 1.
an-3-3-6-2	an-3-3-6-2	an-3-3	22	534	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 6. 2.
an-3-3-6-3	an-3-3-6-3	an-3-3	22	536	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 6. 3.
an-3-3-6-4	an-3-3-6-4	an-3-3	22	536	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 6. 4.
an-3-3-6-5	an-3-3-6-5	an-3-3	22	536	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 6. 5.
an-3-3-6-6	an-3-3-6-6	an-3-3	22	538	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 6. 6.
an-3-3-6-7	an-3-3-6-7	an-3-3	22	538	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 6. 7.
an-3-3-7-1	an-3-3-7-1	an-3-3	22	538	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 1.
an-3-3-7-2	an-3-3-7-2	an-3-3	22	538	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 2.
an-3-3-7-3	an-3-3-7-3	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 3.
an-3-3-7-4	an-3-3-7-4	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 4.
an-3-3-7-5	an-3-3-7-5	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 5.
an-3-3-7-6	an-3-3-7-6	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 6.
an-3-3-7-7	an-3-3-7-7	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 7.
an-3-3-7-8	an-3-3-7-8	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 8.
an-3-3-7-9	an-3-3-7-9	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 9.
an-3-3-7-10	an-3-3-7-10	an-3-3	22	540	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 10.
an-3-3-7-11	an-3-3-7-11	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 11.
an-3-3-7-12	an-3-3-7-12	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 12.
an-3-3-7-13	an-3-3-7-13	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 13.
an-3-3-7-14	an-3-3-7-14	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 14.
an-3-3-7-15	an-3-3-7-15	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 15.
an-3-3-7-16	an-3-3-7-16	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 16.
an-3-3-7-17	an-3-3-7-17	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 17.
an-3-3-7-18	an-3-3-7-18	an-3-3	22	542	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 18.
an-3-3-7-19	an-3-3-7-19	an-3-3	22	544	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 19.
an-3-3-7-20	an-3-3-7-20	an-3-3	22	544	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 7. 20.
an-3-8-1-170	an-3-8-1-170	an-3-3	22	544	0	suttantapiṭake	aṅguttaranikāyo	tikanipāto	tatiyo paṇṇāsako	samacittavaggo	3. 8. 1-170.
an-4-1-1-1	an-4-1-1-1	an-4	23	2	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	anubuddhasuttaṃ
an-4-1-1-2	an-4-1-1-2	an-4	23	4	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	papatitasuttaṃ
an-4-1-1-3	an-4-1-1-3	an-4	23	6	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	paṭhamakhatasuttaṃ
an-4-1-1-4	an-4-1-1-4	an-4	23	8	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	dutiyakhatasuttaṃ
an-4-1-1-5	an-4-1-1-5	an-4	23	12	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	anusotasuttaṃ
an-4-1-1-6	an-4-1-1-6	an-4	23	14	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	appassutasuttaṃ
an-4-1-1-7	an-4-1-1-7	an-4	23	16	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	sobhentisuttaṃ
an-4-1-1-8	an-4-1-1-8	an-4	23	18	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	vesārajjasuttaṃ
an-4-1-1-9	an-4-1-1-9	an-4	23	20	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	taṇhāsuttaṃ
an-4-1-1-10	an-4-1-1-10	an-4	23	20	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	bhaṇḍagāmavaggo	yogasuttaṃ
an-4-1-2-1	an-4-1-2-1	an-4	23	26	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	carattasuttaṃ
an-4-1-2-2	an-4-1-2-2	an-4	23	28	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	sīlasuttaṃ
an-4-1-2-3	an-4-1-2-3	an-4	23	30	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	padhānasuttaṃ
an-4-1-2-4	an-4-1-2-4	an-4	23	32	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	saṃvarappadhānasuttaṃ
an-4-1-2-5	an-4-1-2-5	an-4	23	34	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	aggapaññattisuttaṃ
an-4-1-2-6	an-4-1-2-6	an-4	23	36	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	sokhummasuttaṃ
an-4-1-2-7	an-4-1-2-7	an-4	23	36	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	agatisuttaṃ
an-4-1-2-8	an-4-1-2-8	an-4	23	38	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	nāgatisuttaṃ
an-4-1-2-9	an-4-1-2-9	an-4	23	38	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	agatināgatisuttaṃ
an-4-1-2-10	an-4-1-2-10	an-4	23	38	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	caravaggo	bhattuddesasuttaṃ
an-4-1-3-1	an-4-1-3-1	an-4	23	42	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	paṭhama uruvelasuttaṃ
an-4-1-3-2	an-4-1-3-2	an-4	23	44	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	dutiya uruvelasuttaṃ
an-4-1-3-3	an-4-1-3-3	an-4	23	48	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	lokasuttaṃ
an-4-1-3-4	an-4-1-3-4	an-4	23	50	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	kāḷakārāmasuttaṃ
an-4-1-3-5	an-4-1-3-5	an-4	23	52	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	brahmacarīyasuttaṃ
an-4-1-3-6	an-4-1-3-6	an-4	23	54	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	kuhakasuttaṃ
an-4-1-3-7	an-4-1-3-7	an-4	23	54	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	santuṭṭhisuttaṃ
an-4-1-3-8	an-4-1-3-8	an-4	23	56	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	ariyavaṃsasuttaṃ
an-4-1-3-9	an-4-1-3-9	an-4	23	58	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	dhammapadasuttaṃ
an-4-1-3-10	an-4-1-3-10	an-4	23	60	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	uruvelavaggo	paribbājakasuttaṃ
an-4-1-4-1	an-4-1-4-1	an-4	23	66	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	cakkasuttaṃ
an-4-1-4-2	an-4-1-4-2	an-4	23	66	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	saṅgahavatthusuttaṃ
an-4-1-4-3	an-4-1-4-3	an-4	23	66	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	sīhasuttaṃ
an-4-1-4-4	an-4-1-4-4	an-4	23	70	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	aggappasādasuttaṃ
an-4-1-4-5	an-4-1-4-5	an-4	23	72	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	vassakārasuttaṃ
an-4-1-4-7	an-4-1-4-7	an-4	23	78	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	aparihāniyasuttaṃ
an-4-1-4-8	an-4-1-4-8	an-4	23	80	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	patilīnasuttaṃ
an-4-1-4-9	an-4-1-4-9	an-4	23	84	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	ujjāyasuttaṃ
an-4-1-4-10	an-4-1-4-10	an-4	23	86	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	cakkavaggo	udāyīsuttaṃ
an-4-1-5-1	an-4-1-5-1	an-4	23	88	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	samādhibhāvanāsuttaṃ
an-4-1-5-2	an-4-1-5-2	an-4	23	90	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	pañhavyākaraṇa suttaṃ
an-4-1-5-3	an-4-1-5-3	an-4	23	90	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	paṭhamakodhagarusuttaṃ
an-4-1-5-4	an-4-1-5-4	an-4	23	92	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	dutiyakodhagarusuttaṃ
an-4-1-5-5	an-4-1-5-5	an-4	23	92	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	paṭhamarohitassasuttaṃ
an-4-1-5-6	an-4-1-5-6	an-4	23	96	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	dutiyarohitassasuttaṃ
an-4-1-5-7	an-4-1-5-7	an-4	23	98	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	suvidūravidurasuttaṃ
an-4-1-5-8	an-4-1-5-8	an-4	23	100	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	visākhasuttaṃ
an-4-1-5-9	an-4-1-5-9	an-4	23	100	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	vipallāsasuttaṃ
an-4-1-5-10	an-4-1-5-10	an-4	23	102	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	paṭhamo paṇṇāsako	rohitassavaggo	upakkilesasuttaṃ
an-4-2-1-1	an-4-2-1-1	an-4-2	23	106	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	paṭhamapuññābhisandasuttaṃ
an-4-2-1-2	an-4-2-1-2	an-4-2	23	108	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	dutiyapuññābhisandasuttaṃ
an-4-2-1-3	an-4-2-1-3	an-4-2	23	110	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	paṭhamasaṃvāsasuttaṃ
an-4-2-1-4	an-4-2-1-4	an-4-2	23	114	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	dutiyasaṃvāsasuttaṃ
an-4-2-1-5	an-4-2-1-5	an-4-2	23	116	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	paṭhama (nakula) samajīvīsuttaṃ
an-4-2-1-6	an-4-2-1-6	an-4-2	23	118	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	dutiya (nakula) samajīvīsuttaṃ
an-4-2-1-7	an-4-2-1-7	an-4-2	23	120	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	suppavāsāsuttaṃ
an-4-2-1-8	an-4-2-1-8	an-4-2	23	120	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	sudatta anāthapiṇḍika suttaṃ
an-4-2-1-9	an-4-2-1-9	an-4-2	23	122	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	bhojanadāyakasuttaṃ
an-4-2-1-10	an-4-2-1-10	an-4-2	23	122	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	puññābhisandavaggo	gihisāmīcipaṭipadāsuttaṃ
an-4-2-2-1	an-4-2-2-1	an-4-2	23	124	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	pattakammasuttaṃ
an-4-2-2-2	an-4-2-2-2	an-4-2	23	130	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	anaṇasuttaṃ
an-4-2-2-3	an-4-2-2-3	an-4-2	23	132	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	sabrahmasuttaṃ
an-4-2-2-4	an-4-2-2-4	an-4-2	23	132	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	nirayasuttaṃ
an-4-2-2-5	an-4-2-2-5	an-4-2	23	134	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	rūpa (ppamāṇa) suttaṃ
an-4-2-2-6	an-4-2-2-6	an-4-2	23	134	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	sarāga (puggala) suttaṃ
an-4-2-2-8	an-4-2-2-8	an-4-2	23	136	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	devadattasuttaṃ
an-4-2-2-9	an-4-2-2-9	an-4-2	23	138	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	padhānasuttaṃ
an-4-2-2-10	an-4-2-2-10	an-4-2	23	140	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	pattakammavaggo	adhammikasuttaṃ
an-4-2-3-2	an-4-2-3-2	an-4-2	23	144	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	diṭṭhi-apaṇṇaka paṭipadāsuttaṃ
an-4-2-3-3	an-4-2-3-3	an-4-2	23	144	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	asappurisa-vadhukāsuttaṃ
an-4-2-3-3	an-4-2-3-3	an-4-2	23	148	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	paṭhamaaggasuttaṃ
an-4-2-3-5	an-4-2-3-5	an-4-2	23	148	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	dutiyaaggasuttaṃ
an-4-2-3-6	an-4-2-3-6	an-4-2	23	148	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	kusinārāsuttaṃ
an-4-2-3-7	an-4-2-3-7	an-4-2	23	150	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	acinteyyasuttaṃ
an-4-2-3-8	an-4-2-3-8	an-4-2	23	152	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	dakkhiṇāvisuddhisuttaṃ
an-4-2-3-9	an-4-2-3-9	an-4-2	23	152	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	vaṇijjāsuttaṃ
an-4-2-3-10	an-4-2-3-10	an-4-2	23	156	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	apaṇṇakavaggo	kambojasuttaṃ
an-4-2-4-1	an-4-2-4-1	an-4-2	23	158	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	pāṇātipātisuttaṃ
an-4-2-4-2	an-4-2-4-2	an-4-2	23	158	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	musāvādīsuttaṃ
an-4-2-4-3	an-4-2-4-3	an-4-2	23	158	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	vaṇṇasuttaṃ
an-4-2-4-4	an-4-2-4-4	an-4-2	23	160	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	kodhagarusuttaṃ
an-4-2-4-5	an-4-2-4-5	an-4-2	23	162	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	tamotamaparāyanasuttaṃ
an-4-2-4-6	an-4-2-4-6	an-4-2	23	164	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	onatonatasuttaṃ
an-4-2-4-7	an-4-2-4-7	an-4-2	23	166	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	samaṇamacala - puttasuttaṃ
an-4-2-4-8	an-4-2-4-8	an-4-2	23	168	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	samaṇamacala - saññojana suttaṃ
an-4-2-4-9	an-4-2-4-9	an-4-2	23	170	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	samaṇamacala - diṭṭhisuttaṃ
an-4-2-4-10	an-4-2-4-10	an-4-2	23	172	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	macalavaggo	samaṇamacala - khandhasuttaṃ
an-4-2-5-1	an-4-2-5-1	an-4-2	23	174	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	asurasuttaṃ
an-4-2-5-2	an-4-2-5-2	an-4-2	23	174	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	paṭhamasamādhisuttaṃ
an-4-2-5-3	an-4-2-5-3	an-4-2	23	176	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	dutiyasamādhisuttaṃ
an-4-2-5-4	an-4-2-5-4	an-4-2	23	178	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	tatiyasamādhisuttaṃ
an-4-2-5-5	an-4-2-5-5	an-4-2	23	180	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	chavālātasuttaṃ
an-4-2-5-6	an-4-2-5-6	an-4-2	23	182	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	rāgavinayasuttaṃ
an-4-2-5-7	an-4-2-5-7	an-4-2	23	184	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	khippanisantisuttaṃ
an-4-2-5-8	an-4-2-5-8	an-4-2	23	188	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	attahitasuttaṃ
an-4-2-5-9	an-4-2-5-9	an-4-2	23	188	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	sikkhāpadasuttaṃ
an-4-2-5-10	an-4-2-5-10	an-4-2	23	190	0	suttantapiṭake	aṅguttaranikāyo	catukkanipāto	dutiyo paṇṇāsako	asuravaggo	potaliyasuttaṃ
