bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_book	bjt_minor_section	bjt_vagga	bjt_sutta
kn-ap-1-19-6	kn-ap-1-19-6	kn-ap-1-19	39	334	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		19. kuṭajapupphiyavaggo	bodhiupaṭṭhākattherāpadānaṃ
kn-ap-1-19-7	kn-ap-1-19-7	kn-ap-1-19	39	334	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		19. kuṭajapupphiyavaggo	ekacintikattherāpadānaṃ
kn-ap-1-19-8	kn-ap-1-19-8	kn-ap-1-19	39	336	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		19. kuṭajapupphiyavaggo	tikaṇṇipupphiyattherāpadānaṃ
kn-ap-1-19-9	kn-ap-1-19-9	kn-ap-1-19	39	338	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		19. kuṭajapupphiyavaggo	ekacāriyattherāpadānaṃ
kn-ap-1-19-10	kn-ap-1-19-10	kn-ap-1-19	39	338	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		19. kuṭajapupphiyavaggo	tivaṇṭipupphiyattherāpadānaṃ
kn-ap-1-20-1	kn-ap-1-20-1	kn-ap-1-19	39	340	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	tamālapupphiyattherāpadānaṃ
kn-ap-1-20-2	kn-ap-1-20-2	kn-ap-1-19	39	340	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	tiṇasantharadāyakattherāpadānaṃ
kn-ap-1-20-3	kn-ap-1-20-3	kn-ap-1-19	39	342	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	khaṇḍaphulliyattherāpadānaṃ
kn-ap-1-20-4	kn-ap-1-20-4	kn-ap-1-19	39	342	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	asokapūjakattherāpadānaṃ
kn-ap-1-20-5	kn-ap-1-20-5	kn-ap-1-19	39	344	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	aṅkolakattherāpadānaṃ
kn-ap-1-20-6	kn-ap-1-20-6	kn-ap-1-19	39	344	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	kisalayapūjakattherāpadānaṃ
kn-ap-1-20-7	kn-ap-1-20-7	kn-ap-1-19	39	346	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	tindukadāyakattherāpadānaṃ
kn-ap-1-20-8	kn-ap-1-20-8	kn-ap-1-19	39	346	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	muṭṭhipūjakattherāpadānaṃ
kn-ap-1-20-9	kn-ap-1-20-9	kn-ap-1-19	39	348	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	kiṅkaṇipupphiyattherāpadānaṃ
kn-ap-1-20-10	kn-ap-1-20-10	kn-ap-1-19	39	348	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		20. tamālapupphiyavaggo	yūthikāpupphiyattherāpadānaṃ
kn-ap-1-21-1	kn-ap-1-21-1	kn-ap-1-19	39	350	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	kaṇikārapupphiyattherāpadānaṃ
kn-ap-1-21-2	kn-ap-1-21-2	kn-ap-1-19	39	350	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	minelapupphiyattherāpadānaṃ
kn-ap-1-21-3	kn-ap-1-21-3	kn-ap-1-19	39	352	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	kiṅkiṇikapupphiyattherāpadānaṃ
kn-ap-1-21-4	kn-ap-1-21-4	kn-ap-1-19	39	352	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	taraṇiyattherāpadānaṃ
kn-ap-1-21-5	kn-ap-1-21-5	kn-ap-1-19	39	354	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	nigguṇḍipupphiyattherāpadānaṃ
kn-ap-1-21-6	kn-ap-1-21-6	kn-ap-1-19	39	354	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	udakadāyakattherāpadānaṃ
kn-ap-1-21-7	kn-ap-1-21-7	kn-ap-1-19	39	356	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	salalamāliyattherāpadānaṃ
kn-ap-1-21-8	kn-ap-1-21-8	kn-ap-1-19	39	356	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	koraṇḍapupphiyattherāpadānaṃ
kn-ap-1-21-9	kn-ap-1-21-9	kn-ap-1-19	39	358	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	ādhāradāyakattherāpadānaṃ
kn-ap-1-21-10	kn-ap-1-21-10	kn-ap-1-19	39	358	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		21. kaṇikārapupphiyavaggo	vātātapanivāriyattherāpadānaṃ
kn-ap-1-22-1	kn-ap-1-22-1	kn-ap-1-19	39	360	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	hatthidāyakattherāpadānaṃ
kn-ap-1-22-2	kn-ap-1-22-2	kn-ap-1-19	39	360	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	pānadhidāyakattherāpadānaṃ
kn-ap-1-22-3	kn-ap-1-22-3	kn-ap-1-19	39	362	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	saccasaññakattherāpadānaṃ
kn-ap-1-22-4	kn-ap-1-22-4	kn-ap-1-19	39	362	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	ekasaññakattherāpadānaṃ
kn-ap-1-22-5	kn-ap-1-22-5	kn-ap-1-19	39	364	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	raṃsisaññakattherāpadānaṃ
kn-ap-1-22-6	kn-ap-1-22-6	kn-ap-1-19	39	364	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	saṇṭhitattherāpadānaṃ
kn-ap-1-22-7	kn-ap-1-22-7	kn-ap-1-19	39	366	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	tālavaṇṭadāyakattherāpadānaṃ
kn-ap-1-22-8	kn-ap-1-22-8	kn-ap-1-19	39	366	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	akkantasaññakattherāpadānaṃ
kn-ap-1-22-9	kn-ap-1-22-9	kn-ap-1-19	39	368	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	sappidāyakattherāpadānaṃ
kn-ap-1-22-10	kn-ap-1-22-10	kn-ap-1-19	39	368	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		22. hatthivaggo	pāpanivāriyattherāpadānaṃ
kn-ap-1-23-1	kn-ap-1-23-1	kn-ap-1-19	39	370	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	ālambanadāyakattherāpadānaṃ
kn-ap-1-23-2	kn-ap-1-23-2	kn-ap-1-19	39	370	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	ajinadāyakattherāpadānaṃ
kn-ap-1-23-3	kn-ap-1-23-3	kn-ap-1-19	39	372	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	dvirataniyattherāpadānaṃ
kn-ap-1-23-4	kn-ap-1-23-4	kn-ap-1-19	39	372	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	ārakkhadāyakattherāpadānaṃ
kn-ap-1-23-5	kn-ap-1-23-5	kn-ap-1-19	39	374	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	avyādhikattherāpadānaṃ
kn-ap-1-23-6	kn-ap-1-23-6	kn-ap-1-19	39	374	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	aṅkolapupphiyattherāpadānaṃ
kn-ap-1-23-7	kn-ap-1-23-7	kn-ap-1-19	39	376	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	sovaṇṇavaṭaṃsakiyayattherāpadānaṃ
kn-ap-1-23-8	kn-ap-1-23-8	kn-ap-1-19	39	376	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	miñjavaṭaṃsakiyattherāpadānaṃ
kn-ap-1-23-9	kn-ap-1-23-9	kn-ap-1-19	39	376	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	sukatāveliyattherāpadānaṃ
kn-ap-1-23-10	kn-ap-1-23-10	kn-ap-1-19	39	378	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		23. ālambanadāyakavaggo	ekavandiyattherāpadānaṃ
kn-ap-1-24-1	kn-ap-1-24-1	kn-ap-1-19	39	378	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	udakāsanadāyakattherāpadānaṃ
kn-ap-1-24-2	kn-ap-1-24-2	kn-ap-1-19	39	380	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	bhājanadāyakattherāpadānaṃ
kn-ap-1-24-3	kn-ap-1-24-3	kn-ap-1-19	39	380	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	sālapūpiyattherāpadānaṃ
kn-ap-1-24-4	kn-ap-1-24-4	kn-ap-1-19	39	382	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	kilañjadāyakatthorāpadānaṃ
kn-ap-1-24-5	kn-ap-1-24-5	kn-ap-1-19	39	382	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	vedikārakattherāpadānaṃ
kn-ap-1-24-6	kn-ap-1-24-6	kn-ap-1-19	39	382	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	vaṇṇakāratthorāpadānaṃ
kn-ap-1-24-7	kn-ap-1-24-7	kn-ap-1-19	39	384	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	piyālapupphiyattherāpadānaṃ
kn-ap-1-24-8	kn-ap-1-24-8	kn-ap-1-19	39	384	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	ambayāgadāyakatthorāpadānaṃ
kn-ap-1-24-9	kn-ap-1-24-9	kn-ap-1-19	39	386	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	jagatikārakattherāpadānaṃ
kn-ap-1-24-10	kn-ap-1-24-10	kn-ap-1-19	39	386	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		24. udakāsanavaggo	vāsidāyakattherāpadānaṃ
kn-ap-1-25-1	kn-ap-1-25-1	kn-ap-1-19	39	386	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	tuvaradāyakattherāpadānaṃ
kn-ap-1-25-2	kn-ap-1-25-2	kn-ap-1-19	39	388	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	nāgakesariyattherāpadānaṃ
kn-ap-1-25-3	kn-ap-1-25-3	kn-ap-1-19	39	388	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	naḷinakesariyattherāpadānaṃ
kn-ap-1-25-4	kn-ap-1-25-4	kn-ap-1-19	39	388	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	viravipupphiyattherāpadānaṃ
kn-ap-1-25-5	kn-ap-1-25-5	kn-ap-1-19	39	390	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	kuṭidhūpakattherāpadānaṃ
kn-ap-1-25-6	kn-ap-1-25-6	kn-ap-1-19	39	390	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	pattadāyakattherāpadānaṃ
kn-ap-1-25-7	kn-ap-1-25-7	kn-ap-1-19	39	390	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	dhātupūjakattherāpadānaṃ
kn-ap-1-25-8	kn-ap-1-25-8	kn-ap-1-19	39	392	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	sattalipupphapūjakattherāpadānaṃ
kn-ap-1-25-9	kn-ap-1-25-9	kn-ap-1-19	39	392	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	bimbijāliyattherāpadānaṃ
kn-ap-1-25-10	kn-ap-1-25-10	kn-ap-1-19	39	394	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		25. tuvaradāyakavaggo	uddāladāyakattherāpadānaṃ
kn-ap-1-26-1	kn-ap-1-26-1	kn-ap-1-19	39	394	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	thomakettherāpadānaṃ
kn-ap-1-26-2	kn-ap-1-26-2	kn-ap-1-19	39	396	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	ekāsanadāyakattherāpadānaṃ
kn-ap-1-26-3	kn-ap-1-26-3	kn-ap-1-19	39	396	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	citakapūjakattherāpadānaṃ
kn-ap-1-26-4	kn-ap-1-26-4	kn-ap-1-19	39	396	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	ticampakapupphiyattherāpadānaṃ
kn-ap-1-26-5	kn-ap-1-26-5	kn-ap-1-19	39	398	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	sattapāṭaliyattherāpadānaṃ
kn-ap-1-26-6	kn-ap-1-26-6	kn-ap-1-19	39	398	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	upāhanadāyakattherāpadānaṃ
kn-ap-1-26-7	kn-ap-1-26-7	kn-ap-1-19	39	400	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	mañjaripūjakattherāpadānaṃ
kn-ap-1-26-8	kn-ap-1-26-8	kn-ap-1-19	39	400	0	suttantapiṭake	khuddakanikāyo	theraapadāna pāḷi		26. thomakavaggo	paṇṇadāyakattherāpadānaṃ
