edited	book	book_code	dpd_code	dpd_sutta	dpd_sutta_var	cleaned	cst_code	cst_nikaya	cst_book	cst_section	cst_vagga	cst_sutta	cst_paranum	cst_m_page	cst_v_page	cst_p_page	cst_t_page	cst_file	dpr_code	dpr_link	sc_code	sc_book	sc_vagga	sc_sutta	sc_eng_sutta	sc_blurb	sc_card_link	sc_pali_link	sc_eng_link	sc_file_path	bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_major_section	bjt_book	bjt_minor_section	bjt_vagga	bjt_sutta	status
	Saṃyutta Nikāya	SN	SN11.11-20	dutiyavagga 04			sn1.11.2.1	Saṃyuttanikāyo	Sagāthāvaggo	11. Sakkasaṃyuttaṃ	2. Dutiyavaggo	1. Vatapadasuttaṃ	257	1.0229	1.0263	1.0228	1.0334	romn/s0301m.mul.xml	SN11.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.0.0.0.10.1.0.m	SN11.11	Saṁyutta Nikāya 11.11	2. Dutiyavagga	Vatapadasutta	Vows	Sakka achieved his status because of seven vows he kept in the past.	https://suttacentral.net/sn11.11	https://suttacentral.net/sn11.11/pli/ms	https://suttacentral.net/sn11.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn11/sn11.11_root-pli-ms.json	sn 1. 11. 2. 1.	sn-1-11-2-1	sn-1-7	16	406	0	suttantapiṭake	saṃyuttanikāyo	1. sagāthavaggo	11. sakkasaṃyuttaṃ		2. sattavatavaggo	1. devāsattavatapadasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN11.21-25	tatiyavagga 3			sn1.11.3.1	Saṃyuttanikāyo	Sagāthāvaggo	11. Sakkasaṃyuttaṃ	3. Tatiyavaggo	1. Chetvāsuttaṃ	267	1.0238	1.0274	1.0236	1.0347	romn/s0301m.mul.xml	SN11.21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.0.0.0.10.2.0.m	SN11.21	Saṁyutta Nikāya 11.21	3. Tatiyavagga	Chetvāsutta	Incinerated	Anger is the only thing whose slaying the Buddha commends.	https://suttacentral.net/sn11.21	https://suttacentral.net/sn11.21/pli/ms	https://suttacentral.net/sn11.21/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn11/sn11.21_root-pli-ms.json	sn 1. 11. 3. 1.	sn-1-11-3-1	sn-1-7	16	422	0	suttantapiṭake	saṃyuttanikāyo	1. sagāthavaggo	11. sakkasaṃyuttaṃ		3. sakkapañcakaṃ	1. jhatvāsuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.1-10	buddhavagga 1			sn2.1.1.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	1. Buddhavaggo	1. Paṭiccasamuppādasuttaṃ	1	1.0243	1.0001	2.0001	2.0001	romn/s0302m.mul.xml	SN12.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.0.0.m	SN12.1	Saṁyutta Nikāya 12.1	1. Buddhavagga	Paṭiccasamuppādasutta	Dependent Origination	The famous twelve links of dependent origination are spelled out, showing the origin and cessation of suffering dependent on ignorance.	https://suttacentral.net/sn12.1	https://suttacentral.net/sn12.1/pli/ms	https://suttacentral.net/sn12.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.1_root-pli-ms.json	sn 2. 1. 1. 1.	sn-2-1-1-1	sn-2	17	2	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		1. buddhavaggo	1. paṭiccasamuppādasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.11-20	āhāravagga			sn2.1.2.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	2. Āhāravaggo	1. Āhārasuttaṃ	11	1.0252	1.0012	2.0011	2.0013	romn/s0302m.mul.xml	SN12.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.1.0.m	SN12.11	Saṁyutta Nikāya 12.11	2. Āhāravagga	Āhārasutta	Fuel	The Buddha defines the four kinds of “food” or “nutriment”, which include edible food, contact, intention, and consciousness. These are all produced by craving, and hence connect with dependent origination.	https://suttacentral.net/sn12.11	https://suttacentral.net/sn12.11/pli/ms	https://suttacentral.net/sn12.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.11_root-pli-ms.json	sn 2. 1. 2. 1.	sn-2-1-2-1	sn-2	17	20	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		2. āhāravaggo	1. āhārasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.21-30	dasabalavagga			sn2.1.3.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	3. Dasabalavaggo	1. Dasabalasuttaṃ	21	1.0265	1.0025	2.0027	2.0032	romn/s0302m.mul.xml	SN12.21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.2.0.m	SN12.21	Saṁyutta Nikāya 12.21	3. Dasabalavagga	Dasabalasutta	The Ten Powers	The Buddha’s teaching rests on his possession of ten powers and four grounds for self-confidence.	https://suttacentral.net/sn12.21	https://suttacentral.net/sn12.21/pli/ms	https://suttacentral.net/sn12.21/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.21_root-pli-ms.json	sn 2. 1. 3. 1.	sn-2-1-3-1	sn-2	17	44	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		3. dasabalavaggo	1. dasabalasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.31-40	kaḷārakhattiyavagga			sn2.1.4.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	4. Kaḷārakhattiyavaggo	1. Bhūtasuttaṃ	31	1.0281	1.0042	2.0047	2.0055	romn/s0302m.mul.xml	SN12.31	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.3.0.m	SN12.31	Saṁyutta Nikāya 12.31	4. Kaḷārakhattiyavagga	Bhūtasutta	What Has Come to Be	The Buddha asks Sāriputta to explain a verse from “The Questions of Ajita” in the Parāyana (Snp 5.2). At first, Sāriputta hesitates, but proceeds when the Buddha indicates he is looking for an answer in terms of conditionality.	https://suttacentral.net/sn12.31	https://suttacentral.net/sn12.31/pli/ms	https://suttacentral.net/sn12.31/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.31_root-pli-ms.json	sn 2. 1. 4. 1.	sn-2-1-4-1	sn-2	17	74	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		4. kaḷārakhattiyavaggo	1. bhūtasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.41-50	gahapativagga 2			sn2.1.5.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	5. Gahapativaggo	1. Pañcaverabhayasuttaṃ	41	1.0297	1.006	2.0068	2.0081	romn/s0302m.mul.xml	SN12.41	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.4.0.m	SN12.41	Saṁyutta Nikāya 12.41	5. Gahapativagga	Pañcaverabhayasutta	Dangers and Threats	A noble disciple who is a layperson has eliminated the fear that comes from breaking precepts, possesses the four factors of stream-entry, and understands dependent origination.	https://suttacentral.net/sn12.41	https://suttacentral.net/sn12.41/pli/ms	https://suttacentral.net/sn12.41/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.41_root-pli-ms.json	sn 2. 1. 5. 1.	sn-2-1-5-1	sn-2-1-5	17	106	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		5. gahapativaggo	1. pañcabhayaverabhayasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.51-60	dukkhavagga			sn2.1.6.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	6. Dukkhavaggo	1. Parivīmaṃsanasuttaṃ	51	1.0308	1.0072	2.008	2.0096	romn/s0302m.mul.xml	SN12.51	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.5.0.m	SN12.51	Saṁyutta Nikāya 12.51	6. Dukkhavagga	Parivīmaṁsanasutta	An Inquiry	A mendicant should thoroughly investigate the causes of suffering in accordance with dependent origination. If someone who still has ignorance makes a choice, their consciousness fares on to a suitable state of existence. But one who has eradicated ignorance is detached and is not reborn anywhere.	https://suttacentral.net/sn12.51	https://suttacentral.net/sn12.51/pli/ms	https://suttacentral.net/sn12.51/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.51_root-pli-ms.json	sn 2. 1. 6. 1.	sn-2-1-6-1	sn-2-1-5	17	126	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		6. dukkhavaggo	1. parivīmaṃsanasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.61-70	mahāvagga 04			sn2.1.7.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	7. Mahāvaggo	1. Assutavāsuttaṃ	61	1.0319	1.0083	2.0093	2.0113	romn/s0302m.mul.xml	SN12.61	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.6.0.m	SN12.61	Saṁyutta Nikāya 12.61	7. Mahāvagga	Assutavāsutta	Unlearned	An ignorant person might become free of attachment to their body, but not their mind. Still, it would be better to attach to the body, as it is less changeable than the mind, which jumps about like a monkey.	https://suttacentral.net/sn12.61	https://suttacentral.net/sn12.61/pli/ms	https://suttacentral.net/sn12.61/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.61_root-pli-ms.json	sn 2. 1. 7. 1.	sn-2-1-7-1	sn-2-1-5	17	148	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		7. mahāvaggo	1. assutavantusuttaṃ	ok
	Saṃyutta Nikāya	SN	SN12.71-81	samaṇabrāhmaṇavagga			sn2.1.8.1	Saṃyuttanikāyo	Nidānavaggo	1. Nidānasaṃyuttaṃ	8. Samaṇabrāhmaṇavaggo	1. Jarāmaraṇasuttaṃ	71	1.0348	1.0112	2.0128	2.0157	romn/s0302m.mul.xml	SN12.71	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.0.7.0.m	SN12.71	Saṁyutta Nikāya 12.71	8. Samaṇabrāhmaṇavagga	Jarāmaraṇasutta	Old Age and Death	One who does not understand aging and death is no true ascetic.	https://suttacentral.net/sn12.71	https://suttacentral.net/sn12.71/pli/ms	https://suttacentral.net/sn12.71/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn12/sn12.71_root-pli-ms.json	sn 2. 1. 8. 1.	sn-2-1-8-1	sn-2-1-5	17	200	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	1. abhisamayasaṃyuttaṃ		8. samaṇabrāhmaṇavaggo	1. jarāmaraṇasuttaṃ	ok
	Khuddaka Nikāya	SNP	SNP13-26	cūḷavagga 4	cūḷakavagga		kn5.2.1	Khuddakanikāye	Suttanipātapāḷi		2. Cūḷavaggo	1. Ratanasuttaṃ	224	0.0311	0.0117	0.0038	0.0367	romn/s0505m.mul.xml	SNP13	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.4.0.0.1.0.0.m	SNp2.1	Sutta Nipāta 2.1		Ratanasutta	Gems	The many treasures to be found in the Triple Gem.	https://suttacentral.net/snp2.1	https://suttacentral.net/snp2.1/pli/ms	https://suttacentral.net/snp2.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/snp/vagga2/snp2.1_root-pli-ms.json	snp 2. 1.	kn-snp-2-1	kn-snp-2	29	68	0	khuddakanikāye	khuddakanikāyo		suttanipātapāḷi		2. cullavaggo	1. ratanasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN14.1-10	nānattavagga			sn2.3.1.1	Saṃyuttanikāyo	Nidānavaggo	3. Dhātusaṃyuttaṃ	1. Nānattavaggo	1. Dhātunānattasuttaṃ	85	1.0357	1.0124	2.0139	2.0169	romn/s0302m.mul.xml	SN14.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.2.0.0.m	SN14.1	Saṁyutta Nikāya 14.1	1. Nānattavagga	Dhātunānattasutta	Diversity of Elements	The senses function due to the various different elements of sense experience, namely, the internal sense organ, the external sense stimulus, and consciousness.	https://suttacentral.net/sn14.1	https://suttacentral.net/sn14.1/pli/ms	https://suttacentral.net/sn14.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn14/sn14.1_root-pli-ms.json	sn 2. 2. 1. 1.	sn-2-2-1-1	sn-2-2	17	222	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	2. dhātusaṃyuttaṃ		1. nānattavaggo	1. dhātunānattasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN14.11-22	dutiyavagga 05			sn2.3.2.1	Saṃyuttanikāyo	Nidānavaggo	3. Dhātusaṃyuttaṃ	2. Dutiyavaggo	1. Sattadhātusuttaṃ	95	1.0363	1.0132	2.0149	2.0179	romn/s0302m.mul.xml	SN14.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.2.1.0.m	SN14.11	Saṁyutta Nikāya 14.11	2. Dutiyavagga	Sattadhātusutta	Seven Elements	A rare group of seven elements: light, beauty, the four formless states, and the attainment of cessation. Each of these is known due to the negation of something: light vs. darkness, beauty vs. ugliness, and so on.	https://suttacentral.net/sn14.11	https://suttacentral.net/sn14.11/pli/ms	https://suttacentral.net/sn14.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn14/sn14.11_root-pli-ms.json	sn 2. 2. 2. 1.	sn-2-2-2-1	sn-2-2	17	234	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	2. dhātusaṃyuttaṃ		2. sattadhātuvaggo	1. sattadhātusuttaṃ	ok
	Saṃyutta Nikāya	SN	SN14.23-29	kammapathavagga 1			sn2.3.3.1	Saṃyuttanikāyo	Nidānavaggo	3. Dhātusaṃyuttaṃ	3. Kammapathavaggo	1. Asamāhitasuttaṃ	107	1.0376	1.0149	2.0166	2.0197	romn/s0302m.mul.xml	SN14.23	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.2.2.0.m	SN14.23	Saṁyutta Nikāya 14.23	3. Kammapathavagga	Asamāhitasutta	Lacking Immersion	Those of bad qualities associate together, while those of good qualities associate together.	https://suttacentral.net/sn14.23	https://suttacentral.net/sn14.23/pli/ms	https://suttacentral.net/sn14.23/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn14/sn14.23_root-pli-ms.json	sn 2. 2. 3. 1.	sn-2-2-3-1	sn-2-2	17	258	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	2. dhātusaṃyuttaṃ		3. kammapathavaggo	1. asamāhitasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN14.30-39	catutthavagga 1			sn2.3.4.1	Saṃyuttanikāyo	Nidānavaggo	3. Dhātusaṃyuttaṃ	4. Catutthavaggo	1. Catudhātusuttaṃ	114	1.0379	1.0154	2.0169	2.0202	romn/s0302m.mul.xml	SN14.30	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.2.3.0.m	SN14.30	Saṁyutta Nikāya 14.30	4. Catutthavagga	Catudhātusutta	Four Elements	The four material elements of earth, water, heat, and air. Note that “air” is close in meaning to “wind”.	https://suttacentral.net/sn14.30	https://suttacentral.net/sn14.30/pli/ms	https://suttacentral.net/sn14.30/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn14/sn14.30_root-pli-ms.json	sn 2. 2. 4. 1.	sn-2-2-4-1	sn-2-2	17	264	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	2. dhātusaṃyuttaṃ		4. catudhātuvaggo	1. catudhātusuttaṃ	ok
	Saṃyutta Nikāya	SN	SN15.1-10	paṭhamavagga 06			sn2.4.1.1	Saṃyuttanikāyo	Nidānavaggo	4. Anamataggasaṃyuttaṃ	1. Paṭhamavaggo	1. Tiṇakaṭṭhasuttaṃ	124	1.0386	1.016	2.0177	2.0211	romn/s0302m.mul.xml	SN15.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.3.0.0.m	SN15.1	Saṁyutta Nikāya 15.1	1. Paṭhamavagga	Tiṇakaṭṭhasutta	Grass and Sticks	Transmigration is endless, like the grass and twigs in India.	https://suttacentral.net/sn15.1	https://suttacentral.net/sn15.1/pli/ms	https://suttacentral.net/sn15.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn15/sn15.1_root-pli-ms.json	sn 2. 3. 1. 1.	sn-2-3-1-1	sn-2-2	17	276	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	3. anamataggasaṃyuttaṃ		1. tiṇakaṭṭhavaggo	1. tiṇakaṭṭhasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN15.11-20	dutiyavagga 06			sn2.4.2.1	Saṃyuttanikāyo	Nidānavaggo	4. Anamataggasaṃyuttaṃ	2. Dutiyavaggo	1. Duggatasuttaṃ	134	1.0393	1.0167	2.0186	2.022	romn/s0302m.mul.xml	SN15.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.3.1.0.m	SN15.11	Saṁyutta Nikāya 15.11	2. Dutiyavagga	Duggatasutta	In a Sorry State	When you see someone suffer, know that you too have experienced that.	https://suttacentral.net/sn15.11	https://suttacentral.net/sn15.11/pli/ms	https://suttacentral.net/sn15.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn15/sn15.11_root-pli-ms.json	sn 2. 3. 2. 1.	sn-2-3-2-1	sn-2-2	17	288	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	3. anamataggasaṃyuttaṃ		2. duggatavaggo	1. duggatasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN16.1-13	kassapavagga			sn2.5.2.1	Saṃyuttanikāyo	Nidānavaggo	5. Kassapasaṃyuttaṃ		1. Santuṭṭhasuttaṃ	144	1.0398	1.0173	2.0193	2.0228	romn/s0302m.mul.xml	SN16.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.4.0.0.m	SN16.1	Saṁyutta Nikāya 16.1	1. Kassapavagga	Santuṭṭhasutta	Content	Kassapa is content with robes, alms-food, lodging, and medicines.	https://suttacentral.net/sn16.1	https://suttacentral.net/sn16.1/pli/ms	https://suttacentral.net/sn16.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn16/sn16.1_root-pli-ms.json	sn 2. 4. 1. 1.	sn-2-4-1-1	sn-2-2	17	298	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	4. kassapasaṃyuttaṃ		1. kassapavaggo	1. santuṭṭhisuttaṃ	ok
	Saṃyutta Nikāya	SN	SN17.1-10	paṭhamavagga 07			sn2.6.1.1	Saṃyuttanikāyo	Nidānavaggo	6. Lābhasakkārasaṃyuttaṃ	1. Paṭhamavaggo	1. Dāruṇasuttaṃ	157	1.0423	1.0204	2.0225	2.0265	romn/s0302m.mul.xml	SN17.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.5.0.0.m	SN17.1	Saṁyutta Nikāya 17.1	1. Paṭhamavagga	Dāruṇasutta	Brutal	Material possessions, honor, and praise are terrible things, obstructing spiritual progress.	https://suttacentral.net/sn17.1	https://suttacentral.net/sn17.1/pli/ms	https://suttacentral.net/sn17.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn17/sn17.1_root-pli-ms.json	sn 2. 5. 1. 1.	sn-2-5-1-1	sn-2-5	17	344	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	5. lābhasakkārasaṃyuttaṃ		1. dāruṇavaggo	1. dāruṇasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN17.11-20	dutiyavagga 07			sn2.6.2.1	Saṃyuttanikāyo	Nidānavaggo	6. Lābhasakkārasaṃyuttaṃ	2. Dutiyavaggo	1. Suvaṇṇapātisuttaṃ	167	1.0429	1.021	2.0232	2.0273	romn/s0302m.mul.xml	SN17.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.5.1.0.m	SN17.11	Saṁyutta Nikāya 17.11	2. Dutiyavagga	Suvaṇṇapātisutta	A Gold Cup	Material possessions, honor, and praise are terrible things, which can corrupt the mind even of a pure mendicant.	https://suttacentral.net/sn17.11	https://suttacentral.net/sn17.11/pli/ms	https://suttacentral.net/sn17.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn17/sn17.11_root-pli-ms.json	sn 2. 5. 2. 1.	sn-2-5-2-1	sn-2-5	17	354	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	5. lābhasakkārasaṃyuttaṃ		2. pātivaggo	1. suvaṇṇapātisuttaṃ	ok
	Saṃyutta Nikāya	SN	SN17.21-30	tatiyavagga 4			sn2.6.3.1	Saṃyuttanikāyo	Nidānavaggo	6. Lābhasakkārasaṃyuttaṃ	3. Tatiyavaggo	1. Mātugāmasuttaṃ	170	1.0431	1.0212	2.0234	2.0275	romn/s0302m.mul.xml	SN17.21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.5.2.0.m	SN17.21	Saṁyutta Nikāya 17.21	3. Tatiyavagga	Mātugāmasutta	A Female	Material possessions, honor, and praise can be even more tempting than a woman.	https://suttacentral.net/sn17.21	https://suttacentral.net/sn17.21/pli/ms	https://suttacentral.net/sn17.21/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn17/sn17.21_root-pli-ms.json	sn 2. 5. 3. 1.	sn-2-5-3-1	sn-2-5	17	358	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	5. lābhasakkārasaṃyuttaṃ		3. mātugāmavaggo	1. mātugāmasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN17.31-43	catutthavagga 2			sn2.6.4.1	Saṃyuttanikāyo	Nidānavaggo	6. Lābhasakkārasaṃyuttaṃ	4. Catutthavaggo	1. Bhindisuttaṃ	180	1.0434	1.0216	2.0239	2.0281	romn/s0302m.mul.xml	SN17.31	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.5.3.0.m	SN17.31	Saṁyutta Nikāya 17.31	4. Catutthavagga	Bhindisutta	Schism	Devadatta provoked a schism due to material possessions, honor, and praise.	https://suttacentral.net/sn17.31	https://suttacentral.net/sn17.31/pli/ms	https://suttacentral.net/sn17.31/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn17/sn17.31_root-pli-ms.json	sn 2. 5. 4. 1.	sn-2-5-4-1	sn-2-5	17	366	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	5. lābhasakkārasaṃyuttaṃ		4. saṅghabhedavaggo	1. saṅghabhedasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN18.1-10	paṭhamavagga 08			sn2.7.1.1	Saṃyuttanikāyo	Nidānavaggo	7. Rāhulasaṃyuttaṃ	1. Paṭhamavaggo	1. Cakkhusuttaṃ	188	1.0438	1.022	2.0244	2.0286	romn/s0302m.mul.xml	SN18.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.6.0.0.m	SN18.1	Saṁyutta Nikāya 18.1	1. Paṭhamavagga	Cakkhusutta	The Eye, Etc.	The Buddha answers Rāhula’s request by teaching on the internal sense organs in light of the three characteristics.	https://suttacentral.net/sn18.1	https://suttacentral.net/sn18.1/pli/ms	https://suttacentral.net/sn18.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn18/sn18.1_root-pli-ms.json	sn 2. 6. 1. 1.	sn-2-6-1-1	sn-2-5	17	374	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	6. rāhulasaṃyuttaṃ		1. paṭhamo vaggo	1. cakkhuādisuttaṃ	ok
	Saṃyutta Nikāya	SN	SN18.11-22	dutiyavagga 08			sn2.7.2.1	Saṃyuttanikāyo	Nidānavaggo	7. Rāhulasaṃyuttaṃ	2. Dutiyavaggo	1. Cakkhusuttaṃ	198	1.0442	1.0227	2.0249	2.0292	romn/s0302m.mul.xml	SN18.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.6.1.0.m	SN18.11	Saṁyutta Nikāya 18.11	2. Dutiyavagga	Cakkhusutta	The Eye, Etc.	The Buddha teaches Rāhula about the internal sense organs in light of the three characteristics.	https://suttacentral.net/sn18.11	https://suttacentral.net/sn18.11/pli/ms	https://suttacentral.net/sn18.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn18/sn18.11_root-pli-ms.json	sn 2. 6. 2. 1.	sn-2-6-2-1	sn-2-5	17	382	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	6. rāhulasaṃyuttaṃ		2. dutiyo vaggo	1. cakkhuādisuttaṃ	ok
	Saṃyutta Nikāya	SN	SN19.1-10	paṭhamavagga 09			sn2.8.1.1	Saṃyuttanikāyo	Nidānavaggo	8. Lakkhaṇasaṃyuttaṃ	1. Paṭhamavaggo	1. Aṭṭhisuttaṃ	202	1.0445	1.023	2.0254	2.0297	romn/s0302m.mul.xml	SN19.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.7.0.0.m	SN19.1	Saṁyutta Nikāya 19.1	1. Paṭhamavagga	Aṭṭhisutta	A Skeleton	While walking for alms down Vulture’s Peak, Venerable Moggallāna smiled at something invisible. Later, he told the Buddha it was a skeleton flying through the air, being pecked at by vultures. The Buddha confirmed that the man he had seen had been a butcher in his past life	https://suttacentral.net/sn19.1	https://suttacentral.net/sn19.1/pli/ms	https://suttacentral.net/sn19.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn19/sn19.1_root-pli-ms.json	sn 2. 7. 1. 1.	sn-2-7-1-1	sn-2-5	17	390	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	7. lakkhaṇasaṃyuttaṃ		1. paṭhamo vaggo	1. aṭṭhisaṅkhalikasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN19.11-21	dutiyavagga 09			sn2.8.2.1	Saṃyuttanikāyo	Nidānavaggo	8. Lakkhaṇasaṃyuttaṃ	2. Dutiyavaggo	1. Sasīsakasuttaṃ	212	1.0449	1.0235	2.0258	2.0302	romn/s0302m.mul.xml	SN19.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.1.0.0.7.1.0.m	SN19.11	Saṁyutta Nikāya 19.11	2. Dutiyavagga	Sasīsakasutta	Over His Head		https://suttacentral.net/sn19.11	https://suttacentral.net/sn19.11/pli/ms	https://suttacentral.net/sn19.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn19/sn19.11_root-pli-ms.json	sn 2. 7. 2. 1.	sn-2-7-2-1	sn-2-5	17	398	0	suttantapiṭake	saṃyuttanikāyo	2. nidānavaggo	7. lakkhaṇasaṃyuttaṃ		2. dutiyo vaggo	1. gūthakūpasuttaṃ	ok
