edited	book	book_code	dpd_code	dpd_sutta	dpd_sutta_var	cleaned	cst_code	cst_nikaya	cst_book	cst_section	cst_vagga	cst_sutta	cst_paranum	cst_m_page	cst_v_page	cst_p_page	cst_t_page	cst_file	dpr_code	dpr_link	sc_code	sc_book	sc_vagga	sc_sutta	sc_eng_sutta	sc_blurb	sc_card_link	sc_pali_link	sc_eng_link	sc_file_path	bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_major_section	bjt_book	bjt_minor_section	bjt_vagga	bjt_sutta	status
	Saṃyutta Nikāya	SN	SN54.1-10	ekadhammavagga			sn5.10.1.1	Saṃyuttanikāyo	Mahāvaggo	10. Ānāpānasaṃyuttaṃ	1. Ekadhammavaggo	1. Ekadhammasuttaṃ	977	3.027	3.0381	5.031	5.0393	romn/s0305m.mul.xml	SN54.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.9.0.0.m	SN54.1	Saṁyutta Nikāya 54.1	1. Ekadhammavagga	Ekadhammasutta	One Thing	Breath meditation is very beneficial. It is developed by going into seclusion, establishing mindfulness on the breath, and proceeding through sixteen stages.	https://suttacentral.net/sn54.1	https://suttacentral.net/sn54.1/pli/ms	https://suttacentral.net/sn54.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn54/sn54.1_root-pli-ms.json	sn 5. 10. 1. 1.	sn-5-10-1-1	sn-5-7	21	90	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	10. ānāpānasaṃyuttaṃ		1. ekadhammavaggo	1. ekadhammasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN54.11-20	dutiyavagga 13			sn5.10.2.1	Saṃyuttanikāyo	Mahāvaggo	10. Ānāpānasaṃyuttaṃ	2. Dutiyavaggo	1. Icchānaṅgalasuttaṃ	987	3.0283	3.0395	5.0325	5.0411	romn/s0305m.mul.xml	SN54.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.9.1.0.m	SN54.11	Saṁyutta Nikāya 54.11	2. Dutiyavagga	Icchānaṅgalasutta	Icchānaṅgala	The Buddha goes on a three month retreat, and later says that during that time he mostly practiced breath meditation.	https://suttacentral.net/sn54.11	https://suttacentral.net/sn54.11/pli/ms	https://suttacentral.net/sn54.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn54/sn54.11_root-pli-ms.json	sn 5. 10. 2. 1.	sn-5-10-2-1	sn-5-7	21	112	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	10. ānāpānasaṃyuttaṃ		2. ānanda vaggo	1. icchānaṅgalasuttaṃ	ok
	Khuddaka Nikāya	SNP	SNP55-73	pārāyanavagga			kn5.5.-	Khuddakanikāye	Suttanipātapāḷi		5. Pārāyanavaggo	Vatthugāthā	982	0.0428	0.0224	0.0189	0.0523	romn/s0505m.mul.xml	SNP55	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.4.0.0.4.0.0.m	SNp5.1	Sutta Nipāta 5.1		Vatthugāthā	Introductory Verses	A brahman teacher sends his students to the Buddha to see if the latter is truly awakened.	https://suttacentral.net/snp5.1	https://suttacentral.net/snp5.1/pli/ms	https://suttacentral.net/snp5.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/snp/vagga5/snp5.1_root-pli-ms.json	snp 5. 0.	kn-snp-5-0	kn-snp-5	29	306	0	khuddakanikāye	khuddakanikāyo		suttanipātapāḷi		5. pārāyanavaggo	vatthugāthā	ok
	Saṃyutta Nikāya	SN	SN55.1-10	veḷudvāravagga			sn5.11.1.1	Saṃyuttanikāyo	Mahāvaggo	11. Sotāpattisaṃyuttaṃ	1. Veḷudvāravaggo	1. Cakkavattirājasuttaṃ	997	3.0297	3.0409	5.0341	5.0427	romn/s0305m.mul.xml	SN55.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.10.0.0.m	SN55.1	Saṁyutta Nikāya 55.1	1. Veḷudvāravagga	Cakkavattirājasutta	A Wheel-Turning Monarch	Even a universal monarch may have a bad rebirth, but someone who has the four factors of stream-entry—experiential faith in the Buddha, the teaching, and the Saṅgha, and ethical conduct—is freed from such destinies.	https://suttacentral.net/sn55.1	https://suttacentral.net/sn55.1/pli/ms	https://suttacentral.net/sn55.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn55/sn55.1_root-pli-ms.json	sn 5. 11. 1. 1.	sn-5-11-1-1	sn-5-11	21	138	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	11. sotāpattisaṃyuttaṃ		1. veḷudvāravaggo	1. rājasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN55.11-20	rājakārāmavagga			sn5.11.2.1	Saṃyuttanikāyo	Mahāvaggo	11. Sotāpattisaṃyuttaṃ	2. Rājakārāmavaggo	1. Sahassabhikkhunisaṅghasuttaṃ	1007	3.0314	3.0426	5.036	5.0451	romn/s0305m.mul.xml	SN55.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.10.1.0.m	SN55.11	Saṁyutta Nikāya 55.11	2. Rājakārāmavagga	Sahassabhikkhunisaṅghasutta	A Saṅgha of a Thousand Nuns	The Buddha teaches a thousand nuns the four factors of stream-entry.	https://suttacentral.net/sn55.11	https://suttacentral.net/sn55.11/pli/ms	https://suttacentral.net/sn55.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn55/sn55.11_root-pli-ms.json	sn 5. 11. 2. 1.	sn-5-11-2-1	sn-5-11	21	168	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	11. sotāpattisaṃyuttaṃ		2. rājakārāmavaggo	1. sahassasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN55.21-30	saraṇānivagga			sn5.11.3.1	Saṃyuttanikāyo	Mahāvaggo	11. Sotāpattisaṃyuttaṃ	3. Saraṇānivaggo	1. Paṭhamamahānāmasuttaṃ	1017	3.0321	3.0433	5.0368	5.0462	romn/s0305m.mul.xml	SN55.21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.10.2.0.m	SN55.21	Saṁyutta Nikāya 55.21	3. Saraṇānivagga	Paṭhamamahānāmasutta	With Mahānāma (1st)	Mahānāma the Sakyan expresses his fear that if he dies unmindful he may go to a bad rebirth. The Buddha tells him not to fear, as he will definitely go to a good place, since he has long practiced the Dhamma.	https://suttacentral.net/sn55.21	https://suttacentral.net/sn55.21/pli/ms	https://suttacentral.net/sn55.21/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn55/sn55.21_root-pli-ms.json	sn 5. 11. 3. 1.	sn-5-11-3-1	sn-5-11	21	182	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	11. sotāpattisaṃyuttaṃ		3. sarakānivaggo	1. mahānāmasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN55.31-40	puññābhisandavagga 1			sn5.11.4.1	Saṃyuttanikāyo	Mahāvaggo	11. Sotāpattisaṃyuttaṃ	4. Puññābhisandavaggo	1. Paṭhamapuññābhisandasuttaṃ	1027	3.0341	3.0453	5.039	5.0492	romn/s0305m.mul.xml	SN55.31	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.10.3.0.m	SN55.31	Saṁyutta Nikāya 55.31	4. Puññābhisandavagga	Paṭhamapuññābhisandasutta	Overflowing Merit (1st)	The four factors of stream-entry—with ethics as the fourth—are streams of merit.	https://suttacentral.net/sn55.31	https://suttacentral.net/sn55.31/pli/ms	https://suttacentral.net/sn55.31/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn55/sn55.31_root-pli-ms.json	sn 5. 11. 4. 1.	sn-5-11-4-1	sn-5-11	21	218	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	11. sotāpattisaṃyuttaṃ		4. puññābhisandavaggo	1. abhisandasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN55.41-50	sagāthakapuññābhisandavagga			sn5.11.5.1	Saṃyuttanikāyo	Mahāvaggo	11. Sotāpattisaṃyuttaṃ	5. Sagāthakapuññābhisandavaggo	1. Paṭhamaabhisandasuttaṃ	1037	3.0348	3.0461	5.0399	5.0502	romn/s0305m.mul.xml	SN55.41	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.10.4.0.m	SN55.41	Saṁyutta Nikāya 55.41	5. Sagāthakapuññābhisandavagga	Paṭhamaabhisandasutta	Overflowing Merit (1st)	The four factors of stream-entry—with ethics as the fourth—are streams of merit, and like the ocean cannot be counted. With verses.	https://suttacentral.net/sn55.41	https://suttacentral.net/sn55.41/pli/ms	https://suttacentral.net/sn55.41/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn55/sn55.41_root-pli-ms.json	sn 5. 11. 5. 1.	sn-5-11-5-1	sn-5-11	21	232	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	11. sotāpattisaṃyuttaṃ		5. sagātha puññābhisandavaggo	1. asaṅkheyyasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN55.51-61	sappaññavagga			sn5.11.6.1	Saṃyuttanikāyo	Mahāvaggo	11. Sotāpattisaṃyuttaṃ	6. Sappaññavaggo	1. Sagāthakasuttaṃ	1047	3.0354	3.0468	5.0404	5.0509	romn/s0305m.mul.xml	SN55.51	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.10.5.0.m	SN55.51	Saṁyutta Nikāya 55.51	6. Sappaññavagga	Sagāthakasutta	With Verses	A noble disciple with the four factors of stream-entry is a stream-enterer. With verses.	https://suttacentral.net/sn55.51	https://suttacentral.net/sn55.51/pli/ms	https://suttacentral.net/sn55.51/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn55/sn55.51_root-pli-ms.json	sn 5. 11. 6. 1.	sn-5-11-6-1	sn-5-11	21	242	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	11. sotāpattisaṃyuttaṃ		6. sappaññavaggo	1. sagāthakasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN55.62-74	mahāpaññavagga			sn5.11.7.1	Saṃyuttanikāyo	Mahāvaggo	11. Sotāpattisaṃyuttaṃ	7. Mahāpaññavaggo	1. Mahāpaññāsuttaṃ	1058	3.036	3.0475	5.0411	5.0517	romn/s0305m.mul.xml	SN55.62	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.10.6.0.m	SN55.62	Saṁyutta Nikāya 55.62	7. Mahāpaññavagga	Mahāpaññāsutta	Great Wisdom		https://suttacentral.net/sn55.62	https://suttacentral.net/sn55.62/pli/ms	https://suttacentral.net/sn55.62/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn55/sn55.62_root-pli-ms.json	sn 5. 11. 7. 1.	sn-5-11-7-1	sn-5-11	21	256	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	11. sotāpattisaṃyuttaṃ		7. mahāpaññavaggo	1. mahāpaññasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.1-10	samādhivagga			sn5.12.1.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	1. Samādhivaggo	1. Samādhisuttaṃ	1071	3.0362	3.0477	5.0413	5.0519	romn/s0305m.mul.xml	SN56.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.0.0.m	SN56.1	Saṁyutta Nikāya 56.1	1. Samādhivagga	Samādhisutta	Immersion	Mendicants should develop immersion so as to understand the four noble truths: suffering, its origin, its cessation, and the path.	https://suttacentral.net/sn56.1	https://suttacentral.net/sn56.1/pli/ms	https://suttacentral.net/sn56.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.1_root-pli-ms.json	sn 5. 12. 1. 1.	sn-5-12-1-1	sn-5-12	21	260	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		1. samādhivaggo	1. samādhisuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.11-20	dhammacakkappavattanavagga			sn5.12.2.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	2. Dhammacakkappavattanavaggo	1. Dhammacakkappavattanasuttaṃ	1081	3.0368	3.0484	5.042	5.0527	romn/s0305m.mul.xml	SN56.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.1.0.m	SN56.11	Saṁyutta Nikāya 56.11	2. Dhammacakkappavattanavagga	Dhammacakkappavattanasutta	Rolling Forth the Wheel of Dhamma	The famous first discourse, taught at Varanasi to the group of five ascetics. It begins by rejecting the extremes of asceticism and indulgence and recommends the middle way of the eightfold path. Then it defines the four noble truths and analyzes them in twelve aspects. It ends with Venerable Kondañña becoming the first person apart from the Buddha to realize the Dhamma.	https://suttacentral.net/sn56.11	https://suttacentral.net/sn56.11/pli/ms	https://suttacentral.net/sn56.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.11_root-pli-ms.json	sn 5. 12. 2. 1.	sn-5-12-2-1	sn-5-12	21	270	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		2. dhammacakkappavattanavaggo	1. dhammacakkappavattanasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.21-30	koṭigāmavagga			sn5.12.3.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	3. Koṭigāmavaggo	1. Paṭhamakoṭigāmasuttaṃ	1091	3.0377	3.0494	5.0431	5.054	romn/s0305m.mul.xml	SN56.21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.2.0.m	SN56.21	Saṁyutta Nikāya 56.21	3. Koṭigāmavagga	Paṭhamakoṭigāmasutta	At the Village of Koṭi (1st)	It is because of not understanding the four noble truths that both the Buddha and others have wandered for so long in transmigration. With verses.	https://suttacentral.net/sn56.21	https://suttacentral.net/sn56.21/pli/ms	https://suttacentral.net/sn56.21/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.21_root-pli-ms.json	sn 5. 12. 3. 1.	sn-5-12-3-1	sn-5-12	21	286	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		3. koṭigāmavaggo	1. koṭigāmasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.31-40	sīsapāvanavagga			sn5.12.4.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	4. Sīsapāvanavaggo	1. Sīsapāvanasuttaṃ	1101	3.0382	3.05	5.0437	5.0547	romn/s0305m.mul.xml	SN56.31	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.3.0.m	SN56.31	Saṁyutta Nikāya 56.31	4. Sīsapāvanavagga	Sīsapāvanasutta	In a Rosewood Forest	In a siṁsapā grove, the Buddha holds up a handful of leaves, and compares it to all the leaves in the forest. So too, he has taught the four noble truths, which is only a fraction of what he knows.	https://suttacentral.net/sn56.31	https://suttacentral.net/sn56.31/pli/ms	https://suttacentral.net/sn56.31/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.31_root-pli-ms.json	sn 5. 12. 4. 1.	sn-5-12-4-1	sn-5-12	21	294	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		4. sīsapāvanavaggo	1. siṃsapāsuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.41-50	papātavagga			sn5.12.5.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	5. Papātavaggo	1. Lokacintāsuttaṃ	1111	3.039	3.0508	5.0446	5.0557	romn/s0305m.mul.xml	SN56.41	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.4.0.m	SN56.41	Saṁyutta Nikāya 56.41	5. Papātavagga	Lokacintāsutta	Speculation About the World	The Buddha tells the curious tale of a man who sat by a lotus pond to speculate about the world, and saw an army enter a lotus stalk. He thought he was going mad. The Buddha said that no, the army was real. Nevertheless, you should not speculate about such things, but should reflect on the four noble truths.	https://suttacentral.net/sn56.41	https://suttacentral.net/sn56.41/pli/ms	https://suttacentral.net/sn56.41/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.41_root-pli-ms.json	sn 5. 12. 5. 1.	sn-5-12-5-1	sn-5-12	21	306	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		5. papātavaggo	1. cintāsuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.51-60	abhisamayavagga			sn5.12.6.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	6. Abhisamayavaggo	1. Nakhasikhasuttaṃ	1121	3.0399	3.0518	5.0459	5.0571	romn/s0305m.mul.xml	SN56.51	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.5.0.m	SN56.51	Saṁyutta Nikāya 56.51	6. Abhisamayavagga	Nakhasikhāsutta	A Fingernail	As a bit of dirt under a nail compared to the whole earth, so is the suffering remaining to one who has seen the four noble truths.	https://suttacentral.net/sn56.51	https://suttacentral.net/sn56.51/pli/ms	https://suttacentral.net/sn56.51/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.51_root-pli-ms.json	sn 5. 12. 6. 1.	sn-5-12-6-1	sn-5-12	21	324	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		6. abhisamayavaggo	1. nakhasikhāsuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.61-70	paṭhamaāmakadhaññapeyyālavagga			sn5.12.7.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	7. Paṭhamaāmakadhaññapeyyālavaggo	1. Aññatrasuttaṃ	1131	3.0404	3.0523	5.0465	5.0577	romn/s0305m.mul.xml	SN56.61	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.6.0.m	SN56.61	Saṁyutta Nikāya 56.61	7. Paṭhamaāmakadhaññapeyyālavagga	Aññatrasutta	Not Human		https://suttacentral.net/sn56.61	https://suttacentral.net/sn56.61/pli/ms	https://suttacentral.net/sn56.61/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.61_root-pli-ms.json	sn 5. 12. 7. 1.	sn-5-12-7-1	sn-5-12	21	332	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		7. āmakadhaññapeyyālavaggo	1. aññatrasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.71-80	dutiyaāmakadhaññapeyyālavagga			sn5.12.8.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	8. Dutiyaāmakadhaññapeyyālavaggo	1. Pāṇātipātasuttaṃ	1141	3.0406	3.0526	5.0468	5.058	romn/s0305m.mul.xml	SN56.71	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.7.0.m	SN56.71	Saṁyutta Nikāya 56.71	8. Dutiyaāmakadhaññapeyyālavagga	Pāṇātipātasutta	Killing Living Creatures		https://suttacentral.net/sn56.71	https://suttacentral.net/sn56.71/pli/ms	https://suttacentral.net/sn56.71/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.71_root-pli-ms.json	sn 5. 12. 8. 1.	sn-5-12-8-1	sn-5-12	21	338	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		8. dutiya āmakadhaññapeyyālavaggo	1. pāṇātipātasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.81-90	tatiyaāmakadhaññapeyyālavagga			sn5.12.9.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	9. Tatiyaāmakadhaññapeyyālavaggo	1. Naccagītasuttaṃ	1151	3.0408	3.0528	5.047	5.0582	romn/s0305m.mul.xml	SN56.81	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.8.0.m	SN56.81	Saṁyutta Nikāya 56.81	9. Tatiyaāmakadhaññapeyyālavagga	Naccagītasutta	Dancing and Singing		https://suttacentral.net/sn56.81	https://suttacentral.net/sn56.81/pli/ms	https://suttacentral.net/sn56.81/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.81_root-pli-ms.json	sn 5. 12. 9. 1.	sn-5-12-9-1	sn-5-12	21	342	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		9. tatiya āmakadhaññapeyyālavaggo	1. naccagītasuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.91-101	catutthaāmakadhaññapeyyālavagga			sn5.12.10.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	10. Catutthaāmakadhaññapeyyālavaggo	1. Khettavatthusuttaṃ	1161	3.041	3.0531	5.0472	5.0584	romn/s0305m.mul.xml	SN56.91	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.9.0.m	SN56.91	Saṁyutta Nikāya 56.91	10. Catutthaāmakadhaññapeyyālavagga	Khettavatthusutta	Fields and Land		https://suttacentral.net/sn56.91	https://suttacentral.net/sn56.91/pli/ms	https://suttacentral.net/sn56.91/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.91_root-pli-ms.json	sn 5. 12. 10. 1.	sn-5-12-10-1	sn-5-12	21	346	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		10. catuttha āmakadhaññapeyyālavaggo	1. khettavatthusuttaṃ	ok
	Saṃyutta Nikāya	SN	SN56.102-131	pañcagatipeyyālavagga	gativagga		sn5.12.11.1	Saṃyuttanikāyo	Mahāvaggo	12. Saccasaṃyuttaṃ	11. Pañcagatipeyyālavaggo	1. Manussacutinirayasuttaṃ	1172	3.0412	3.0533	5.0474	5.0586	romn/s0305m.mul.xml	SN56.102	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.11.10.0.m	SN56.102	Saṁyutta Nikāya 56.102	11. Pañcagatipeyyālavagga	Manussacutinirayasutta	Passing Away as Humans and Reborn in Hell		https://suttacentral.net/sn56.102	https://suttacentral.net/sn56.102/pli/ms	https://suttacentral.net/sn56.102/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn56/sn56.102_root-pli-ms.json	sn 5. 12. 11. 1.	sn-5-12-11-1	sn-5-12	21	350	0	suttantapiṭake	saṃyuttanikāyo	5. mahāvaggo	12. saccasaṃyuttaṃ		11. pañcagatipeyyālavaggo	1. manussacutisuttaṃ	ok
	Aṅguttara Nikāya	AN	AN2.1-10	kammakaraṇavagga			an2.1.1.1	Aṅguttaranikāyo	Dukanipātapāḷi	1. Paṭhamapaṇṇāsakaṃ	1. Kammakaraṇavaggo	1. Vajjasuttaṃ	1	1.0049	1.0063	1.0047	1.0061	romn/s0402m1.mul.xml	AN2.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=a.1.0.0.0.0.0.m	AN2.1-10	Aṅguttara Nikāya 2	1. Kammakaraṇavagga		The Chapter on Punishments		https://suttacentral.net/an2.1	https://suttacentral.net/an2.1-10/pli/ms	https://suttacentral.net/an2.1-10/en/sujato	sc_bilara_data/root/pli/ms/sutta/an/an3/an3.1_root-pli-ms.json	an 2. 1. 1. 1.	an-2-1-1-1	an-2	22	96	0	suttantapiṭake	aṅguttaranikāyo	paṭhamo bhāgo	2. dukanipāto	1. paṭhamo paṇṇāsako	1. vassūpanāyikāvaggo	1. vajjasuttaṃ	ok
	Aṅguttara Nikāya	AN	AN3.1-10	bālavagga 4			an3.1.1.1	Aṅguttaranikāyo	Tikanipātapāḷi	1. Paṭhamapaṇṇāsakaṃ	1. Bālavaggo	1. Bhayasuttaṃ	1	1.0099	1.0123	1.0101	1.0127	romn/s0402m2.mul.xml	AN3.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=a.2.0.0.0.0.0.m	an3.1	Aṅguttara Nikāya 3.1	1. Bālavagga	Bhayasutta	Perils	Fools are dangerous, but the wise are safe.	https://suttacentral.net/an3.1	https://suttacentral.net/an3.1/pli/ms	https://suttacentral.net/an3.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/an/an3/an3.1_root-pli-ms.json	an 3. 1. 1. 1.	an-3-1-1-1	an-3	22	196	0	suttantapiṭake	aṅguttaranikāyo	paṭhamo bhāgo	3. tikanipāto	1. paṭhamo paṇṇāsako	1. bālavaggo	3. 1. 1. 1.	ok
	Aṅguttara Nikāya	AN	AN3.11-20	rathakāravagga			an3.1.2.1	Aṅguttaranikāyo	Tikanipātapāḷi	1. Paṭhamapaṇṇāsakaṃ	2. Rathakāravaggo	1. Ñātasuttaṃ	11	1.0104	1.0128	1.0105	1.0133	romn/s0402m2.mul.xml	AN3.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=a.2.0.0.0.1.0.m	an3.11	Aṅguttara Nikāya 3.11	2. Rathakāravagga	Ñātasutta	Well-known	What well-known mendicants should encourage.	https://suttacentral.net/an3.11	https://suttacentral.net/an3.11/pli/ms	https://suttacentral.net/an3.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/an/an3/an3.11_root-pli-ms.json	an 3. 1. 2. 1.	an-3-1-2-1	an-3	22	204	0	suttantapiṭake	aṅguttaranikāyo	paṭhamo bhāgo	3. tikanipāto	1. paṭhamo paṇṇāsako	2. rathakāravaggo	3. 1. 2. 1.	ok
	Aṅguttara Nikāya	AN	AN3.21-30	puggalavagga 2			an3.1.3.1	Aṅguttaranikāyo	Tikanipātapāḷi	1. Paṭhamapaṇṇāsakaṃ	3. Puggalavaggo	1. Samiddhasuttaṃ	21	1.0116	1.014	1.0118	1.0148	romn/s0402m2.mul.xml	AN3.21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=a.2.0.0.0.2.0.m	an3.21	Aṅguttara Nikāya 3.21	3. Puggalavagga	Samiddhasutta	With Saviṭṭha	Of various individuals on the path, which is best?	https://suttacentral.net/an3.21	https://suttacentral.net/an3.21/pli/ms	https://suttacentral.net/an3.21/en/sujato	sc_bilara_data/root/pli/ms/sutta/an/an3/an3.21_root-pli-ms.json	an 3. 1. 3. 1.	an-3-1-3-1	an-3	22	222	0	suttantapiṭake	aṅguttaranikāyo	paṭhamo bhāgo	3. tikanipāto	1. paṭhamo paṇṇāsako	3. puggalavaggo	3. 1. 3. 1.	ok
	Aṅguttara Nikāya	AN	AN3.31-40	devadūtavagga			an3.1.4.1	Aṅguttaranikāyo	Tikanipātapāḷi	1. Paṭhamapaṇṇāsakaṃ	4. Devadūtavaggo	1. Sabrahmakasuttaṃ	31	1.013	1.0155	1.0131	1.0167	romn/s0402m2.mul.xml	AN3.31	https://www.digitalpalireader.online/_dprhtml/index.html?loc=a.2.0.0.0.3.0.m	an3.31	Aṅguttara Nikāya 3.31	4. Devadūtavagga	Sabrahmakasutta	With Divinity	Parents should be honored like Brahmā.	https://suttacentral.net/an3.31	https://suttacentral.net/an3.31/pli/ms	https://suttacentral.net/an3.31/en/sujato	sc_bilara_data/root/pli/ms/sutta/an/an3/an3.31_root-pli-ms.json	an 3. 1. 4. 1.	an-3-1-4-1	an-3	22	244	0	suttantapiṭake	aṅguttaranikāyo	paṭhamo bhāgo	3. tikanipāto	1. paṭhamo paṇṇāsako	4. devadūtavaggo	3. 1. 4. 1.	ok
