book	book_code	dpd_code	bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_major_section	bjt_book	bjt_minor_section	bjt_vagga	bjt_sutta
Aṅguttara Nikāya	AN		an 5. 4. 4. 1.	an-5-4-4-1	an-5-4	24	356	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	4. catuttho paṇṇāsako	4. āraññakavaggo	1. āraññaka suttaṃ
Aṅguttara Nikāya	AN		an 5. 4. 5. 1.	an-5-4-5-1	an-5-4	24	362	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	4. catuttho paṇṇāsako	5. soṇavaggo	1. soṇa suttaṃ
Aṅguttara Nikāya	AN		an 5. 5. 1. 1.	an-5-5-1-1	an-5-5	24	398	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	5. pañcamapaṇṇāsakaṃ	1. kimbilavaggo	1. kimbilasuttaṃ
Aṅguttara Nikāya	AN		an 5. 5. 2. 1.	an-5-5-2-1	an-5-5	24	406	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	5. pañcamapaṇṇāsakaṃ	2. akkosakavaggo	1. akkosakasuttaṃ
Aṅguttara Nikāya	AN		an 5. 5. 3. 1.	an-5-5-3-1	an-5-5	24	416	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	5. pañcamapaṇṇāsakaṃ	3. dīghacārika vaggo	1. paṭhamadīghacārika suttaṃ
Aṅguttara Nikāya	AN		an 5. 5. 4. 1.	an-5-5-4-1	an-5-5	24	426	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	5. pañcamapaṇṇāsakaṃ	4. āvāsikavaggo	1. abhāvanīya suttaṃ
Aṅguttara Nikāya	AN		an 5. 5. 5. 1.	an-5-5-5-1	an-5-5	24	436	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	5. pañcamapaṇṇāsakaṃ	5. duccarita vaggo	1. duccaritasuttaṃ
Aṅguttara Nikāya	AN		an 5. 6. 1. 1.	an-5-6-1-1	an-5-5	24	444	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	6. chaṭṭhapaṇṇāsakaṃ	1. upasampadāvaggo	1. upasampādetabbasuttaṃ
Aṅguttara Nikāya	AN		an 5. 6. 1. 18-21.	an-5-6-1-1	an-5-5	24	454	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	6. chaṭṭhapaṇṇāsakaṃ	vaggātireka suttāni	18. bhattuddesaka suttaṃ
Aṅguttara Nikāya	AN		an 5. 6. 1. 18-21.	an-5-6-1-1	an-5-5	24	466	0	suttantapiṭake	aṅguttaranikāyo	tatiyo bhāgo	5. pañcakanipāto	6. chaṭṭhapaṇṇāsakaṃ	rāgādipeyyālaṃ	18. rāgādipeyyālasuttāni
Aṅguttara Nikāya	AN		an 6. 1. 1. 1.	an-6-1-1-1	an-6	25	2	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	1. paṭhamo paṇṇāsako	1. āhuneyyavaggo	1. paṭhamāhuneyyasuttaṃ
Aṅguttara Nikāya	AN		an 6. 1. 2. 1.	an-6-1-2-1	an-6	25	18	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	1. paṭhamo paṇṇāsako	2. sārāṇīyavaggo	1. paṭhama sārāṇīyasuttaṃ
Aṅguttara Nikāya	AN		an 6. 1. 3. 1.	an-6-1-3-1	an-6	25	50	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	1. paṭhamo paṇṇāsako	3. anuttariya vaggo	1. sāmagāmaka suttaṃ
Aṅguttara Nikāya	AN		an 6. 5. 4. 1.	an-6-5-4-1	an-6	25	82	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	1. paṭhamo paṇṇāsako	4. devatā vaggo	1. sekha suttaṃ
Aṅguttara Nikāya	AN		an 6. 1. 5. 1.	an-6-1-5-1	an-6	25	106	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	1. paṭhamo paṇṇāsako	5. dhammika vaggo	1. nāga suttaṃ
Aṅguttara Nikāya	AN		an 6. 2. 1. 1.	an-6-2-1-1	an-6-2	25	152	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	2. dutiyo paṇṇāsako	mahāvaggo	1. soṇa suttaṃ
Aṅguttara Nikāya	AN		an 6. 2. 2. 1.	an-6-2-2-1	an-6-2	25	218	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	2. dutiyo paṇṇāsako	2. anāgāmī vaggo	1. anāgāmiphala suttaṃ
Aṅguttara Nikāya	AN		an 6. 2. 3. 1.	an-6-2-3-1	an-6-2	25	232	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	2. dutiyo paṇṇāsako	3. arahatta vaggo	1. dukkha suttaṃ
Aṅguttara Nikāya	AN		an 6. 2. 4. 1.	an-6-2-4-1	an-6-2	25	242	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	2. dutiyo paṇṇāsako	4. sīti vaggo	1. sītibhāva suttaṃ
Aṅguttara Nikāya	AN		an 6. 2. 5. 1.	an-6-2-5-1	an-6-2	25	252	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	2. dutiyo paṇṇāsako	5. ānisaṃsa vaggo	1. pātubhāva suttaṃ
Aṅguttara Nikāya	AN		an 6. 1. 1.	an-6-1-1	an-6-2	25	260	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	3. paṇṇāsakātireka vaggā	1. tika vaggo	1. rāga suttaṃ
Aṅguttara Nikāya	AN		an 6. 2. 1.	an-6-2-1	an-6-2	25	268	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	6. chakkanipāto	3. paṇṇāsakātireka vaggā	2. sāmaññavaggo	1. kāyānupassī suttaṃ
Aṅguttara Nikāya	AN		an 7. 1. 1. 1.	an-7-1-1-1	an-7	25	278	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	1. paṭhamo paṇṇāsako	1. dhana vaggo	1. paṭhama piyabhikkhu suttaṃ
Aṅguttara Nikāya	AN		an 7. 1. 2. 1.	an-7-1-2-1	an-7	25	292	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	1. paṭhamo paṇṇāsako	2. anusayavaggo	1. anusaya suttaṃ
Aṅguttara Nikāya	AN		an 7. 1. 3. 1.	an-7-1-3-1	an-7	25	304	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	1. paṭhamo paṇṇāsako	3. vajjisattaka vaggo	1. sārandada suttaṃ
Aṅguttara Nikāya	AN		an 7. 1. 4. 1.	an-7-1-4-1	an-7	25	324	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	1. paṭhamo paṇṇāsako	4 devatā vaggo	1. appamādagārava suttaṃ
Aṅguttara Nikāya	AN		an 7. 1. 5. 1.	an-7-1-5-1	an-7	25	342	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	1. paṭhamo paṇṇāsako	5. mahāyaññā vaggo	1. viññāṇaṭṭhiti suttaṃ
Aṅguttara Nikāya	AN		an 7. 2. 1. 1.	an-7-2-1-1	an-7-2	25	380	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	2. dutiyo paṇṇāsako	1. abyākata vaggo	1. abyākatavatthu suttaṃ
Aṅguttara Nikāya	AN		an 7. 2. 2. 1.	an-7-2-2-1	an-7-2	25	426	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	2. dutiyo paṇṇāsako	2. mahāvaggo	1. hirottappa suttaṃ
Aṅguttara Nikāya	AN		an 7. 2. 3. 1.	an-7-2-3-1	an-7-2	25	482	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	2. dutiyo paṇṇāsako	3. vinaya vaggo	1. paṭhama vinayadhara suttaṃ
Aṅguttara Nikāya	AN		an 7. 2. 4. 1.	an-7-2-4-1	an-7-2	25	490	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	2. dutiyo paṇṇāsako	4. samaṇavaggo	1. bhikkhudhamma suttaṃ
Aṅguttara Nikāya	AN		an 7. 2. 5. 1.	an-7-2-5-1	an-7-2	25	494	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	2. dutiyo paṇṇāsako	5 āhuneyyavaggo	1. cakkhu aniccānupassī suttaṃ
Aṅguttara Nikāya	AN		an 7. 2. 5. 9-520.	an-7-2-5-1	an-7-2	25	500	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	7. sattakanipāto	2. dutiyo paṇṇāsako	rāgādipeyyālasuttāni	1. rāgādipeyyāla suttāni
Aṅguttara Nikāya	AN		an 8. 1. 1. 1.	an-8-1-1-1	an-8	26	2	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	1. paṭhamo paṇṇāsako	1. mettāvaggo	1. mettānisaṃsa suttaṃ
Aṅguttara Nikāya	AN		an 8. 1. 2. 1.	an-8-1-2-1	an-8	26	40	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	1. paṭhamo paṇṇāsako	2. mahāvaggo	1. verañja suttaṃ
Aṅguttara Nikāya	AN		an 8. 1. 3. 1.	an-8-1-3-1	an-8	26	100	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	1. paṭhamo paṇṇāsako	3. gahapativaggo	1. vesālikaugga suttaṃ
Aṅguttara Nikāya	AN		an 8. 1. 4. 1.	an-8-1-4-1	an-8	26	150	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	1. paṭhamo paṇṇāsako	4. dānavaggo	1. dāna suttaṃ
Aṅguttara Nikāya	AN		an 8. 1. 5. 1.	an-8-1-5-1	an-8	26	174	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	1. paṭhamo paṇṇāsako	5. uposathavaggo	1. saṅkhitta aṭṭhaṅguposatha suttaṃ
Aṅguttara Nikāya	AN		an 8. 2. 6. 1.	an-8-2-6-1	an-8-2	26	220	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	2. dutiyo paṇṇāsako	6. gotamīvaggo	1. gotamī suttaṃ
Aṅguttara Nikāya	AN		an 8. 2. 7. 1.	an-8-2-7-1	an-8-2	26	258	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	2. dutiyo paṇṇāsako	7. cāpālavaggo	1. lābhicchā suttaṃ
Aṅguttara Nikāya	AN		an 8. 2. 8. 1.	an-8-2-8-1	an-8-2	26	298	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	2. dutiyo paṇṇāsako	8. yamakavaggo	1. paṭhama samantapāsādika suttaṃ
Aṅguttara Nikāya	AN		an 8. 2. 9. 1.	an-8-2-9-1	an-8-2	26	340	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	2. dutiyo paṇṇāsako	9. sativaggo	1. satisampajañña suttaṃ
Aṅguttara Nikāya	AN		an 8. 2. 10. 1-27.	an-8-2-10-1	an-8-2	26	362	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	8. aṭṭhakanipāto	2. dutiyo paṇṇāsako	11. rāgādipeyyālaṃ	8. 2. 10. 1-27.
Aṅguttara Nikāya	AN		an 9. 1. 1. 1.	an-9-1-1-1	an-9	26	366	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	1. paṭhamo paṇṇāsako	1. sambodhivaggo	1. sambodhipakkhiya suttaṃ
Aṅguttara Nikāya	AN		an 9. 1. 2. 1.	an-9-1-2-1	an-9	26	402	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	1. paṭhamo paṇṇāsako	2. sīhanādavaggo	1. sāriputta sīhanāda suttaṃ
Aṅguttara Nikāya	AN		an 9. 1. 3. 1.	an-9-1-3-1	an-9	26	440	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	1. paṭhamo paṇṇāsako	3. sattāvāsavaggo	1. ṭhāna suttaṃ
Aṅguttara Nikāya	AN		an 9. 1. 4. 1.	an-9-1-4-1	an-9	26	466	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	1. paṭhamo paṇṇāsako	4. mahāvaggo	1. anupubbavihāra suttaṃ
Aṅguttara Nikāya	AN		an 9. 1. 5. 1.	an-9-1-5-1	an-9	26	532	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	1. paṭhamo paṇṇāsako	5. sāmaññavaggo	1. sambādha suttaṃ
Aṅguttara Nikāya	AN		an 9. 2. 1. 1.	an-9-2-1-1	an-9	26	546	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	2. dutiyo paṇṇāsako	1. khemavaggo	1. khema suttaṃ
Aṅguttara Nikāya	AN		an 9. 2. 2. 1.	an-9-2-2-1	an-9	26	552	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	2. dutiyo paṇṇāsako	2. satipaṭṭhānavaggo	1. sikkhādubbalya satipaṭṭhāna suttaṃ
Aṅguttara Nikāya	AN		an 9. 2. 3. 1.	an-9-2-3-1	an-9	26	562	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	2. dutiyo paṇṇāsako	3. sammappadhānavaggo	1. sikkhādubbalyasammappadhāna suttaṃ
Aṅguttara Nikāya	AN		an 9. 2. 4. 1.	an-9-2-4-1	an-9	26	566	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	2. dutiyo paṇṇāsako	4. iddhipādavaggo	1. sikkhādubbalya iddhipāda suttaṃ
Aṅguttara Nikāya	AN		an 9. 2. 5. 1.	an-9-2-5-1	an-9	26	570	0	suttantapiṭake	aṅguttaranikāyo	catuttho bhāgo	9. navakanipāto	2. dutiyo paṇṇāsako	5. rāgādipeyyālaṃ	1. navasaññā suttaṃ
Aṅguttara Nikāya	AN		an 10. 1. 1. 1.	an-10-1-1-1	an-10	27	2	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	1. paṭhamo paṇṇāsako	1. ānisaṃsavaggo	1. kimatthiyasuttaṃ
Aṅguttara Nikāya	AN		an 10. 1. 2. 1.	an-10-1-2-1	an-10	27	28	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	1. paṭhamo paṇṇāsako	2. nāthavaggo	1. senāsana suttaṃ
Aṅguttara Nikāya	AN		an 10. 1. 3. 1.	an-10-1-3-1	an-10	27	62	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	1. paṭhamo paṇṇāsako	3. mahāvaggo	1. sīhanāda suttaṃ
Aṅguttara Nikāya	AN		an 10. 1. 4. 1.	an-10-1-4-1	an-10	27	124	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	1. paṭhamo paṇṇāsako	4. upālivaggo	1. upāli suttaṃ
Aṅguttara Nikāya	AN		an 10. 1. 5. 1.	an-10-1-5-1	an-10	27	138	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	1. paṭhamo paṇṇāsako	5. akkosavaggo	1. vivāda suttaṃ
Aṅguttara Nikāya	AN		an 10. 2. 1. 1.	an-10-2-1-1	an-10-2	27	166	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	2. dutiyo paṇṇāsako	1. sacittavaggo	1. sacitta suttaṃ
Aṅguttara Nikāya	AN		an 10. 2. 2. 1.	an-10-2-2-1	an-10-2	27	204	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	2. dutiyo paṇṇāsako	2. yamakavaggo	1. avijjā suttaṃ
Aṅguttara Nikāya	AN		an 10. 2. 3. 1.	an-10-2-3-1	an-10-2	27	236	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	2. dutiyo paṇṇāsako	3. ākaṅkhavaggo	1. ākaṅkheyya suttaṃ
Aṅguttara Nikāya	AN		an 10. 2. 4. 1.	an-10-2-4-1	an-10-2	27	268	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	2. dutiyo paṇṇāsako	4. theravaggo	1. bāhuna suttaṃ
Aṅguttara Nikāya	AN		an 10. 2. 5. 1.	an-10-2-5-1	an-10-2	27	316	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	2. dutiyo paṇṇāsako	5. upālivaggo	1. kāmabhogī suttaṃ
Aṅguttara Nikāya	AN		an 10. 3. 1. 1.	an-10-3-1-1	an-10-3	27	378	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	3. tatiyo paṇṇāsako	1. samaṇasaññāvaggo	1. samaṇasaññā suttaṃ
Aṅguttara Nikāya	AN		an 10. 3. 2. 1.	an-10-3-2-1	an-10-3	27	402	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	3. tatiyo paṇṇāsako	2. paccorohaṇīvaggo	1. paṭhama adhamma suttaṃ
Aṅguttara Nikāya	AN		an 10. 3. 3. 1.	an-10-3-3-1	an-10-3	27	434	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	3. tatiyo paṇṇāsako	3. parisuddhavaggo	1. paṭhama suttaṃ
Aṅguttara Nikāya	AN		an 10. 3. 4. 1.	an-10-3-4-1	an-10-3	27	440	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	3. tatiyo paṇṇāsako	4. sādhuvaggo	1. sādhu suttaṃ
Aṅguttara Nikāya	AN		an 10. 3. 5. 1.	an-10-3-5-1	an-10-3	27	446	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	3. tatiyo paṇṇāsako	5. ariyavaggo	1. ariyamagga suttaṃ
Aṅguttara Nikāya	AN		an 10. 4. 1. 1.	an-10-4-1-1	an-10-4	27	452	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	4. catuttha paṇṇāsako	1. puggalavaggo	1. sevitabba suttaṃ
Aṅguttara Nikāya	AN		an 10. 4. 2. 1.	an-10-4-2-1	an-10-4	27	456	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	4. catuttha paṇṇāsako	2. jāṇussoṇi vaggo	1. brāhmaṇa paccorohaṇī suttaṃ
Aṅguttara Nikāya	AN		an 10. 4. 3. 1.	an-10-4-3-1	an-10-4	27	500	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	4. catuttha paṇṇāsako	3. sādhuvaggo	1. sādhu suttaṃ
Aṅguttara Nikāya	AN		an 10. 4. 4. 1.	an-10-4-4-1	an-10-4	27	508	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	4. catuttha paṇṇāsako	4. ariyamaggavaggo	1. ariyamagga suttaṃ
Aṅguttara Nikāya	AN		an 10. 4. 5. 1-12.	an-10-4-5-1	an-10-4	27	516	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto	4. catuttha paṇṇāsako	5. aparapuggala vaggo	1. sevitabbādi dvādasa suttāni
Aṅguttara Nikāya	AN		an 10. 5. 1. 1.	an-10-5-1-1	an-10-5	27	520	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto		1. karajakāyavaggo	1. paṭhamaniraya suttaṃ
Aṅguttara Nikāya	AN		an 10. 5. 2. 1.	an-10-5-2-1	an-10-5	27	564	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto		2. sāmaññavaggo	1. paṭhama suttaṃ
Aṅguttara Nikāya	AN		an 10. 5. 3. 1.	an-10-5-3-1	an-10-5	27	578	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	10. dasakanipāto		3. rāgādipeyyālaṃ	10. 5. 3. 1.
Aṅguttara Nikāya	AN		an 11. 1. 1.	an-11-1-1	an-11	27	584	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	11. ekādasako nipāto		1. nissayavaggo	1. kimatthiya suttaṃ
Aṅguttara Nikāya	AN		an 11. 2. 1.	an-11-2-1	an-11	27	618	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	11. ekādasako nipāto		2. anussativaggo	1. mahānāma suttaṃ
Aṅguttara Nikāya	AN		an 11. 3. 1-8.	an-11-3-1	an-11	27	676	0	suttantapiṭake	aṅguttaranikāye	catuttho bhāgo	11. ekādasako nipāto		3. sāmañña vaggo	1. aniccānupassanā suttaṃ
