sabb'aṅgapaccaṅgi (i prefer this one cos it's internal sandhi)
van'antam'abhihāraye
sukham'asmī'ti
ākās'ānañc'āyatananissitā
viññāṇ'añc'āyatananissitā
n'ev'attān'ukkaṃsessāma
