timestamp,file,line,control,handler,event,ms
2026-09-17T10:24:01.071,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:02.299,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:02.303,gui2/dpd_fields.py,943,DpdTextField,DpdFields.sanskrit_blur,blur,0.0
2026-09-17T10:24:02.792,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:03.609,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,35.7
2026-09-17T10:24:04.487,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:04.659,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:04.814,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:05.058,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:05.184,gui2/wordfinder_popup.py,90,TextField,WordFinderPopup._handle_search,submit,124.8
2026-09-17T10:24:10.163,gui2/wordfinder_popup.py,196,TextButton,WordFinderPopup._handle_close,click,34.8
2026-09-17T10:24:10.523,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:11.058,gui2/dpd_fields_examples.py,575,DpdTextField,DpdExampleField.update_counter,focus,0.0
2026-09-17T10:24:11.267,gui2/dpd_fields_examples.py,315,TextField,DpdExampleField._handle_last_control_blur,blur,0.0
2026-09-17T10:24:11.479,gui2/dpd_fields_examples.py,575,DpdTextField,DpdExampleField.update_counter,focus,0.0
2026-09-17T10:24:11.575,gui2/dpd_fields_examples.py,315,TextField,DpdExampleField._handle_last_control_blur,blur,0.0
2026-09-17T10:24:11.661,gui2/dpd_fields.py,1285,DpdTextField,DpdFields.clean_pali_field,blur,0.0
2026-09-17T10:24:11.704,gui2/dpd_fields.py,1300,DpdTextField,DpdFields.synonym_focus,focus,0.0
2026-09-17T10:24:11.727,gui2/dpd_fields.py,1285,DpdTextField,DpdFields.clean_pali_field,blur,0.0
2026-09-17T10:24:11.896,gui2/dpd_fields.py,1428,DpdTextField,DpdFields.var_phonetic_blur,blur,53.2
2026-09-17T10:24:11.933,gui2/dpd_fields.py,1360,DpdTextField,DpdFields.var_phonetic_focus,focus,147.6
2026-09-17T10:24:12.074,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:12.079,gui2/dpd_fields.py,1285,DpdTextField,DpdFields.clean_pali_field,blur,0.0
2026-09-17T10:24:12.578,gui2/dpd_fields.py,1076,DpdTextField,DpdFields.commentary_focus,focus,0.0
2026-09-17T10:24:12.610,gui2/dpd_fields_commentary.py,342,DpdTextField,DpdCommentaryField._handle_field_blur,blur,0.3
2026-09-17T10:24:12.737,gui2/dpd_fields.py,687,DpdTextField,DpdFields._handle_generic_spell_check,blur,38.2
2026-09-17T10:24:13.526,gui2/dpd_fields_commentary.py,139,IconButton,DpdCommentaryField._toggle_tools_visibility,click,35.5
2026-09-17T10:24:13.540,gui2/dpd_fields_commentary.py,177,TextField,DpdCommentaryField._search_field_1_focus,focus,0.0
2026-09-17T10:24:14.173,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:14.406,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:14.679,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:14.683,gui2/dpd_fields.py,1076,DpdTextField,DpdFields.commentary_focus,focus,0.0
2026-09-17T10:24:15.608,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:15.646,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,37.5
2026-09-17T10:24:16.143,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,34.8
2026-09-17T10:24:16.179,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,35.7
2026-09-17T10:24:16.215,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,35.9
2026-09-17T10:24:16.259,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,38.0
2026-09-17T10:24:16.289,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,35.3
2026-09-17T10:24:16.327,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,36.9
2026-09-17T10:24:16.377,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,34.6
2026-09-17T10:24:16.402,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,40.1
2026-09-17T10:24:16.436,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,68.8
2026-09-17T10:24:16.472,gui2/dpd_fields_commentary.py,355,DpdTextField,DpdCommentaryField.clean_text,change,35.6
2026-09-17T10:24:16.821,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,0.0
2026-09-17T10:24:16.825,gui2/dpd_fields_commentary.py,342,DpdTextField,DpdCommentaryField._handle_field_blur,blur,0.0
2026-09-17T10:24:17.360,gui2/dpd_fields_commentary.py,177,TextField,DpdCommentaryField._search_field_1_focus,focus,0.0
2026-09-17T10:24:17.523,gui2/dpd_fields_commentary.py,158,ElevatedButton,DpdCommentaryField._handle_last_control_blur,blur,38.6
